run_date,match_date,league,home_team,away_team,lambda_home,lambda_away,p_home_win,p_draw,p_away_win,market,model_probability,offered_odds,fair_odds,effective_odds,odds_source,implied_probability,edge,variance,variance_class,upset_frequency,recommended
2026-03-06,2026-03-06T19:00:00+00:00,SA1,al-hilal saudi fc,al najma,4.231823993712412,0.6065377856932279,0.9227788824336286,0.05977681131792163,0.01744430624844963,1X,0.9825556937515503,,1.0177540126828277,,missing,,,0.018273295599999972,LOW,0.01862,False
2026-03-06,2026-03-06T19:30:00+00:00,D1,bayern münchen,borussia mönchengladbach,4.194876484042401,0.6664831565937515,0.9164738595373677,0.059805876962829664,0.023720263499802618,1X,0.9762797365001974,,1.0242965848956733,,missing,,,0.02109516640000002,LOW,0.02156,False
2026-03-06,2026-03-06T19:45:00+00:00,I1,napoli,torino,2.308321543623672,0.8306194646946542,0.7041791747116658,0.17473637243561185,0.12108445285272237,1X,0.8789155471472776,1.13,1.1377657423921215,1.13,market,0.8849557522123894,-0.0060402050651118255,0.1029737664,LOW,0.11656,False
2026-03-06,2026-03-06T19:00:00+00:00,SA1,al-ahli jeddah,al-ittihad fc,1.4201810371891754,0.60852038276338,0.5516101467637023,0.30571888668875546,0.14267096654754222,1X,0.8573290334524578,,1.166413315052457,,missing,,,0.13373263960000004,LOW,0.15902,False
2026-03-06,2026-03-06T20:15:00+00:00,P1,famalicao,arouca,2.030109703392752,0.8651306267466033,0.6348146257556974,0.2213185254860779,0.1438668487582249,1X,0.8561331512417752,,1.168042609434705,,missing,,,0.12838041239999998,LOW,0.15126,False
2026-03-06,2026-03-06T19:00:00+00:00,SA1,al taawon,al-fateh,1.9792234790304872,1.01019300622769,0.5823673951495713,0.24445030535615553,0.17318229949427327,1X,0.8268177005057268,,1.209456448970971,,missing,,,0.1532416764,LOW-MEDIUM,0.18894,False
2026-03-06,2026-03-06T19:00:00+00:00,SA1,al khaleej saihat,al-hazm,2.187477575970633,1.1936550472393477,0.5836662347151094,0.2283839442601169,0.18794982102477373,1X,0.8120501789752262,,1.2314509939052765,,missing,,,0.1594832604,LOW-MEDIUM,0.19914,False
2026-03-06,2026-03-06T20:00:00+00:00,E1,preston,oxford united,1.2280361978288301,0.730077698453424,0.4691420586980867,0.3213969237112001,0.20946101759071323,1X,0.7905389824092868,,1.2649597581543028,,missing,,,0.1721143536,LOW-MEDIUM,0.22092,False
2026-03-06,2026-03-06T19:00:00+00:00,N1,heracles,utrecht,1.124372014085865,2.0025755549053197,0.21675685322181246,0.20089485911296698,0.5823482876652204,X2,0.7832431467781874,1.35,1.2767427383353762,1.35,market,0.7407407407407407,0.042502406037446705,0.16603914239999998,LOW-MEDIUM,0.21024,False
2026-03-06,2026-03-06T20:00:00+00:00,SP1,celta vigo,real madrid,1.1076723858153998,1.4385552320542152,0.28268776360418657,0.2793369091395537,0.43797532725625954,X2,0.7173122363958133,,1.3940930452052116,,missing,,,0.20691884640000002,MEDIUM,0.29244,False
2026-03-06,2026-03-06T19:45:00+00:00,F1,paris saint germain,monaco,1.3858625596148553,1.605276233840683,0.345023242181497,0.21409057580669166,0.4408861820118114,X2,0.6549767578185031,,1.5267717335965445,,missing,,,0.2214930544,HIGH,0.33116,False
2026-03-06,2026-03-06T20:00:00+00:00,SP1,celta vigo,real madrid,1.1076723858153998,1.4385552320542152,0.28268776360418657,0.2793369091395537,0.43797532725625954,1X,0.5620246727437404,,1.7792813171672945,,missing,,,0.2470666944,HIGH,0.44584,False
2026-03-06,2026-03-06T19:45:00+00:00,F1,paris saint germain,monaco,1.3858625596148553,1.605276233840683,0.345023242181497,0.21409057580669166,0.4408861820118114,1X,0.5591138179881887,,1.788544600092722,,missing,,,0.24443484,HIGH,0.4254,False
