run_date,match_date,league,home_team,away_team,lambda_home,lambda_away,p_home_win,p_draw,p_away_win,p_raw,market,model_probability,offered_odds,fair_odds,effective_odds,odds_source,implied_probability,edge,variance,variance_class,upset_frequency,recommended
2026-04-05,2026-04-05,I1,pisa,torino,1.6413804324979901,1.6405894321841483,0.399067073984467,0.20219682047039908,0.39873610554513383,0.601263894454866,1X,0.630369934765036,1.55,1.5863700739038893,1.55,market,0.6451612903225806,-0.014791355557544628,0.2365949916,HIGH,0.38422,False
2026-04-05,2026-04-05,D2,greuther furth,paderborn,1.5822998860717896,1.863627782858158,0.3120668168325196,0.2613196735466336,0.42661350962084676,0.5733864903791532,1X,0.6169875820872106,,1.6207781631797105,,missing,,,0.2470904764,HIGH,0.44606,False
2026-04-05,2026-04-05T11:30:00+00:00,D2,spvgg greuther fürth,sc paderborn 07,1.5822998860717896,1.863627782858158,0.3120668168325196,0.2613196735466336,0.42661350962084676,0.5733864903791532,1X,0.6169875820872106,,1.6207781631797105,,missing,,,0.2470904764,HIGH,0.44606,False
2026-04-05,2026-04-05,I1,pisa,torino,1.6413804324979901,1.6405894321841483,0.399067073984467,0.20219682047039908,0.39873610554513383,0.6009329260155329,X2,0.602302964093711,1.33,1.6602940042055185,1.33,market,0.7518796992481203,-0.14957673515440928,0.2367887964,HIGH,0.38506,False
2026-04-05,2026-04-05,SP2,andorra,racing santander,1.6970232433221837,1.867839960496391,0.3648062254544267,0.2019183650861785,0.4332754094593947,0.6351937745455731,X2,0.5859706473121982,,1.7065701235837023,,missing,,,0.22922942559999998,HIGH,0.35588,False
2026-04-05,2026-04-05T14:15:00+00:00,SP2,fc andorra,racing santander,1.6970232433221837,1.867839960496391,0.3648062254544267,0.2019183650861785,0.4332754094593947,0.6351937745455731,X2,0.5859706473121982,,1.7065701235837023,,missing,,,0.22922942559999998,HIGH,0.35588,False
2026-04-05,2026-04-05,N1,nac breda,sparta rotterdam,1.1908507594567603,1.638885697526033,0.25473906785323763,0.29083647307243016,0.45442445907433227,0.5455755409256677,1X,0.5827555597334778,1.44,1.7159853446226205,1.44,market,0.6944444444444444,-0.11168888471096661,0.2494874304,HIGH,0.47736,False
2026-04-05,2026-04-05T10:15:00+00:00,N1,go ahead eagles,pec zwolle,1.6742214276034413,1.400026919131345,0.41842805896363544,0.2812608423501164,0.3003110986862481,0.5815719410363644,X2,0.5800637270280254,1.83,1.7239485135944133,1.83,market,0.5464480874316939,0.033615639596331515,0.2466197404,HIGH,0.44186,False
2026-04-05,2026-04-05,N1,g.a. eagles,zwolle,1.6742214276034413,1.400026919131345,0.41842805896363544,0.2812608423501164,0.3003110986862481,0.5815719410363644,X2,0.5800637270280254,,1.7239485135944133,,missing,,,0.2466197404,HIGH,0.44186,False
2026-04-05,2026-04-05,F1,metz,nantes,1.5846576051940935,1.4250686657079494,0.42650540010411636,0.2165702393445426,0.356924360551341,0.5734945998958836,X2,0.5777490183476898,,1.7308553857173312,,missing,,,0.2431904496,HIGH,0.41748,False
