run_date,match_date,league,home_team,away_team,lambda_home,lambda_away,p_home_win,p_draw,p_away_win,market,model_probability,offered_odds,fair_odds,effective_odds,odds_source,implied_probability,edge,variance,variance_class,upset_frequency,recommended
2026-02-27,2026-02-27T18:45:00+00:00,P1,fc porto,arouca,2.667852078659115,0.4088839368923754,0.848922386914812,0.11174132035671254,0.039336292728475365,1X,0.9606637072715246,,1.0409469957392252,,missing,,,0.03657447960000005,LOW,0.03802,False
2026-02-27,2026-02-27T20:45:00+00:00,P1,sporting cp,estoril,3.6063854257420473,0.7343863557181068,0.8742048042713781,0.08284494084808748,0.042950254880534215,1X,0.9570497451194656,,1.04487776638525,,missing,,,0.03666686560000004,LOW,0.03812,False
2026-02-27,2026-02-27T19:00:00+00:00,SA1,al-ittihad fc,al khaleej saihat,2.6199791234558645,0.7737369766294117,0.7559191728514574,0.16384676211229166,0.08023406503625093,1X,0.919765934963749,,1.0872331339814332,,missing,,,0.07903428960000003,LOW,0.08652,False
2026-02-27,2026-02-27T20:00:00+00:00,E0,wolves,aston villa,0.5990914617271754,1.598955958485574,0.12190523413103567,0.27622412250495915,0.6018706433640052,X2,0.8780947658689644,1.22,1.1388292458507003,1.22,market,0.819672131147541,0.058422634721423394,0.11897047960000003,LOW,0.13802,True
2026-02-27,2026-02-27T19:00:00+00:00,SA1,al-hazm,al-ettifaq,1.1504851062583965,1.7505364479132868,0.2375938395091035,0.2620959434217755,0.5003102170691208,X2,0.7624061604908963,,1.3116368306312247,,missing,,,0.1879591536,MEDIUM,0.25092,False
2026-02-27,2026-02-27T19:00:00+00:00,N1,telstar,nac breda,1.2409922334190118,0.9159267795503196,0.43708875168028244,0.2898068492586429,0.2731043990610746,1X,0.7268956009389254,1.48,1.3757133743942154,1.48,market,0.6756756756756757,0.0512199252632497,0.19787911000000002,MEDIUM,0.2717,False
2026-02-27,2026-02-27T18:00:00+00:00,RO1,universitatea cluj,oţelul,0.9829117416154809,1.3410177569281614,0.27811919886998837,0.2689631954806929,0.4529176056493187,X2,0.7218808011300116,,1.385270252976154,,missing,,,0.19943798040000002,MEDIUM,0.27514,False
2026-02-27,2026-02-27T20:00:00+00:00,E1,bristol city,watford,1.333330714416529,1.0445907565343067,0.42287973089969616,0.2940632235343926,0.28305704556591127,1X,0.7169429544340888,,1.3948111126767948,,missing,,,0.2072172144,MEDIUM,0.29316,False
2026-02-27,2026-02-27T19:00:00+00:00,SA1,al shabab,al-hilal saudi fc,2.076276259391529,1.639362936610956,0.46929838831463233,0.2318706475917296,0.29883096409363785,1X,0.7011690359063619,,1.4261896187519976,,missing,,,0.21271238999999997,MEDIUM,0.3069,False
2026-02-27,2026-02-27T20:00:00+00:00,SP1,levante,alaves,1.0533284431948047,0.9193006412324891,0.37113790692787973,0.3282069447604667,0.3006551483116535,1X,0.6993448516883465,,1.429909718482687,,missing,,,0.2132817756,MEDIUM,0.30838,False
2026-02-27,2026-02-27T19:45:00+00:00,I1,parma,cagliari,0.9357449005055903,0.9979510647704316,0.3272979711577148,0.3123981856948694,0.36030384314741576,X2,0.6727020288422851,1.62,1.486542268530083,1.62,market,0.6172839506172839,0.05541807822500122,0.2199601776,MEDIUM,0.32668,False
2026-02-27,2026-02-27T15:00:00+00:00,RO1,afc hermannstadt,fc botosani,0.922125885133369,0.9486324765365991,0.33610405750141736,0.313534187798928,0.3503617546996546,X2,0.6638959424985826,,1.506260147089444,,missing,,,0.22280798999999998,HIGH,0.3351,False
2026-02-27,2026-02-27T19:30:00+00:00,D1,fc augsburg,1. fc köln,1.237895892479874,1.3340021398812527,0.3370201058617993,0.28086418073430175,0.382115713403899,X2,0.6629798941382008,,1.508341367274625,,missing,,,0.22651137240000002,HIGH,0.34674,False
2026-02-27,2026-02-27T15:00:00+00:00,RO1,afc hermannstadt,fc botosani,0.922125885133369,0.9486324765365991,0.33610405750141736,0.313534187798928,0.3503617546996546,1X,0.6496382453003453,,1.5393182393959473,,missing,,,0.22627783959999997,HIGH,0.34598,False
2026-02-27,2026-02-27T19:45:00+00:00,I1,parma,cagliari,0.9357449005055903,0.9979510647704316,0.3272979711577148,0.3123981856948694,0.36030384314741576,1X,0.6396961568525842,1.28,1.5632421569017596,1.28,market,0.78125,-0.14155384314741581,0.2299437756,HIGH,0.35838,False
2026-02-27,2026-02-27T19:45:00+00:00,F1,strasbourg,lens,1.3275801330866057,1.3729760396106425,0.3700662394427602,0.23902720556569634,0.3909065549915435,X2,0.6299337605572398,,1.5874684968708446,,missing,,,0.2310497244,HIGH,0.36234,False
2026-02-27,2026-02-27T20:00:00+00:00,SP1,levante,alaves,1.0533284431948047,0.9193006412324891,0.37113790692787973,0.3282069447604667,0.3006551483116535,X2,0.6288620930721203,,1.5901737614916411,,missing,,,0.23579136,HIGH,0.3808,False
2026-02-27,2026-02-27T19:30:00+00:00,D1,fc augsburg,1. fc köln,1.237895892479874,1.3340021398812527,0.3370201058617993,0.28086418073430175,0.382115713403899,1X,0.6178842865961011,,1.6184260090331128,,missing,,,0.23725359,HIGH,0.3871,False
2026-02-27,2026-02-27T19:45:00+00:00,F1,strasbourg,lens,1.3275801330866057,1.3729760396106425,0.3700662394427602,0.23902720556569634,0.3909065549915435,1X,0.6090934450084565,,1.6417842092950388,,missing,,,0.23585327639999998,HIGH,0.38106,False
2026-02-27,2026-02-27T20:00:00+00:00,E1,bristol city,watford,1.333330714416529,1.0445907565343067,0.42287973089969616,0.2940632235343926,0.28305704556591127,X2,0.5771202691003039,,1.7327410828230663,,missing,,,0.2456016576,HIGH,0.43368,False
2026-02-27,2026-02-27T19:00:00+00:00,N1,telstar,nac breda,1.2409922334190118,0.9159267795503196,0.43708875168028244,0.2898068492586429,0.2731043990610746,X2,0.5629112483197175,1.5,1.776478979563806,1.5,market,0.6666666666666666,-0.10375541834694912,0.2462005104,HIGH,0.43836,False
