run_date,match_date,league,home_team,away_team,lambda_home,lambda_away,p_home_win,p_draw,p_away_win,market,model_probability,offered_odds,fair_odds,effective_odds,odds_source,implied_probability,edge,variance,variance_class,upset_frequency,recommended
2026-03-01,2026-03-01T11:30:00+00:00,I1,cremonese,ac milan,0.6100452418454633,1.7428643454310309,0.12624171309904902,0.22523148990539746,0.6485267969955533,X2,0.8737582869009507,1.07,1.144481277020907,1.07,market,0.9345794392523364,-0.06082115235138574,0.11058737559999997,LOW,0.12662,False
2026-03-01,2026-03-01T17:30:00+00:00,SP1,real betis,sevilla,2.3352659196064693,0.9643041482982314,0.6708641006159037,0.19338139891494635,0.13575450046914983,1X,0.8642454995308501,,1.157078631642101,,missing,,,0.1195923456,LOW,0.13888,False
2026-03-01,2026-03-01T14:30:00+00:00,D1,vfb stuttgart,vfl wolfsburg,2.7869215527883235,1.2261400803923823,0.6886305028670716,0.16922456355799506,0.14214493357493332,1X,0.8578550664250667,,1.1656980755120943,,missing,,,0.12152076640000001,LOW,0.14156,False
2026-03-01,2026-03-01T16:15:00+00:00,F1,lille,nantes,1.8825977722052043,0.7903572193661431,0.6390309307892411,0.20142469704199367,0.1595443721687653,1X,0.8404556278312347,,1.1898308094865921,,missing,,,0.1286453104,LOW,0.15164,False
2026-03-01,2026-03-01T16:30:00+00:00,E0,arsenal,chelsea,1.6458659444735475,0.8709363833102156,0.5397684780347124,0.27835293429927777,0.18187858766600987,1X,0.8181214123339902,1.14,1.2223124647809116,1.14,market,0.8771929824561404,-0.05907157012215025,0.15831216000000004,LOW-MEDIUM,0.1972,False
2026-03-01,2026-03-01T14:00:00+00:00,E0,brighton,nottingham forest,1.5600400637359266,0.8607676783485716,0.520561094901951,0.28887698122744326,0.19056192387060564,1X,0.8094380761293942,1.33,1.235424956510377,1.33,market,0.7518796992481203,0.057558376881273965,0.1640572144,LOW-MEDIUM,0.20684,False
2026-03-01,2026-03-01T16:00:00+00:00,RS1,radnicki 1923,fk crvena zvezda,1.5675131298159537,2.80617323291271,0.19826891788769657,0.17797713337123913,0.6237539487410644,X2,0.8017310821123035,,1.2473010243850366,,missing,,,0.15861471,LOW-MEDIUM,0.1977,False
2026-03-01,2026-03-01T16:15:00+00:00,F1,lorient,auxerre,1.502333165846015,0.7791335480656486,0.5532432005533708,0.24296554930193895,0.20379125014469004,1X,0.7962087498553098,,1.2559520354200127,,missing,,,0.15616805759999997,LOW-MEDIUM,0.19368,False
2026-03-01,2026-03-01T14:00:00+00:00,I1,sassuolo,atalanta,0.9295211643842646,1.5772657722515218,0.22349379016336676,0.25099194997307767,0.5255142598635556,X2,0.7765062098366333,1.25,1.2878197074694184,1.25,market,0.8,-0.023493790163366723,0.17415484,LOW-MEDIUM,0.2246,False
2026-03-01,2026-03-01T20:30:00+00:00,P1,rio ave,famalicao,0.9223407988903549,1.5709446672401972,0.22436341351847708,0.2481549493815199,0.5274816371000031,X2,0.775636586481523,,1.289263577078338,,missing,,,0.17337068760000002,LOW-MEDIUM,0.22318,False
2026-03-01,2026-03-01T14:00:00+00:00,E0,fulham,tottenham,1.9505351849015895,1.2448793467153525,0.5223672757294037,0.24900117557829013,0.22863154869230623,1X,0.7713684513076938,1.28,1.2963973290646114,1.28,market,0.78125,-0.009881548692306175,0.18295007640000002,LOW-MEDIUM,0.24106,False
2026-03-01,2026-03-01T17:00:00+00:00,I1,torino,lazio,0.8417586194732374,1.37610439593305,0.23066689342189448,0.2745011075613512,0.4948319990167542,X2,0.7693331065781054,1.44,1.2998270728889743,1.44,market,0.6944444444444444,0.07488866213366097,0.17858278239999997,LOW-MEDIUM,0.23276,False
2026-03-01,2026-03-01T13:45:00+00:00,RO1,petrolul ploiesti,csikszereda,1.5840546687242183,0.9615641460988662,0.5216853415010987,0.2453295314382413,0.23298512706066,1X,0.76701487293934,,1.3037556835994832,,missing,,,0.1767648156,LOW-MEDIUM,0.22938,False
2026-03-01,2026-03-01T12:00:00+00:00,RS1,radnicki nis,javor,1.3049090089307571,0.8800773012217002,0.45868167800772564,0.2950307398644061,0.24628758212786817,1X,0.7537124178721317,,1.3267659869837136,,missing,,,0.18764990999999998,MEDIUM,0.2503,False
2026-03-01,2026-03-01T19:45:00+00:00,I1,as roma,juventus,1.1824037958682472,0.788245559774473,0.4526224113410075,0.3007141935091624,0.24666339514983007,1X,0.75333660485017,1.4,1.327427863669108,1.4,market,0.7142857142857143,0.039050890564455654,0.1844025456,LOW-MEDIUM,0.24388,False
2026-03-01,2026-03-01T11:15:00+00:00,N1,pec zwolle,ajax,1.4096566666190526,2.1032196628037143,0.2564602128276882,0.2112498957458109,0.532289891426501,X2,0.7435397871723118,,1.344917941517304,,missing,,,0.19049327639999997,MEDIUM,0.25606,False
2026-03-01,2026-03-01T15:45:00+00:00,N1,utrecht,az alkmaar,1.7063877460660464,1.1704326409239991,0.4982790417698429,0.23968375500944228,0.2620372032207147,1X,0.7379627967792852,,1.3550818609885649,,missing,,,0.19373616000000002,MEDIUM,0.2628,False
2026-03-01,2026-03-01T20:00:00+00:00,SP1,girona,celta vigo,1.073465152011411,1.4819363906913454,0.2661542107165475,0.27676973796855636,0.45707605131489615,X2,0.7338457892834525,,1.3626841151141957,,missing,,,0.20046704640000002,MEDIUM,0.27744,False
2026-03-01,2026-03-01T16:15:00+00:00,F1,metz,stade brestois 29,1.2088599471485022,1.7933295927233197,0.2662236631301578,0.21551630522379406,0.5182600316460481,X2,0.7337763368698421,,1.3628130940632674,,missing,,,0.19235199,MEDIUM,0.2599,False
2026-03-01,2026-03-01T18:30:00+00:00,D1,hamburger sv,rb leipzig,1.1145502268049374,1.5263416257107747,0.27009107257807635,0.2701802041217606,0.4597287233001631,X2,0.7299089274219237,,1.3700339349623412,,missing,,,0.2009997504,MEDIUM,0.27864,False
2026-03-01,2026-03-01T16:00:00+00:00,RO1,dinamo bucuresti,arges pitesti,1.0318901295633274,1.3701740803910512,0.2863725455846538,0.2643888495342574,0.4492386048810888,X2,0.7136274544153463,,1.4012913794344841,,missing,,,0.2049032304,MEDIUM,0.28764,False
2026-03-01,2026-03-01T19:00:00+00:00,RO1,uta arad,fcsb,1.156885788502402,1.5458599321449313,0.2883724846483138,0.24585503920778287,0.4657724761439032,X2,0.7116275153516861,,1.4052295314997767,,missing,,,0.20434940440000002,MEDIUM,0.28634,False
2026-03-01,2026-03-01T14:30:00+00:00,RS1,napredak,fk spartak zdrepceva krv,0.9521953449623465,1.172454875114146,0.2906580046457912,0.30655636332084363,0.40278563203336526,X2,0.7093419953542088,,1.4097572208461329,,missing,,,0.21015984,MEDIUM,0.3004,False
2026-03-01,2026-03-01T16:30:00+00:00,D1,eintracht frankfurt,sc freiburg,2.1375934994725836,1.6342884659018098,0.48758277735030264,0.21926305831567944,0.293154164334018,1X,0.7068458356659821,,1.4147356460801828,,missing,,,0.20815520640000001,MEDIUM,0.29544,False
2026-03-01,2026-03-01T13:00:00+00:00,SP1,elche,espanyol,1.5827642951901004,1.2586423804258458,0.4408754824478497,0.2629888015553629,0.29613571599678734,1X,0.7038642840032125,,1.420728431214782,,missing,,,0.21110427160000003,MEDIUM,0.30278,False
2026-03-01,2026-03-01T15:30:00+00:00,P1,tondela,santa clara,0.7386663997839538,0.7989324933466605,0.3045862821988052,0.3558237752211568,0.3395899425800382,X2,0.695413717801195,,1.4379929161620022,,missing,,,0.21141918359999998,MEDIUM,0.30358,False
2026-03-01,2026-03-01T19:45:00+00:00,F1,marseille,lyon,1.948297785161036,1.523878692665872,0.4830461394281751,0.2054517847667852,0.3115020758050398,1X,0.6884979241949603,,1.4524372040326334,,missing,,,0.21110427160000003,MEDIUM,0.30278,False
2026-03-01,2026-03-01T18:00:00+00:00,P1,casa pia,moreirense,1.2302877829418941,1.4159117368514345,0.3298530373584952,0.25440064020252506,0.4157463224389798,X2,0.6701469626415049,,1.4922100013082504,,missing,,,0.2203609344,HIGH,0.32784,False
2026-03-01,2026-03-01T13:30:00+00:00,N1,fc volendam,groningen,1.0921627444561655,1.1779577830555272,0.33584380598961394,0.28577304911979423,0.3783831448905917,X2,0.664156194010386,,1.5056699147254542,,missing,,,0.22365221759999998,HIGH,0.33768,False
2026-03-01,2026-03-01T15:30:00+00:00,P1,tondela,santa clara,0.7386663997839538,0.7989324933466605,0.3045862821988052,0.3558237752211568,0.3395899425800382,1X,0.6604100574199621,,1.514210737351156,,missing,,,0.2231892124,HIGH,0.33626,False
2026-03-01,2026-03-01T15:15:00+00:00,SP1,valencia,osasuna,1.1485914713939673,1.1865624665078336,0.3412567214587457,0.29888409093931384,0.35985918760194047,X2,0.6587432785412544,,1.518042054583748,,missing,,,0.22822014359999998,HIGH,0.35242,False
2026-03-01,2026-03-01T13:30:00+00:00,N1,twente,feyenoord,1.4280225477407207,1.56156857677181,0.3490690250138129,0.24343190647525614,0.40749906851093104,X2,0.6509309749861871,,1.5362611988486494,,missing,,,0.2274939996,HIGH,0.34998,False
2026-03-01,2026-03-01T19:00:00+00:00,N1,excelsior,go ahead eagles,1.3131270701678113,1.406329975553182,0.3501055596012882,0.2571497311437455,0.39274470925496635,X2,0.6498944403987119,,1.5387114242529871,,missing,,,0.22736780639999998,HIGH,0.34956,False
2026-03-01,2026-03-01T15:15:00+00:00,SP1,valencia,osasuna,1.1485914713939673,1.1865624665078336,0.3412567214587457,0.29888409093931384,0.35985918760194047,1X,0.6401408123980595,,1.5621562953529806,,missing,,,0.2320600764,HIGH,0.36606,False
2026-03-01,2026-03-01T14:00:00+00:00,F1,paris fc,nice,1.5939711377665802,1.4911703025749203,0.4110602050470599,0.22219739130515573,0.3667424036477844,1X,0.6332575963522157,,1.5791362089619585,,missing,,,0.2288820976,HIGH,0.35468,False
2026-03-01,2026-03-01T13:30:00+00:00,N1,fc volendam,groningen,1.0921627444561655,1.1779577830555272,0.33584380598961394,0.28577304911979423,0.3783831448905917,1X,0.6216168551094081,,1.6087079875335657,,missing,,,0.23473292639999999,HIGH,0.37644,False
2026-03-01,2026-03-01T19:00:00+00:00,N1,excelsior,go ahead eagles,1.3131270701678113,1.406329975553182,0.3501055596012882,0.2571497311437455,0.39274470925496635,1X,0.6072552907450337,,1.6467538698149717,,missing,,,0.2383619056,HIGH,0.39212,False
2026-03-01,2026-03-01T14:30:00+00:00,RS1,napredak,fk spartak zdrepceva krv,0.9521953449623465,1.172454875114146,0.2906580046457912,0.30655636332084363,0.40278563203336526,1X,0.5972143679666349,,1.6744406257417235,,missing,,,0.2413770204,HIGH,0.40714,False
2026-03-01,2026-03-01T13:30:00+00:00,N1,twente,feyenoord,1.4280225477407207,1.56156857677181,0.3490690250138129,0.24343190647525614,0.40749906851093104,1X,0.592500931489069,,1.6877610596945516,,missing,,,0.2413472796,HIGH,0.40698,False
