league,team,h_for,h_against,a_for,a_against,n_home,n_away
d2,hertha berlin,2.6,1.2,2.4285714285714284,2.5714285714285716,5,7
d2,holstein kiel,2.1666666666666665,1.8333333333333333,2.6666666666666665,1.5,6,6
d2,kaiserslautern,3.4,1.4,0.5714285714285714,3.142857142857143,5,7
d2,karlsruher sc,1.2857142857142858,2.2857142857142856,0.4,1.4,7,5
d2,magdeburg,2.0,1.6666666666666667,1.5,2.1666666666666665,6,6
d2,nurnberg,2.6,2.2,2.0,1.6666666666666667,5,6
d2,paderborn,2.6666666666666665,1.6666666666666667,1.5,1.5,6,6
d2,preussen munster,2.0,2.5,2.0,3.6666666666666665,6,6
d2,saarbrucken,0.0,2.0,1.0,3.0,1,1
d2,schalke,2.2857142857142856,0.8571428571428571,2.4,2.2,7,5
d2,sg dynamo dresden,2.1666666666666665,2.3333333333333335,3.0,2.5,6,6
dk1,aalborg,2.7017543859649122,2.210526315789474,0.0,0.0,0,1
dk1,aarhus,3.3,1.1,2.0,2.111111111111111,10,9
dk1,brondby,1.4444444444444444,3.6666666666666665,1.9,3.0,9,10
dk1,fc copenhagen,4.1,2.7,2.3333333333333335,1.4444444444444444,10,9
dk1,fredericia,2.3333333333333335,2.4444444444444446,2.0,3.5555555555555554,9,9
dk1,lyngby,0.0,0.0,2.210526315789474,2.7017543859649122,1,0
dk1,midtjylland,2.888888888888889,0.8888888888888888,3.5,2.2,9,10
dk1,nordsjaelland,4.222222222222222,1.4444444444444444,1.5,2.5,9,10
dk1,odense,2.375,2.25,2.111111111111111,4.0,8,9
dk1,randers fc,2.8181818181818183,2.1818181818181817,2.4444444444444446,2.3333333333333335,11,9
dk1,silkeborg,2.6,2.7,1.8888888888888888,2.888888888888889,10,9
dk1,sonderjyske,2.4444444444444446,2.888888888888889,1.8,3.1,9,10
dk1,vejle,1.7,2.8,2.4444444444444446,3.4444444444444446,10,9
dk1,viborg,2.3333333333333335,1.6666666666666667,2.8,2.2,9,10
e0,arsenal,3.1666666666666665,1.3333333333333333,3.0,2.0,6,5
e0,aston villa,2.1666666666666665,3.6666666666666665,2.6666666666666665,1.8333333333333333,6,6
e0,bournemouth,3.857142857142857,1.5714285714285714,1.5,2.5,7,6
e0,brentford,2.3333333333333335,3.1666666666666665,2.0,3.3333333333333335,6,6
e0,brighton,2.2,2.4,2.857142857142857,3.5714285714285716,5,7
e0,burnley,2.4,4.0,1.5,3.0,5,6
e0,chelsea,2.6666666666666665,1.6666666666666667,3.3333333333333335,2.3333333333333335,6,6
e0,crystal palace,1.6666666666666667,3.1666666666666665,2.0,4.285714285714286,6,7
e0,everton,2.1666666666666665,2.5,1.8333333333333333,4.166666666666667,6,6
e0,fulham,2.1666666666666665,3.3333333333333335,1.6666666666666667,3.1666666666666665,6,6
e0,ipswich,0.0,0.0,2.322314049586777,2.7851239669421486,1,0
e0,leeds,3.0,2.0,1.6,4.2,6,5
e0,leicester,2.7851239669421486,2.322314049586777,1.0,3.0,0,1
e0,liverpool,3.1666666666666665,2.0,2.8333333333333335,1.5,6,6
e0,manchester city,3.5,1.3333333333333333,4.142857142857143,1.4285714285714286,6,7
e0,manchester utd,3.0,2.142857142857143,2.2,2.2,7,5
e0,newcastle,3.857142857142857,1.8571428571428572,1.2,2.6,7,5
e0,nottingham,3.0,0.8333333333333334,2.8333333333333335,2.8333333333333335,6,6
e0,southampton,3.0,5.0,2.322314049586777,2.7851239669421486,1,0
e0,sunderland,3.6,3.2,1.6666666666666667,3.6666666666666665,5,6
e0,tottenham,3.8333333333333335,2.5,2.8333333333333335,1.8333333333333333,6,6
e0,west ham,1.8,1.8,2.142857142857143,3.0,5,7
e0,wolves,2.0,2.5,2.3333333333333335,2.0,6,6
e1,birmingham,3.75,3.5,2.25,2.0,4,4
e1,blackburn,1.0,3.5,3.5,3.5,4,4
e1,bristol city,0.5,3.25,2.0,2.5,4,4
e1,charlton,1.4,2.2,0.6666666666666666,3.0,5,3
e1,coventry,2.5,1.0,2.75,0.75,4,4
e1,derby,3.0,1.0,1.0,3.75,4,4
e1,hull,0.2,2.8,3.6,3.0,5,5
e1,ipswich,4.0,1.25,1.8,2.8,4,5
e1,leicester,3.25,3.25,4.0,2.25,4,4
e1,middlesbrough,7.2,0.8,3.2,2.0,5,5
e1,millwall,5.5,3.0,2.3333333333333335,3.6666666666666665,4,6
e1,norwich,4.25,1.75,2.8,1.2,4,5
e1,oxford utd,1.75,1.5,1.25,4.5,4,4
e1,portsmouth,2.75,3.5,1.6,2.8,4,5
e1,preston,4.0,1.75,2.75,2.25,4,4
e1,qpr,2.2,2.2,2.0,3.3333333333333335,5,3
e1,sheffield utd,2.8333333333333335,2.5,2.0,2.6666666666666665,6,3
e1,sheffield wed,2.0,2.0,1.0,3.4,3,5
e1,southampton,3.142857142857143,1.5714285714285714,2.0,4.0,7,4
e1,stoke,3.25,0.5,3.25,3.0,4,4
e1,sunderland,2.7788461538461537,2.2115384615384617,3.0,1.0,0,1
e1,swansea,1.5,4.5,1.25,3.75,4,4
e1,watford,2.8,2.0,1.75,2.0,5,4
e1,west brom,2.0,2.25,2.25,1.75,4,4
e1,wrexham,1.0,2.0,1.5,3.1666666666666665,3,6
f1,angers,1.3333333333333333,2.1666666666666665,1.1666666666666667,2.8333333333333335,6,6
f1,auxerre,3.3333333333333335,1.0,1.5,2.1666666666666665,6,6
f1,brest,2.0,2.4,1.6666666666666667,4.666666666666667,5,6
f1,le havre,2.0,1.6,1.8571428571428572,3.0,5,7
f1,lens,4.0,1.0,3.5,3.0,5,6
f1,lille,2.8333333333333335,1.3333333333333333,1.3333333333333333,1.8333333333333333,6,6
f1,lorient,2.5,3.0,1.3333333333333333,3.8333333333333335,6,6
f1,lyon,3.0,2.1666666666666665,2.6666666666666665,3.8333333333333335,6,6
f1,marseille,2.8333333333333335,1.0,2.8,1.4,6,5
f1,metz,2.5714285714285716,2.7142857142857144,1.8333333333333333,3.8333333333333335,7,6
f1,monaco,2.4,2.2,3.5,0.6666666666666666,5,6
f1,nantes,2.5,2.1666666666666665,2.1666666666666665,2.6666666666666665,6,6
f1,nice,3.0,3.0,2.0,3.3333333333333335,6,6
f1,paris fc,3.6666666666666665,2.0,1.2,4.0,6,5
f1,psg,5.833333333333333,2.5,1.8,1.8,6,5
f1,red star,0.0,1.0,2.037037037037037,2.814814814814815,1,0
f1,reims,3.0,3.0,5.0,4.0,1,1
f1,rennes,2.6666666666666665,1.5,3.0,2.1666666666666665,6,6
f1,rodez,2.814814814814815,2.037037037037037,1.5,0.5,0,2
f1,st etienne,1.0,2.0,2.037037037037037,2.814814814814815,1,0
f1,strasbourg,3.0,2.7142857142857144,1.2,3.2,7,5
f1,toulouse,1.6,1.8,1.6666666666666667,2.8333333333333335,5,6
i1,ac milan,1.0,2.1666666666666665,1.5,1.3333333333333333,6,6
i1,as roma,3.0,1.3333333333333333,1.8333333333333333,2.3333333333333335,6,6
i1,atalanta,3.1666666666666665,2.6666666666666665,1.3333333333333333,1.5,6,6
i1,bologna,2.5,2.0,1.6666666666666667,1.8333333333333333,6,6
i1,cagliari,1.6666666666666667,1.8333333333333333,2.2,3.2,6,5
i1,como,4.166666666666667,0.8333333333333334,2.6,1.8,6,5
i1,cremonese,2.0,2.1666666666666665,2.6,1.8,6,5
i1,empoli,6.0,0.0,1.9396551724137931,2.396551724137931,1,0
i1,fiorentina,2.0,1.4,1.7142857142857142,1.8571428571428572,5,7
i1,genoa,1.0,1.6,1.8333333333333333,2.0,5,6
i1,inter,3.6,2.4,1.8333333333333333,1.0,5,6
i1,juventus,4.166666666666667,1.8333333333333333,2.5,1.6666666666666667,6,6
i1,lazio,2.0,1.6666666666666667,1.5,2.6666666666666665,6,6
i1,lecce,0.75,2.25,2.5714285714285716,3.0,4,7
i1,monza,2.396551724137931,1.9396551724137931,3.0,3.0,0,1
i1,napoli,4.428571428571429,1.7142857142857142,3.5,0.75,7,4
i1,parma,1.5,1.75,2.0,3.857142857142857,4,7
i1,pisa,0.6666666666666666,2.3333333333333335,1.8,3.2,6,5
i1,sassuolo,2.0,2.8333333333333335,1.8,3.8,6,5
i1,torino,2.3333333333333335,2.3333333333333335,1.5,2.5,6,6
i1,udinese,1.8571428571428572,2.5714285714285716,1.4,3.2,7,5
i1,venezia,3.0,2.0,1.9396551724137931,2.396551724137931,1,0
i1,verona,2.2,1.2,1.5,4.166666666666667,5,6
i2,avellino,2.0,0.4,1.6666666666666667,3.5,5,6
i2,bari,2.6666666666666665,2.1666666666666665,0.8,4.2,6,5
i2,carrarese,2.8,2.6,3.2,3.4,5,5
i2,catanzaro,2.75,1.75,1.7142857142857142,1.5714285714285714,8,7
i2,cesena,1.8,2.4,2.0,3.2,5,5
i2,cremonese,1.5,2.5,2.5,1.5,2,2
i2,empoli,3.5,2.25,1.5,4.666666666666667,4,6
i2,entella,2.0,2.4,1.2,2.2,5,5
i2,frosinone,5.0,1.6666666666666667,2.0,2.0,6,4
i2,juve stabia,2.5714285714285716,2.142857142857143,1.625,2.0,7,8
i2,mantova,2.4,2.2,1.2,2.2,5,5
i2,modena,2.0,2.0,3.0,3.0,6,5
i2,monza,3.1666666666666665,1.3333333333333333,2.3333333333333335,1.3333333333333333,6,6
i2,padova,1.8,3.0,1.2,2.6,5,5
i2,palermo,1.6,0.6,3.0,2.7142857142857144,5,7
i2,pescara,1.6,1.4,2.4,1.2,5,5
i2,reggiana,1.8,2.6,2.4,2.0,5,5
i2,salernitana,2.0,4.0,0.0,5.0,1,1
i2,sampdoria,3.5,1.8333333333333333,2.3333333333333335,2.6666666666666665,6,6
i2,spezia,2.4285714285714284,1.5714285714285714,1.7142857142857142,2.2857142857142856,7,7
i2,sudtirol,2.0,2.3333333333333335,1.2,1.4,6,5
i2,venezia,3.0,2.0,2.6,2.4,5,5
n1,ajax,2.8333333333333335,1.8333333333333333,1.8333333333333333,3.0,6,6
n1,az alkmaar,2.25,2.0,1.6666666666666667,3.8333333333333335,8,6
n1,den bosch,1.0,4.0,3.0,1.0,1,1
n1,dordrecht,7.0,1.0,3.0,3.0,1,1
n1,excelsior,3.5,1.3333333333333333,1.8333333333333333,3.0,6,6
n1,fc volendam,1.4,2.8,1.3333333333333333,3.6666666666666665,5,6
n1,feyenoord,4.333333333333333,1.3333333333333333,3.0,0.8333333333333334,6,6
