audit_type,run_timestamp_utc,n_test_total,log_loss,brier,log_loss_cal,brier_cal,log_loss_bias,brier_bias,p_fhg_mean,p_fhg_cal_mean,p_fhg_bias_mean,y_mean
legacy_leaky_audit,2026-03-02T21:40:57.922798+00:00,8241,0.428701930179395,0.1385255240106534,0.4573357315168178,0.1464477849851714,0.45979133359225643,0.14656878562768566,0.6554949831250426,0.6872247959594078,0.6895955448829804,0.7313432835820896
production_kpi,2026-03-02T21:40:57.922798+00:00,8241,0.5839142745799106,0.1976000692392847,0.5759453952746117,0.19423022307129836,0.5759453994775334,0.19423022278515145,0.7209097039711778,0.7313435616055177,0.7313398220204439,0.7313432835820896
