league,team,h_for,h_against,a_for,a_against,n_home,n_away
e1,sheffield weds,4.869565217391305,5.739130434782608,4.142857142857143,6.428571428571429,23,21
e1,southampton,6.052631578947368,4.315789473684211,4.947368421052632,4.894736842105263,19,19
e1,stoke,5.818181818181818,4.454545454545454,4.958333333333333,5.125,22,24
e1,sunderland,8.333333333333334,1.3333333333333333,4.5,4.5,3,4
e1,swansea,4.916666666666667,4.083333333333333,4.0,5.181818181818182,24,22
e1,watford,5.090909090909091,4.2727272727272725,4.391304347826087,5.173913043478261,22,23
e1,west brom,5.782608695652174,3.1739130434782608,4.391304347826087,4.739130434782608,23,23
e1,wrexham,5.421052631578948,4.684210526315789,3.4210526315789473,5.842105263157895,19,19
f1,angers,4.1875,4.375,3.0555555555555554,5.222222222222222,16,18
f1,auxerre,4.705882352941177,4.9411764705882355,4.0588235294117645,4.882352941176471,17,17
f1,brest,4.555555555555555,4.277777777777778,3.25,6.6875,18,16
f1,le havre,4.647058823529412,4.0,4.0,5.117647058823529,17,17
f1,lens,6.277777777777778,4.0,4.5,3.5625,18,16
f1,lille,6.0,3.6470588235294117,5.235294117647059,3.6470588235294117,17,17
f1,lorient,2.769230769230769,4.846153846153846,3.7142857142857144,5.0,13,14
f1,lyon,5.764705882352941,3.4705882352941178,5.117647058823529,5.352941176470588,17,17
f1,marseille,5.235294117647059,2.6470588235294117,4.705882352941177,3.8823529411764706,17,17
f1,metz,4.615384615384615,3.769230769230769,3.357142857142857,5.785714285714286,13,14
f1,monaco,4.411764705882353,3.7058823529411766,4.764705882352941,4.705882352941177,17,17
f1,montpellier,5.0,3.6666666666666665,2.75,6.0,3,4
f1,nantes,3.5,5.0,2.8,6.466666666666667,18,15
f1,nice,4.9411764705882355,5.117647058823529,4.875,5.25,17,16
f1,paris fc,5.3076923076923075,4.076923076923077,3.0,6.142857142857143,13,14
f1,paris sg,6.9375,2.1875,5.25,3.75,16,16
f1,psg,2.0,1.0,1.0,0.0,1,1
f1,reims,2.6666666666666665,7.0,3.25,7.25,3,4
f1,rennes,6.0625,4.625,4.388888888888889,4.722222222222222,16,18
f1,st etienne,7.0,6.5,5.333333333333333,5.0,4,3
f1,strasbourg,4.235294117647059,4.294117647058823,3.588235294117647,4.352941176470588,17,17
f1,toulouse,4.882352941176471,4.0588235294117645,4.294117647058823,4.764705882352941,17,17
i1,ac milan,3.0,2.0,3.8106666666666666,4.957333333333334,1,0
i1,as roma,5.0,2.0,1.0,3.0,1,1
