source,league,season,match_date,home_team,away_team,home_corners,away_corners
football-data.co.uk,E1,2122,2021-08-06,bournemouth,west brom,4,8
football-data.co.uk,F1,2122,2021-08-06,monaco,nantes,5,2
football-data.co.uk,P1,2122,2021-08-06,sp lisbon,vizela,3,5
football-data.co.uk,E1,2122,2021-08-07,blackburn,swansea,7,5
football-data.co.uk,E1,2122,2021-08-07,bristol city,blackpool,2,4
football-data.co.uk,E1,2122,2021-08-07,cardiff,barnsley,2,4
football-data.co.uk,E1,2122,2021-08-07,derby,huddersfield,4,6
football-data.co.uk,E1,2122,2021-08-07,luton,peterboro,7,2
football-data.co.uk,E1,2122,2021-08-07,preston,hull,2,7
football-data.co.uk,E1,2122,2021-08-07,qpr,millwall,7,5
football-data.co.uk,E1,2122,2021-08-07,sheffield united,birmingham,8,2
football-data.co.uk,E1,2122,2021-08-07,stoke,reading,6,9
football-data.co.uk,F1,2122,2021-08-07,lyon,brest,9,4
football-data.co.uk,F1,2122,2021-08-07,troyes,paris sg,9,1
football-data.co.uk,P1,2122,2021-08-07,arouca,estoril,3,2
football-data.co.uk,P1,2122,2021-08-07,maritimo,sp braga,3,6
football-data.co.uk,P1,2122,2021-08-07,moreirense,benfica,0,6
football-data.co.uk,E1,2122,2021-08-08,coventry,nott'm forest,0,5
football-data.co.uk,E1,2122,2021-08-08,fulham,middlesbrough,4,2
football-data.co.uk,F1,2122,2021-08-08,bordeaux,clermont,5,10
football-data.co.uk,F1,2122,2021-08-08,metz,lille,4,5
football-data.co.uk,F1,2122,2021-08-08,montpellier,marseille,6,11
football-data.co.uk,F1,2122,2021-08-08,nice,reims,4,2
football-data.co.uk,F1,2122,2021-08-08,rennes,lens,3,9
football-data.co.uk,F1,2122,2021-08-08,st etienne,lorient,8,4
football-data.co.uk,F1,2122,2021-08-08,strasbourg,angers,5,4
football-data.co.uk,P1,2122,2021-08-08,guimaraes,portimonense,10,5
football-data.co.uk,P1,2122,2021-08-08,pacos ferreira,famalicao,6,3
football-data.co.uk,P1,2122,2021-08-08,porto,belenenses,8,3
football-data.co.uk,P1,2122,2021-08-08,tondela,santa clara,3,5
football-data.co.uk,P1,2122,2021-08-09,gil vicente,boavista,1,5
football-data.co.uk,D1,2122,2021-08-13,m'gladbach,bayern munich,3,8
football-data.co.uk,E0,2122,2021-08-13,brentford,arsenal,2,5
football-data.co.uk,F1,2122,2021-08-13,lorient,monaco,0,6
football-data.co.uk,N1,2122,2021-08-13,go ahead eagles,heerenveen,3,11
football-data.co.uk,P1,2122,2021-08-13,estoril,guimaraes,4,9
football-data.co.uk,SP1,2122,2021-08-13,valencia,getafe,1,9
football-data.co.uk,D1,2122,2021-08-14,augsburg,hoffenheim,6,5
football-data.co.uk,D1,2122,2021-08-14,bielefeld,freiburg,4,9
football-data.co.uk,D1,2122,2021-08-14,dortmund,ein frankfurt,7,3
football-data.co.uk,D1,2122,2021-08-14,stuttgart,greuther furth,9,2
football-data.co.uk,D1,2122,2021-08-14,union berlin,leverkusen,1,6
football-data.co.uk,D1,2122,2021-08-14,wolfsburg,bochum,5,2
football-data.co.uk,E0,2122,2021-08-14,burnley,brighton,7,6
football-data.co.uk,E0,2122,2021-08-14,chelsea,crystal palace,5,2
football-data.co.uk,E0,2122,2021-08-14,everton,southampton,6,8
football-data.co.uk,E0,2122,2021-08-14,leicester,wolves,5,4
football-data.co.uk,E0,2122,2021-08-14,man united,leeds,5,4
football-data.co.uk,E0,2122,2021-08-14,norwich,liverpool,3,11
football-data.co.uk,E0,2122,2021-08-14,watford,aston villa,2,4
football-data.co.uk,E1,2122,2021-08-14,barnsley,coventry,1,5
football-data.co.uk,E1,2122,2021-08-14,birmingham,stoke,7,6
football-data.co.uk,E1,2122,2021-08-14,blackpool,cardiff,5,3
football-data.co.uk,E1,2122,2021-08-14,huddersfield,fulham,5,7
football-data.co.uk,E1,2122,2021-08-14,hull,qpr,7,2
football-data.co.uk,E1,2122,2021-08-14,middlesbrough,bristol city,1,1
football-data.co.uk,E1,2122,2021-08-14,millwall,blackburn,7,3
football-data.co.uk,E1,2122,2021-08-14,nott'm forest,bournemouth,6,4
football-data.co.uk,E1,2122,2021-08-14,peterboro,derby,2,5
football-data.co.uk,E1,2122,2021-08-14,reading,preston,2,12
football-data.co.uk,E1,2122,2021-08-14,swansea,sheffield united,1,6
football-data.co.uk,E1,2122,2021-08-14,west brom,luton,8,4
football-data.co.uk,F1,2122,2021-08-14,lille,nice,8,7
football-data.co.uk,F1,2122,2021-08-14,paris sg,strasbourg,4,4
football-data.co.uk,N1,2122,2021-08-14,ajax,nijmegen,10,0
football-data.co.uk,N1,2122,2021-08-14,for sittard,twente,8,5
football-data.co.uk,N1,2122,2021-08-14,heracles,psv eindhoven,2,11
football-data.co.uk,N1,2122,2021-08-14,waalwijk,az alkmaar,4,6
football-data.co.uk,P1,2122,2021-08-14,benfica,arouca,4,2
football-data.co.uk,P1,2122,2021-08-14,sp braga,sp lisbon,6,5
football-data.co.uk,P1,2122,2021-08-14,vizela,tondela,11,4
football-data.co.uk,SP1,2122,2021-08-14,alaves,real madrid,0,4
football-data.co.uk,SP1,2122,2021-08-14,cadiz,levante,2,4
football-data.co.uk,SP1,2122,2021-08-14,mallorca,betis,4,3
football-data.co.uk,SP1,2122,2021-08-14,osasuna,espanol,4,6
football-data.co.uk,D1,2122,2021-08-15,fc koln,hertha,4,5
football-data.co.uk,D1,2122,2021-08-15,mainz,rb leipzig,5,11
football-data.co.uk,E0,2122,2021-08-15,newcastle,west ham,7,6
football-data.co.uk,E0,2122,2021-08-15,tottenham,man city,3,11
football-data.co.uk,F1,2122,2021-08-15,angers,lyon,6,4
football-data.co.uk,F1,2122,2021-08-15,brest,rennes,6,11
football-data.co.uk,F1,2122,2021-08-15,clermont,troyes,9,2
football-data.co.uk,F1,2122,2021-08-15,lens,st etienne,7,2
football-data.co.uk,F1,2122,2021-08-15,marseille,bordeaux,3,4
football-data.co.uk,F1,2122,2021-08-15,nantes,metz,6,6
football-data.co.uk,F1,2122,2021-08-15,reims,montpellier,8,7
football-data.co.uk,N1,2122,2021-08-15,cambuur,groningen,2,8
football-data.co.uk,N1,2122,2021-08-15,utrecht,sparta rotterdam,4,2
football-data.co.uk,N1,2122,2021-08-15,willem ii,feyenoord,5,4
football-data.co.uk,N1,2122,2021-08-15,zwolle,vitesse,6,2
football-data.co.uk,P1,2122,2021-08-15,famalicao,porto,3,2
football-data.co.uk,P1,2122,2021-08-15,portimonense,gil vicente,5,4
football-data.co.uk,P1,2122,2021-08-15,santa clara,moreirense,5,4
football-data.co.uk,SP1,2122,2021-08-15,barcelona,sociedad,5,3
football-data.co.uk,SP1,2122,2021-08-15,celta,ath madrid,2,5
football-data.co.uk,SP1,2122,2021-08-15,sevilla,vallecano,4,0
football-data.co.uk,P1,2122,2021-08-16,belenenses,maritimo,3,4
football-data.co.uk,P1,2122,2021-08-16,boavista,pacos ferreira,2,8
football-data.co.uk,SP1,2122,2021-08-16,elche,ath bilbao,6,8
football-data.co.uk,SP1,2122,2021-08-16,villarreal,granada,6,2
football-data.co.uk,E1,2122,2021-08-17,barnsley,luton,4,4
football-data.co.uk,E1,2122,2021-08-17,blackpool,coventry,6,11
football-data.co.uk,E1,2122,2021-08-17,huddersfield,preston,4,4
football-data.co.uk,E1,2122,2021-08-17,millwall,fulham,2,5
football-data.co.uk,E1,2122,2021-08-17,peterboro,cardiff,0,6
football-data.co.uk,E1,2122,2021-08-17,reading,bristol city,5,2
football-data.co.uk,E1,2122,2021-08-17,swansea,stoke,5,5
football-data.co.uk,E1,2122,2021-08-18,birmingham,bournemouth,5,3
football-data.co.uk,E1,2122,2021-08-18,hull,derby,5,3
football-data.co.uk,E1,2122,2021-08-18,middlesbrough,qpr,7,1
football-data.co.uk,E1,2122,2021-08-18,nott'm forest,blackburn,3,1
football-data.co.uk,E1,2122,2021-08-18,west brom,sheffield united,5,4
football-data.co.uk,D1,2122,2021-08-20,rb leipzig,stuttgart,6,2
football-data.co.uk,E1,2122,2021-08-20,bristol city,swansea,1,2
football-data.co.uk,F1,2122,2021-08-20,brest,paris sg,3,9
football-data.co.uk,N1,2122,2021-08-20,nijmegen,zwolle,2,5
football-data.co.uk,P1,2122,2021-08-20,arouca,famalicao,10,9
football-data.co.uk,P1,2122,2021-08-20,moreirense,sp braga,6,0
football-data.co.uk,SP1,2122,2021-08-20,betis,cadiz,4,5
football-data.co.uk,D1,2122,2021-08-21,bochum,mainz,2,7
football-data.co.uk,D1,2122,2021-08-21,ein frankfurt,augsburg,6,1
football-data.co.uk,D1,2122,2021-08-21,freiburg,dortmund,0,10
football-data.co.uk,D1,2122,2021-08-21,greuther furth,bielefeld,5,0
football-data.co.uk,D1,2122,2021-08-21,hertha,wolfsburg,4,4
football-data.co.uk,D1,2122,2021-08-21,leverkusen,m'gladbach,7,3
football-data.co.uk,E0,2122,2021-08-21,aston villa,newcastle,3,4
football-data.co.uk,E0,2122,2021-08-21,brighton,watford,7,2
football-data.co.uk,E0,2122,2021-08-21,crystal palace,brentford,3,5
football-data.co.uk,E0,2122,2021-08-21,leeds,everton,8,5
football-data.co.uk,E0,2122,2021-08-21,liverpool,burnley,8,4
football-data.co.uk,E0,2122,2021-08-21,man city,norwich,6,1
football-data.co.uk,E1,2122,2021-08-21,blackburn,west brom,5,6
football-data.co.uk,E1,2122,2021-08-21,bournemouth,blackpool,6,5
football-data.co.uk,E1,2122,2021-08-21,cardiff,millwall,2,3
football-data.co.uk,E1,2122,2021-08-21,coventry,reading,10,2
football-data.co.uk,E1,2122,2021-08-21,derby,middlesbrough,7,3
football-data.co.uk,E1,2122,2021-08-21,fulham,hull,9,1
football-data.co.uk,E1,2122,2021-08-21,luton,birmingham,5,5
football-data.co.uk,E1,2122,2021-08-21,preston,peterboro,5,1
football-data.co.uk,E1,2122,2021-08-21,qpr,barnsley,6,9
football-data.co.uk,E1,2122,2021-08-21,sheffield united,huddersfield,6,4
football-data.co.uk,E1,2122,2021-08-21,stoke,nott'm forest,6,2
football-data.co.uk,F1,2122,2021-08-21,monaco,lens,13,3
football-data.co.uk,F1,2122,2021-08-21,st etienne,lille,5,3
football-data.co.uk,I1,2122,2021-08-21,empoli,lazio,5,3
football-data.co.uk,I1,2122,2021-08-21,inter,genoa,8,2
football-data.co.uk,I1,2122,2021-08-21,torino,atalanta,5,1
football-data.co.uk,I1,2122,2021-08-21,verona,sassuolo,7,4
football-data.co.uk,N1,2122,2021-08-21,groningen,utrecht,5,4
football-data.co.uk,N1,2122,2021-08-21,heerenveen,waalwijk,2,7
football-data.co.uk,N1,2122,2021-08-21,psv eindhoven,cambuur,11,3
football-data.co.uk,N1,2122,2021-08-21,sparta rotterdam,heracles,4,9
football-data.co.uk,P1,2122,2021-08-21,gil vicente,benfica,3,9
football-data.co.uk,P1,2122,2021-08-21,sp lisbon,belenenses,10,0
football-data.co.uk,SP1,2122,2021-08-21,alaves,mallorca,1,8
football-data.co.uk,SP1,2122,2021-08-21,ath bilbao,barcelona,13,2
football-data.co.uk,SP1,2122,2021-08-21,espanol,villarreal,9,7
football-data.co.uk,SP1,2122,2021-08-21,granada,valencia,2,6
football-data.co.uk,D1,2122,2021-08-22,bayern munich,fc koln,3,4
football-data.co.uk,D1,2122,2021-08-22,hoffenheim,union berlin,6,5
football-data.co.uk,E0,2122,2021-08-22,arsenal,chelsea,9,8
football-data.co.uk,E0,2122,2021-08-22,southampton,man united,7,7
football-data.co.uk,E0,2122,2021-08-22,wolves,tottenham,5,4
football-data.co.uk,F1,2122,2021-08-22,bordeaux,angers,3,3
football-data.co.uk,F1,2122,2021-08-22,lyon,clermont,5,8
football-data.co.uk,F1,2122,2021-08-22,metz,reims,5,8
football-data.co.uk,F1,2122,2021-08-22,montpellier,lorient,5,1
football-data.co.uk,F1,2122,2021-08-22,rennes,nantes,6,2
football-data.co.uk,F1,2122,2021-08-22,strasbourg,troyes,6,3
football-data.co.uk,I1,2122,2021-08-22,bologna,salernitana,9,4
football-data.co.uk,I1,2122,2021-08-22,napoli,venezia,2,2
football-data.co.uk,I1,2122,2021-08-22,roma,fiorentina,4,4
football-data.co.uk,I1,2122,2021-08-22,udinese,juventus,3,3
football-data.co.uk,N1,2122,2021-08-22,feyenoord,go ahead eagles,10,3
football-data.co.uk,N1,2122,2021-08-22,twente,ajax,1,7
football-data.co.uk,N1,2122,2021-08-22,vitesse,willem ii,6,3
football-data.co.uk,P1,2122,2021-08-22,guimaraes,vizela,8,2
football-data.co.uk,P1,2122,2021-08-22,maritimo,porto,3,4
football-data.co.uk,P1,2122,2021-08-22,tondela,portimonense,6,5
football-data.co.uk,SP1,2122,2021-08-22,ath madrid,elche,2,1
football-data.co.uk,SP1,2122,2021-08-22,levante,real madrid,4,6
football-data.co.uk,SP1,2122,2021-08-22,sociedad,vallecano,5,4
football-data.co.uk,E0,2122,2021-08-23,west ham,leicester,10,0
football-data.co.uk,I1,2122,2021-08-23,cagliari,spezia,11,4
football-data.co.uk,I1,2122,2021-08-23,sampdoria,milan,8,3
football-data.co.uk,P1,2122,2021-08-23,boavista,santa clara,5,5
football-data.co.uk,P1,2122,2021-08-23,pacos ferreira,estoril,5,4
football-data.co.uk,SP1,2122,2021-08-23,getafe,sevilla,5,4
football-data.co.uk,SP1,2122,2021-08-23,osasuna,celta,1,2
football-data.co.uk,D1,2122,2021-08-27,dortmund,hoffenheim,4,7
football-data.co.uk,F1,2122,2021-08-27,nantes,lyon,6,6
football-data.co.uk,I1,2122,2021-08-27,udinese,venezia,7,2
football-data.co.uk,I1,2122,2021-08-27,verona,inter,6,4
football-data.co.uk,N1,2122,2021-08-27,for sittard,waalwijk,5,6
football-data.co.uk,P1,2122,2021-08-27,belenenses,moreirense,3,11
football-data.co.uk,P1,2122,2021-08-27,estoril,maritimo,1,4
football-data.co.uk,SP1,2122,2021-08-27,mallorca,espanol,3,2
football-data.co.uk,SP1,2122,2021-08-27,valencia,alaves,4,4
football-data.co.uk,D1,2122,2021-08-28,augsburg,leverkusen,4,4
football-data.co.uk,D1,2122,2021-08-28,bayern munich,hertha,8,3
football-data.co.uk,D1,2122,2021-08-28,bielefeld,ein frankfurt,4,4
football-data.co.uk,D1,2122,2021-08-28,fc koln,bochum,5,5
football-data.co.uk,D1,2122,2021-08-28,mainz,greuther furth,7,4
football-data.co.uk,D1,2122,2021-08-28,stuttgart,freiburg,8,5
football-data.co.uk,E0,2122,2021-08-28,aston villa,brentford,3,2
football-data.co.uk,E0,2122,2021-08-28,brighton,everton,4,5
football-data.co.uk,E0,2122,2021-08-28,liverpool,chelsea,12,3
football-data.co.uk,E0,2122,2021-08-28,man city,arsenal,14,0
football-data.co.uk,E0,2122,2021-08-28,newcastle,southampton,4,4
football-data.co.uk,E0,2122,2021-08-28,norwich,leicester,9,9
football-data.co.uk,E0,2122,2021-08-28,west ham,crystal palace,5,3
football-data.co.uk,E1,2122,2021-08-28,barnsley,birmingham,2,2
football-data.co.uk,E1,2122,2021-08-28,cardiff,bristol city,4,3
football-data.co.uk,E1,2122,2021-08-28,derby,nott'm forest,8,4
football-data.co.uk,E1,2122,2021-08-28,fulham,stoke,8,7
football-data.co.uk,E1,2122,2021-08-28,huddersfield,reading,5,3
football-data.co.uk,E1,2122,2021-08-28,hull,bournemouth,2,6
football-data.co.uk,E1,2122,2021-08-28,luton,sheffield united,2,6
football-data.co.uk,E1,2122,2021-08-28,middlesbrough,blackburn,11,5
football-data.co.uk,E1,2122,2021-08-28,millwall,blackpool,14,1
football-data.co.uk,E1,2122,2021-08-28,peterboro,west brom,6,5
football-data.co.uk,E1,2122,2021-08-28,preston,swansea,3,1
football-data.co.uk,E1,2122,2021-08-28,qpr,coventry,5,11
football-data.co.uk,F1,2122,2021-08-28,marseille,st etienne,5,4
football-data.co.uk,F1,2122,2021-08-28,nice,bordeaux,3,0
football-data.co.uk,I1,2122,2021-08-28,atalanta,bologna,5,5
football-data.co.uk,I1,2122,2021-08-28,fiorentina,torino,3,3
football-data.co.uk,I1,2122,2021-08-28,juventus,empoli,8,9
football-data.co.uk,I1,2122,2021-08-28,lazio,spezia,4,2
football-data.co.uk,N1,2122,2021-08-28,cambuur,twente,8,5
football-data.co.uk,N1,2122,2021-08-28,go ahead eagles,sparta rotterdam,7,3
football-data.co.uk,N1,2122,2021-08-28,psv eindhoven,groningen,7,7
football-data.co.uk,N1,2122,2021-08-28,willem ii,zwolle,6,0
football-data.co.uk,P1,2122,2021-08-28,famalicao,sp lisbon,2,9
football-data.co.uk,P1,2122,2021-08-28,porto,arouca,4,5
football-data.co.uk,P1,2122,2021-08-28,vizela,boavista,11,2
football-data.co.uk,SP1,2122,2021-08-28,betis,real madrid,3,7
football-data.co.uk,SP1,2122,2021-08-28,celta,ath bilbao,5,4
football-data.co.uk,SP1,2122,2021-08-28,elche,sevilla,5,3
football-data.co.uk,SP1,2122,2021-08-28,sociedad,levante,2,2
football-data.co.uk,D1,2122,2021-08-29,union berlin,m'gladbach,4,8
football-data.co.uk,D1,2122,2021-08-29,wolfsburg,rb leipzig,7,7
football-data.co.uk,E0,2122,2021-08-29,burnley,leeds,5,5
football-data.co.uk,E0,2122,2021-08-29,tottenham,watford,10,3
football-data.co.uk,E0,2122,2021-08-29,wolves,man united,5,7
football-data.co.uk,F1,2122,2021-08-29,angers,rennes,3,1
football-data.co.uk,F1,2122,2021-08-29,clermont,metz,6,3
football-data.co.uk,F1,2122,2021-08-29,lens,lorient,8,4
football-data.co.uk,F1,2122,2021-08-29,lille,montpellier,3,4
football-data.co.uk,F1,2122,2021-08-29,reims,paris sg,3,3
football-data.co.uk,F1,2122,2021-08-29,strasbourg,brest,1,9
football-data.co.uk,F1,2122,2021-08-29,troyes,monaco,5,3
football-data.co.uk,I1,2122,2021-08-29,genoa,napoli,4,5
football-data.co.uk,I1,2122,2021-08-29,milan,cagliari,8,3
football-data.co.uk,I1,2122,2021-08-29,salernitana,roma,1,10
football-data.co.uk,I1,2122,2021-08-29,sassuolo,sampdoria,8,6
football-data.co.uk,N1,2122,2021-08-29,ajax,vitesse,6,1
football-data.co.uk,N1,2122,2021-08-29,heerenveen,az alkmaar,3,7
football-data.co.uk,N1,2122,2021-08-29,heracles,nijmegen,7,1
football-data.co.uk,N1,2122,2021-08-29,utrecht,feyenoord,8,6
football-data.co.uk,P1,2122,2021-08-29,benfica,tondela,11,0
football-data.co.uk,P1,2122,2021-08-29,portimonense,pacos ferreira,7,3
football-data.co.uk,P1,2122,2021-08-29,santa clara,gil vicente,5,4
football-data.co.uk,P1,2122,2021-08-29,sp braga,guimaraes,6,6
football-data.co.uk,SP1,2122,2021-08-29,ath madrid,villarreal,16,0
football-data.co.uk,SP1,2122,2021-08-29,barcelona,getafe,3,2
football-data.co.uk,SP1,2122,2021-08-29,cadiz,osasuna,4,11
football-data.co.uk,SP1,2122,2021-08-29,vallecano,granada,5,6
football-data.co.uk,E1,2122,2021-09-10,birmingham,derby,2,2
football-data.co.uk,F1,2122,2021-09-10,lorient,lille,2,5
football-data.co.uk,D1,2122,2021-09-11,freiburg,fc koln,4,2
football-data.co.uk,D1,2122,2021-09-11,greuther furth,wolfsburg,3,5
football-data.co.uk,D1,2122,2021-09-11,hoffenheim,mainz,4,5
football-data.co.uk,D1,2122,2021-09-11,leverkusen,dortmund,4,3
football-data.co.uk,D1,2122,2021-09-11,rb leipzig,bayern munich,2,6
football-data.co.uk,D1,2122,2021-09-11,union berlin,augsburg,6,4
football-data.co.uk,E0,2122,2021-09-11,arsenal,norwich,8,4
football-data.co.uk,E0,2122,2021-09-11,brentford,brighton,1,6
football-data.co.uk,E0,2122,2021-09-11,chelsea,aston villa,4,11
football-data.co.uk,E0,2122,2021-09-11,crystal palace,tottenham,8,2
football-data.co.uk,E0,2122,2021-09-11,leicester,man city,5,8
football-data.co.uk,E0,2122,2021-09-11,man united,newcastle,7,3
football-data.co.uk,E0,2122,2021-09-11,southampton,west ham,5,4
football-data.co.uk,E0,2122,2021-09-11,watford,wolves,6,8
football-data.co.uk,E1,2122,2021-09-11,blackburn,luton,1,4
football-data.co.uk,E1,2122,2021-09-11,blackpool,fulham,4,4
football-data.co.uk,E1,2122,2021-09-11,bournemouth,barnsley,6,0
football-data.co.uk,E1,2122,2021-09-11,bristol city,preston,8,6
football-data.co.uk,E1,2122,2021-09-11,coventry,middlesbrough,7,7
football-data.co.uk,E1,2122,2021-09-11,reading,qpr,3,6
football-data.co.uk,E1,2122,2021-09-11,sheffield united,peterboro,11,3
football-data.co.uk,E1,2122,2021-09-11,stoke,huddersfield,3,5
football-data.co.uk,E1,2122,2021-09-11,swansea,hull,7,2
football-data.co.uk,E1,2122,2021-09-11,west brom,millwall,4,5
football-data.co.uk,F1,2122,2021-09-11,monaco,marseille,3,2
football-data.co.uk,F1,2122,2021-09-11,paris sg,clermont,4,4
football-data.co.uk,I1,2122,2021-09-11,atalanta,fiorentina,10,3
football-data.co.uk,I1,2122,2021-09-11,empoli,venezia,8,2
football-data.co.uk,I1,2122,2021-09-11,napoli,juventus,13,1
football-data.co.uk,N1,2122,2021-09-11,az alkmaar,psv eindhoven,6,2
football-data.co.uk,N1,2122,2021-09-11,cambuur,go ahead eagles,1,5
football-data.co.uk,N1,2122,2021-09-11,twente,utrecht,3,5
football-data.co.uk,N1,2122,2021-09-11,zwolle,ajax,5,7
football-data.co.uk,P1,2122,2021-09-11,pacos ferreira,sp braga,11,5
football-data.co.uk,P1,2122,2021-09-11,santa clara,benfica,7,2
football-data.co.uk,P1,2122,2021-09-11,sp lisbon,porto,5,4
football-data.co.uk,SP1,2122,2021-09-11,ath bilbao,mallorca,7,2
football-data.co.uk,SP1,2122,2021-09-11,levante,vallecano,2,5
football-data.co.uk,D1,2122,2021-09-12,bochum,hertha,7,2
football-data.co.uk,D1,2122,2021-09-12,ein frankfurt,stuttgart,6,6
football-data.co.uk,D1,2122,2021-09-12,m'gladbach,bielefeld,3,4
football-data.co.uk,E0,2122,2021-09-12,leeds,liverpool,2,11
football-data.co.uk,E1,2122,2021-09-12,nott'm forest,cardiff,4,4
football-data.co.uk,F1,2122,2021-09-12,bordeaux,lens,2,7
football-data.co.uk,F1,2122,2021-09-12,brest,angers,5,3
football-data.co.uk,F1,2122,2021-09-12,lyon,strasbourg,4,6
football-data.co.uk,F1,2122,2021-09-12,metz,troyes,2,1
football-data.co.uk,F1,2122,2021-09-12,montpellier,st etienne,7,6
football-data.co.uk,F1,2122,2021-09-12,nantes,nice,8,3
football-data.co.uk,F1,2122,2021-09-12,rennes,reims,4,6
football-data.co.uk,I1,2122,2021-09-12,cagliari,genoa,2,6
football-data.co.uk,I1,2122,2021-09-12,milan,lazio,5,1
football-data.co.uk,I1,2122,2021-09-12,roma,sassuolo,4,6
football-data.co.uk,I1,2122,2021-09-12,sampdoria,inter,4,4
football-data.co.uk,I1,2122,2021-09-12,spezia,udinese,4,5
football-data.co.uk,I1,2122,2021-09-12,torino,salernitana,7,4
football-data.co.uk,N1,2122,2021-09-12,groningen,heerenveen,9,0
football-data.co.uk,N1,2122,2021-09-12,nijmegen,willem ii,10,1
football-data.co.uk,N1,2122,2021-09-12,sparta rotterdam,for sittard,3,4
football-data.co.uk,N1,2122,2021-09-12,waalwijk,vitesse,7,2
football-data.co.uk,P1,2122,2021-09-12,boavista,portimonense,8,2
football-data.co.uk,P1,2122,2021-09-12,gil vicente,vizela,9,7
football-data.co.uk,P1,2122,2021-09-12,guimaraes,belenenses,5,7
football-data.co.uk,P1,2122,2021-09-12,moreirense,famalicao,6,4
football-data.co.uk,SP1,2122,2021-09-12,cadiz,sociedad,2,8
football-data.co.uk,SP1,2122,2021-09-12,espanol,ath madrid,6,3
football-data.co.uk,SP1,2122,2021-09-12,osasuna,valencia,4,4
football-data.co.uk,SP1,2122,2021-09-12,real madrid,celta,7,3
football-data.co.uk,E0,2122,2021-09-13,everton,burnley,4,6
football-data.co.uk,I1,2122,2021-09-13,bologna,verona,6,2
football-data.co.uk,P1,2122,2021-09-13,maritimo,arouca,5,2
football-data.co.uk,P1,2122,2021-09-13,tondela,estoril,6,5
football-data.co.uk,SP1,2122,2021-09-13,getafe,elche,8,2
football-data.co.uk,SP1,2122,2021-09-13,granada,betis,6,8
football-data.co.uk,E1,2122,2021-09-14,blackburn,hull,6,6
football-data.co.uk,E1,2122,2021-09-14,blackpool,huddersfield,4,3
football-data.co.uk,E1,2122,2021-09-14,bournemouth,qpr,3,6
football-data.co.uk,E1,2122,2021-09-14,reading,peterboro,3,5
football-data.co.uk,E1,2122,2021-09-14,sheffield united,preston,2,6
football-data.co.uk,E1,2122,2021-09-14,west brom,derby,5,4
football-data.co.uk,E1,2122,2021-09-15,birmingham,fulham,10,2
football-data.co.uk,E1,2122,2021-09-15,bristol city,luton,7,9
football-data.co.uk,E1,2122,2021-09-15,coventry,cardiff,7,6
football-data.co.uk,E1,2122,2021-09-15,nott'm forest,middlesbrough,6,7
football-data.co.uk,E1,2122,2021-09-15,stoke,barnsley,12,4
football-data.co.uk,E1,2122,2021-09-15,swansea,millwall,7,3
football-data.co.uk,D1,2122,2021-09-17,hertha,greuther furth,9,4
football-data.co.uk,E0,2122,2021-09-17,newcastle,leeds,4,5
football-data.co.uk,F1,2122,2021-09-17,strasbourg,metz,3,7
football-data.co.uk,I1,2122,2021-09-17,sassuolo,torino,6,3
football-data.co.uk,N1,2122,2021-09-17,sparta rotterdam,nijmegen,4,6
football-data.co.uk,P1,2122,2021-09-17,portimonense,santa clara,4,2
football-data.co.uk,SP1,2122,2021-09-17,celta,cadiz,7,1
football-data.co.uk,D1,2122,2021-09-18,augsburg,m'gladbach,2,6
football-data.co.uk,D1,2122,2021-09-18,bayern munich,bochum,2,2
football-data.co.uk,D1,2122,2021-09-18,bielefeld,hoffenheim,5,6
football-data.co.uk,D1,2122,2021-09-18,fc koln,rb leipzig,4,10
football-data.co.uk,D1,2122,2021-09-18,mainz,freiburg,4,4
football-data.co.uk,E0,2122,2021-09-18,aston villa,everton,5,4
football-data.co.uk,E0,2122,2021-09-18,burnley,arsenal,8,3
football-data.co.uk,E0,2122,2021-09-18,liverpool,crystal palace,10,5
football-data.co.uk,E0,2122,2021-09-18,man city,southampton,8,5
football-data.co.uk,E0,2122,2021-09-18,norwich,watford,4,8
football-data.co.uk,E0,2122,2021-09-18,wolves,brentford,4,2
football-data.co.uk,E1,2122,2021-09-18,barnsley,blackburn,8,1
football-data.co.uk,E1,2122,2021-09-18,cardiff,bournemouth,2,5
football-data.co.uk,E1,2122,2021-09-18,derby,stoke,7,6
football-data.co.uk,E1,2122,2021-09-18,fulham,reading,9,0
football-data.co.uk,E1,2122,2021-09-18,huddersfield,nott'm forest,6,5
football-data.co.uk,E1,2122,2021-09-18,hull,sheffield united,6,4
football-data.co.uk,E1,2122,2021-09-18,luton,swansea,5,7
football-data.co.uk,E1,2122,2021-09-18,middlesbrough,blackpool,6,6
football-data.co.uk,E1,2122,2021-09-18,millwall,coventry,8,4
football-data.co.uk,E1,2122,2021-09-18,peterboro,birmingham,4,6
football-data.co.uk,E1,2122,2021-09-18,preston,west brom,3,10
football-data.co.uk,E1,2122,2021-09-18,qpr,bristol city,9,4
football-data.co.uk,F1,2122,2021-09-18,lens,lille,4,3
football-data.co.uk,F1,2122,2021-09-18,st etienne,bordeaux,7,2
football-data.co.uk,I1,2122,2021-09-18,genoa,fiorentina,1,11
football-data.co.uk,I1,2122,2021-09-18,inter,bologna,5,1
football-data.co.uk,I1,2122,2021-09-18,salernitana,atalanta,6,4
football-data.co.uk,N1,2122,2021-09-18,ajax,cambuur,6,1
football-data.co.uk,N1,2122,2021-09-18,heerenveen,for sittard,7,2
football-data.co.uk,N1,2122,2021-09-18,utrecht,waalwijk,10,4
