timestamp,source_csv,leagues,n_leagues,total_matches_evaluated,min_dc_prob_threshold,hit_rate,log_loss,brier,p_mean,y_mean,oos_start,oos_end,oos_predictions,oos_wins,oos_hit_rate,lookback_days,decay_xi
2026-03-14T09:11:48Z,data/historical/historical_matches_transfermarkt_new_leagues.csv,"D1, D2, DK1, E0, E1, F1, I1, I2, N1, P1, RO1, RS1, SA1, SP1, SP2, SW1",16,8510,0.78,0.8213,0.4877,0.1472,0.8595,0.8213,2025-08-15,2026-03-13,1508,1246,0.8263,365,0.0025
