run_date,match_date,league,home_team,away_team,market,lam_home,lam_away,p_raw,p_cal,fair_odds,offered_odds,implied_probability,edge,odds_source,recommended
2026-03-07,2026-03-07T19:00:00+00:00,N1,psv eindhoven,az alkmaar,over_2_5,3.2533,1.1612,0.8165,0.8165,1.2248,,,,missing,True
2026-03-07,2026-03-07T20:30:00+00:00,P1,estoril,casa pia,over_2_5,2.9079,1.3312,0.7948,0.7948,1.2581,,,,missing,True
2026-03-07,2026-03-07T19:00:00+00:00,SA1,al kholood,al-qadisiyah fc,over_2_5,0.8402,2.5634,0.6609,0.6609,1.513,,,,missing,True
2026-03-07,2026-03-07T20:00:00+00:00,SP1,athletic club,barcelona,over_2_5,1.0259,2.3649,0.6585,0.6585,1.5187,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,1. fc heidenheim,1899 hoffenheim,over_2_5,0.8231,2.5539,0.6558,0.6558,1.5249,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,ipswich,leicester,over_2_5,2.3942,0.9764,0.6545,0.6545,1.5278,,,,missing,True
2026-03-07,2026-03-07T20:05:00+00:00,F1,toulouse,marseille,over_2_5,1.6483,1.6352,0.6373,0.6373,1.5692,,,,missing,True
2026-03-07,2026-03-07T19:00:00+00:00,SA1,al-ettifaq,al shabab,over_2_5,1.7142,1.4739,0.6176,0.6176,1.6192,,,,missing,False
2026-03-07,2026-03-07T14:30:00+00:00,D1,rb leipzig,fc augsburg,over_2_5,2.2249,0.9459,0.614,0.614,1.6287,,,,missing,False
2026-03-07,2026-03-07T19:45:00+00:00,I1,juventus,pisa,over_2_5,2.5285,0.6178,0.6088,0.6088,1.6427,4.0,0.25,0.3588,market,False
2026-03-07,2026-03-07T15:00:00+00:00,E1,bristol city,coventry,over_2_5,1.2437,1.8876,0.6056,0.6056,1.6514,,,,missing,False
2026-03-07,2026-03-07T19:00:00+00:00,SA1,al-nassr,neom,over_2_5,2.4737,0.6255,0.5986,0.5986,1.6704,,,,missing,False
2026-03-07,2026-03-07T17:30:00+00:00,D1,1. fc köln,borussia dortmund,over_2_5,1.0116,2.0426,0.5888,0.5888,1.6983,,,,missing,False
2026-03-07,2026-03-07T12:30:00+00:00,RO1,metaloglobus,uta arad,over_2_5,1.0355,1.917,0.5661,0.5661,1.7665,,,,missing,False
2026-03-07,2026-03-07T14:30:00+00:00,D1,fsv mainz 05,vfb stuttgart,over_2_5,1.1867,1.7455,0.5615,0.5615,1.781,,,,missing,False
2026-03-07,2026-03-07T20:00:00+00:00,N1,excelsior,heerenveen,over_2_5,1.2919,1.5917,0.5502,0.5502,1.8174,,,,missing,False
2026-03-07,2026-03-07T17:30:00+00:00,SP1,atletico madrid,real sociedad,over_2_5,1.9578,0.8898,0.5418,0.5418,1.8457,,,,missing,False
2026-03-07,2026-03-07T12:30:00+00:00,E1,hull city,millwall,over_2_5,1.509,1.3348,0.5409,0.5409,1.8487,,,,missing,False
2026-03-07,2026-03-07T14:30:00+00:00,D1,vfl wolfsburg,hamburger sv,over_2_5,1.4286,1.3846,0.5337,0.5337,1.8737,,,,missing,False
2026-03-07,2026-03-07T14:30:00+00:00,D1,sc freiburg,bayer leverkusen,over_2_5,1.1981,1.6002,0.5301,0.5301,1.8863,,,,missing,False
2026-03-07,2026-03-07T15:00:00+00:00,E1,sheffield utd,west brom,over_2_5,1.8338,0.907,0.5163,0.5163,1.9368,,,,missing,False
2026-03-07,2026-03-07T19:00:00+00:00,SA1,al okhdood,al-fayha,over_2_5,1.1238,1.536,0.4965,0.4965,2.0142,,,,missing,False
2026-03-07,2026-03-07T15:30:00+00:00,P1,alverca,avs,over_2_5,1.8389,0.7778,0.4858,0.4858,2.0586,,,,missing,False
2026-03-07,2026-03-07T15:30:00+00:00,P1,moreirense,nacional,over_2_5,1.4603,1.1213,0.4769,0.4769,2.0968,,,,missing,False
2026-03-07,2026-03-07T15:15:00+00:00,SP1,levante,girona,over_2_5,1.4587,1.1132,0.4745,0.4745,2.1076,,,,missing,False
2026-03-07,2026-03-07T15:30:00+00:00,N1,groningen,ajax,over_2_5,1.15,1.4002,0.469,0.469,2.1322,,,,missing,False
2026-03-07,2026-03-07T14:00:00+00:00,RS1,javor,cukaricki,over_2_5,1.2106,1.3,0.4589,0.4589,2.1791,,,,missing,False
2026-03-07,2026-03-07T17:00:00+00:00,I1,atalanta,udinese,over_2_5,1.7014,0.8044,0.4577,0.4577,2.185,4.5,0.2222,0.2354,market,False
2026-03-07,2026-03-07T14:00:00+00:00,I1,cagliari,como,over_2_5,0.6955,1.7694,0.4471,0.4471,2.2364,5.0,0.2,0.2471,market,False
2026-03-07,2026-03-07T18:00:00+00:00,P1,sc braga,sporting cp,over_2_5,0.8134,1.6128,0.4371,0.4371,2.2877,,,,missing,False
2026-03-07,2026-03-07T13:00:00+00:00,SP1,osasuna,mallorca,over_2_5,1.6117,0.8036,0.4343,0.4343,2.3028,,,,missing,False
2026-03-07,2026-03-07T18:00:00+00:00,F1,auxerre,strasbourg,over_2_5,0.8263,1.4387,0.3947,0.3947,2.5338,,,,missing,False
2026-03-07,2026-03-07T15:00:00+00:00,E1,charlton,birmingham,over_2_5,1.0274,1.1582,0.3734,0.3734,2.6781,,,,missing,False
2026-03-07,2026-03-07T12:30:00+00:00,E1,blackburn,portsmouth,over_2_5,0.9929,0.9362,0.3041,0.3041,3.2879,,,,missing,False
2026-03-07,2026-03-07T16:00:00+00:00,F1,nantes,angers,over_2_5,0.9722,0.9178,0.2936,0.2936,3.4061,,,,missing,False
2026-03-07,2026-03-07T15:00:00+00:00,E1,swansea,stoke city,over_2_5,0.919,0.9384,0.2848,0.2848,3.5114,,,,missing,False
2026-03-07,2026-03-07T15:00:00+00:00,RO1,fc botosani,petrolul ploiesti,over_2_5,1.0671,0.5394,0.2183,0.2183,4.5802,,,,missing,False
2026-03-07,2026-03-07T12:00:00+00:00,RS1,tsc backa topola,železničar pančevo,over_2_5,0.6988,0.8689,0.2083,0.2083,4.7998,,,,missing,False
2026-03-07,2026-03-07T12:00:00+00:00,RS1,tsc backa topola,železničar pančevo,under_3_5,0.6988,0.8689,0.9256,0.9256,1.0804,,,,missing,False
2026-03-07,2026-03-07T15:00:00+00:00,RO1,fc botosani,petrolul ploiesti,under_3_5,1.0671,0.5394,0.9203,0.9203,1.0866,,,,missing,False
2026-03-07,2026-03-07T15:00:00+00:00,E1,swansea,stoke city,under_3_5,0.919,0.9384,0.8819,0.8819,1.1339,,,,missing,False
2026-03-07,2026-03-07T16:00:00+00:00,F1,nantes,angers,under_3_5,0.9722,0.9178,0.8764,0.8764,1.141,,,,missing,False
2026-03-07,2026-03-07T12:30:00+00:00,E1,blackburn,portsmouth,under_3_5,0.9929,0.9362,0.8697,0.8697,1.1498,,,,missing,False
2026-03-07,2026-03-07T15:00:00+00:00,E1,charlton,birmingham,under_3_5,1.0274,1.1582,0.8222,0.8222,1.2163,,,,missing,True
2026-03-07,2026-03-07T18:00:00+00:00,F1,auxerre,strasbourg,under_3_5,0.8263,1.4387,0.8064,0.8064,1.2401,,,,missing,True
2026-03-07,2026-03-07T13:00:00+00:00,SP1,osasuna,mallorca,under_3_5,1.6117,0.8036,0.7755,0.7755,1.2894,,,,missing,True
2026-03-07,2026-03-07T18:00:00+00:00,P1,sc braga,sporting cp,under_3_5,0.8134,1.6128,0.7732,0.7732,1.2933,,,,missing,True
2026-03-07,2026-03-07T14:00:00+00:00,I1,cagliari,como,under_3_5,0.6955,1.7694,0.7651,0.7651,1.3071,1.03,0.9709,-0.2058,market,False
2026-03-07,2026-03-07T17:00:00+00:00,I1,atalanta,udinese,under_3_5,1.7014,0.8044,0.7563,0.7563,1.3222,1.05,0.9524,-0.196,market,False
2026-03-07,2026-03-07T14:00:00+00:00,RS1,javor,cukaricki,under_3_5,1.2106,1.3,0.7553,0.7553,1.324,,,,missing,True
