run_date,match_date,league,home_team,away_team,side,team,line,model,lambda_our,lambda_bk,lambda_implied_market,lambda_divergence,scaling_factor,elo_multiplier,depletion_multiplier,absent_count,k_dispersion,p_over_raw,p_over,fair_odds_over,fair_odds_under,offered_odds_over,offered_odds_under,implied_probability,edge,ev_over,ev_under,edge_side,odds_source,recommended_status,recommended
2026-05-15,2026-05-15,SA1,damac,al fayha,home,damac,5.5,nb,4.08,7.753,,,1.9,1.0,1.0,0,9.522922352678645,0.7011016170773372,0.7481647914344417,1.3366039293064294,3.970850643545649,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,SA1,damac,al fayha,home,damac,4.5,nb,4.08,7.753,,,1.9,1.0,1.0,0,9.522922352678645,0.8031740567314782,0.7447569222815869,1.3427199802809053,3.9178339680702745,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,SA1,al taawon,al riyadh,away,al riyadh,4.5,nb,4.616,8.77,,,1.9,1.0,1.0,0,6.174408794131873,0.825758410262705,0.7434898242759904,1.3450083206906012,3.8984808192402602,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,RO1,fc arges,fc rapid bucuresti,home,fc arges,4.5,nb,3.87,6.965,,,1.8,0.996,1.0,0,9.573933102652832,0.7445671895770087,0.7275318527147024,1.3745102654524521,3.6701537774722492,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,SP2,cordoba,albacete,away,albacete,4.5,nb,3.699,7.029,,,1.9,0.999,1.0,0,14.32487717231204,0.772537322191565,0.7225957748194951,1.38389959483198,3.6048477608778575,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,SP2,cordoba,albacete,away,albacete,5.5,nb,3.699,7.029,,,1.9,0.999,1.0,0,14.32487717231204,0.6522471355775828,0.7191470085197744,1.3905362716564829,3.560581622184389,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,I2,bari,sudtirol,away,sudtirol,5.5,nb,3.795,7.21,,,1.9,1.037,1.0,0,13.93821097055796,0.6703192618036997,0.7160572369783551,1.3965364056927028,3.5218365467683013,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,B1,leuven,antwerp,away,antwerp,4.5,nb,4.164,7.079,,,1.7,1.0,1.0,0,10.292007815289216,0.7585909145752041,0.7126928756457174,1.4031289411922006,3.4805959032428495,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,I2,bari,sudtirol,away,sudtirol,4.5,nb,3.795,7.21,,,1.9,1.037,1.0,0,13.93821097055796,0.7861915891815172,0.7122502235201111,1.4040009633942416,3.4752416221942437,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,B1,leuven,antwerp,away,antwerp,3.5,nb,4.164,7.079,,,1.7,1.0,1.0,0,10.292007815289216,0.8584020521380006,0.7080939663229855,1.4122419446571959,3.4257599522813247,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,SP2,castellon,cadiz cf,away,cadiz cf,4.5,nb,3.348,6.362,,,1.9,1.0,1.0,0,14.32487717231204,0.7087855444025108,0.6792774226766446,1.4721525647938818,3.117959478704834,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,SP2,castellon,cadiz cf,away,cadiz cf,5.5,nb,3.348,6.362,,,1.9,1.0,1.0,0,14.32487717231204,0.5738726996861172,0.6781663535255603,1.474564455758287,3.1071953195528326,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,RO1,fc arges,fc rapid bucuresti,away,fc rapid bucuresti,4.5,nb,3.138,5.648,,,1.8,0.959,1.0,0,15.229001928544756,0.626723635501556,0.6513989713552224,1.5351574748721513,2.868608861791381,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,B1,leuven,antwerp,home,leuven,5.5,nb,4.585,7.795,,,1.7,1.0,1.0,0,32.830902223410014,0.7594843734834572,0.6456818368327336,1.5487503952493151,2.822322149846776,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,SA1,damac,al fayha,away,al fayha,5.5,nb,3.749,7.123,,,1.9,1.0,1.0,0,6.174408794131873,0.6163726573202111,0.6337742135026783,1.577848985797801,2.73055594900692,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,SA1,damac,al fayha,away,al fayha,4.5,nb,3.749,7.123,,,1.9,1.0,1.0,0,6.174408794131873,0.7252842432115556,0.6321627170863695,1.5818712065288953,2.7185933738935417,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,TR2,corum,bodrumspor,away,bodrumspor,5.5,nb,3.43,6.346,,,1.85,1.0,1.0,0,4.287274943927378,0.520259908010004,0.6310078907443686,1.584766236156492,2.7100850530850162,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,TR2,corum,bodrumspor,away,bodrumspor,4.5,nb,3.43,6.346,,,1.85,1.0,1.0,0,4.287274943927378,0.6308127576374112,0.6245607567868899,1.6011252534414613,2.6635468137047447,,,,,,,,missing,watchlist,True
2026-05-15,2026-05-15,RO1,fc arges,fc rapid bucuresti,home,fc arges,5.5,nb,3.87,6.965,,,1.8,0.996,1.0,0,9.573933102652832,0.6268522746158585,0.5664533698226318,1.7653703787005812,2.306556966181216,,,,,,,,missing,skip,False
2026-05-15,2026-05-15,B1,leuven,antwerp,away,antwerp,5.5,nb,4.164,7.079,,,1.7,1.0,1.0,0,10.292007815289216,0.6423213282905362,0.5353445186158708,1.8679559895102547,2.1521321496545593,,,,,,,,missing,skip,False
2026-05-15,2026-05-15,RO1,fc arges,fc rapid bucuresti,away,fc rapid bucuresti,5.5,nb,3.138,5.648,,,1.8,0.959,1.0,0,15.229001928544756,0.47896360965729134,0.4629307118790731,2.160150481139865,1.8619571480222852,,,,,,,,missing,skip,False
