tourney_id,tourney_name,surface,tourney_level,tourney_date,match_date,round,best_of,minutes,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,total_games,w_sets,l_sets,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,w_1stServeIn_pct,w_1stServeWon_pct,w_2ndServeWon_pct,w_aceRate,w_bpSaved_pct,w_returnPtsWon_pct,w_bpConverted_pct,l_1stServeIn_pct,l_1stServeWon_pct,l_2ndServeWon_pct,l_aceRate,l_bpSaved_pct,l_returnPtsWon_pct,l_bpConverted_pct
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,100.0,201533.0,Shuai Zhang,R,177.0,CHN,29.7,40.0,1320.0,201674.0,Sabina Sharipova,R,174.0,UZB,24.0,135.0,450.0,6-3 7-6(3),9.0,1.0,0.0,3.0,0.0,78.0,52.0,33.0,10.0,11.0,3.0,8.0,0.0,3.0,70.0,40.0,19.0,13.0,10.0,8.0,14.0,0.6666666666666666,0.6346153846153846,0.3846153846153846,0.2727272727272727,0.375,0.5428571428571428,0.4285714285714285,0.5714285714285714,0.475,0.4333333333333333,0.0,0.5714285714285714,0.4487179487179487,0.625
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R16,3.0,65.0,210722.0,Elise Mertens,R,179.0,BEL,22.8,15.0,3115.0,202450.0,Jana Cepelova,R,168.0,SVK,25.3,273.0,188.0,6-2 6-3,17.0,2.0,0.0,5.0,1.0,43.0,25.0,18.0,9.0,8.0,0.0,2.0,0.0,2.0,53.0,36.0,17.0,7.0,9.0,3.0,9.0,0.5813953488372093,0.72,0.5,0.625,0.0,0.5471698113207547,0.6666666666666666,0.6792452830188679,0.4722222222222222,0.4117647058823529,0.0,0.3333333333333333,0.3720930232558139,1.0
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R32,3.0,101.0,202508.0,Yuxuan Zhang,R,179.0,CHN,24.1,225.0,256.0,201593.0,Irina Camelia Begu,R,181.0,ROU,28.1,52.0,1056.0,7-5 6-3,21.0,2.0,0.0,2.0,5.0,66.0,39.0,26.0,11.0,10.0,2.0,6.0,6.0,6.0,70.0,41.0,25.0,7.0,11.0,3.0,10.0,0.5909090909090909,0.6666666666666666,0.4074074074074074,0.2,0.3333333333333333,0.5428571428571428,0.7,0.5857142857142857,0.6097560975609756,0.2413793103448276,0.5454545454545454,0.3,0.4393939393939394,0.6666666666666666
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R32,3.0,43.0,201490.0,Timea Bacsinszky,R,170.0,SUI,29.3,329.0,133.0,203389.0,Danielle Collins,R,178.0,USA,24.8,38.0,1395.0,6-3 0-0 RET,9.0,1.0,0.0,0.0,1.0,19.0,14.0,13.0,4.0,4.0,0.0,0.0,0.0,1.0,25.0,17.0,9.0,4.0,5.0,0.0,2.0,0.7368421052631579,0.9285714285714286,0.8,0.0,0.0,0.48,1.0,0.68,0.5294117647058824,0.5,0.0,0.0,0.1052631578947368,0.0
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R32,3.0,84.0,202429.0,Camila Giorgi,R,168.0,ITA,26.7,32.0,1533.0,201426.0,Pauline Parmentier,R,175.0,FRA,32.6,49.0,1101.0,6-3 7-6(4),9.0,1.0,0.0,3.0,3.0,66.0,42.0,31.0,12.0,11.0,2.0,5.0,2.0,2.0,63.0,47.0,29.0,4.0,10.0,3.0,7.0,0.6363636363636364,0.7380952380952381,0.5,0.2727272727272727,0.4,0.4761904761904761,0.5714285714285714,0.746031746031746,0.6170212765957447,0.25,0.2,0.4285714285714285,0.3484848484848485,0.6
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,SF,3.0,94.0,215035.0,Dayana Yastremska,R,175.0,UKR,18.3,102.0,591.0,201533.0,Shuai Zhang,R,177.0,CHN,29.7,40.0,1320.0,7-5 6-4,22.0,2.0,0.0,3.0,4.0,69.0,42.0,26.0,14.0,11.0,0.0,3.0,0.0,1.0,70.0,46.0,24.0,12.0,11.0,3.0,8.0,0.6086956521739131,0.6190476190476191,0.5185185185185185,0.2727272727272727,0.0,0.4857142857142857,0.625,0.6571428571428571,0.5217391304347826,0.5,0.0,0.375,0.4202898550724637,1.0
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R16,3.0,107.0,211107.0,Katie Boulter,R,180.0,GBR,22.1,101.0,596.0,206252.0,Barbora Krejcikova,R,178.0,CZE,22.8,227.0,250.0,6-3 1-6 6-3,25.0,2.0,1.0,2.0,1.0,77.0,42.0,32.0,12.0,13.0,5.0,10.0,5.0,6.0,70.0,37.0,20.0,15.0,12.0,2.0,7.0,0.5454545454545454,0.7619047619047619,0.3428571428571428,0.1538461538461538,0.5,0.5,0.7142857142857143,0.5285714285714286,0.5405405405405406,0.4545454545454545,0.4166666666666667,0.2857142857142857,0.4285714285714285,0.5
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,SF,3.0,160.0,202492.0,Qiang Wang,R,172.0,CHN,26.7,24.0,2085.0,202469.0,Garbine Muguruza,R,182.0,ESP,24.9,13.0,3170.0,6-7(5) 6-4 7-5,22.0,2.0,0.0,11.0,4.0,117.0,85.0,56.0,15.0,17.0,10.0,15.0,3.0,2.0,115.0,82.0,47.0,17.0,17.0,6.0,13.0,0.7264957264957265,0.6588235294117647,0.46875,0.6470588235294118,0.6666666666666666,0.4434782608695652,0.5384615384615384,0.7130434782608696,0.573170731707317,0.5151515151515151,0.1764705882352941,0.4615384615384615,0.3931623931623931,0.3333333333333333
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R16,3.0,136.0,201490.0,Timea Bacsinszky,R,170.0,SUI,29.3,329.0,133.0,201595.0,Misaki Doi,L,159.0,JPN,27.4,154.0,388.0,1-6 6-3 7-5,28.0,2.0,1.0,2.0,2.0,96.0,68.0,44.0,9.0,14.0,5.0,10.0,0.0,1.0,99.0,61.0,36.0,19.0,14.0,8.0,13.0,0.7083333333333334,0.6470588235294118,0.3214285714285714,0.1428571428571428,0.5,0.4444444444444444,0.3846153846153846,0.6161616161616161,0.5901639344262295,0.5,0.0,0.6153846153846154,0.4479166666666667,0.5
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,QF,3.0,136.0,201490.0,Timea Bacsinszky,R,170.0,SUI,29.3,329.0,133.0,214544.0,Aryna Sabalenka,R,182.0,BLR,20.4,11.0,3265.0,7-6(2) 7-6(5),0.0,0.0,0.0,2.0,2.0,103.0,62.0,39.0,24.0,12.0,5.0,7.0,1.0,3.0,89.0,60.0,35.0,17.0,12.0,2.0,4.0,0.6019417475728155,0.6290322580645161,0.5853658536585366,0.1666666666666666,0.7142857142857143,0.4157303370786517,0.5,0.6741573033707865,0.5833333333333334,0.5862068965517241,0.0833333333333333,0.5,0.3883495145631068,0.2857142857142857
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R32,3.0,84.0,203578.0,Fangzhou Liu,R,180.0,CHN,22.8,150.0,401.0,206294.0,Yue Yuan,R,184.0,CHN,20.0,383.0,102.0,6-0 1-6 6-4,23.0,2.0,1.0,0.0,3.0,58.0,31.0,19.0,14.0,11.0,0.0,3.0,3.0,2.0,76.0,42.0,24.0,18.0,12.0,4.0,9.0,0.5344827586206896,0.6129032258064516,0.5185185185185185,0.0,0.0,0.4473684210526316,0.5555555555555556,0.5526315789473685,0.5714285714285714,0.5294117647058824,0.25,0.4444444444444444,0.4310344827586206,1.0
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R16,3.0,,201549.0,Petra Martic,R,181.0,CRO,27.7,36.0,1435.0,203578.0,Fangzhou Liu,R,180.0,CHN,22.8,150.0,401.0,1-6 6-0 6-1,20.0,2.0,1.0,4.0,5.0,56.0,38.0,29.0,9.0,10.0,0.0,2.0,4.0,3.0,72.0,48.0,23.0,14.0,10.0,7.0,12.0,0.6785714285714286,0.7631578947368421,0.5,0.4,0.0,0.4861111111111111,0.4166666666666667,0.6666666666666666,0.4791666666666667,0.5833333333333334,0.4,0.5833333333333334,0.3214285714285714,1.0
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R32,3.0,97.0,201499.0,Anastasia Pavlyuchenkova,R,177.0,RUS,27.2,35.0,1440.0,214149.0,Viktoria Hruncakova,R,,SVK,20.4,57.0,1010.0,7-5 7-5,24.0,2.0,0.0,2.0,5.0,81.0,53.0,35.0,13.0,12.0,5.0,8.0,11.0,4.0,68.0,39.0,28.0,9.0,12.0,3.0,8.0,0.654320987654321,0.660377358490566,0.4642857142857143,0.1666666666666666,0.625,0.4558823529411764,0.625,0.5735294117647058,0.717948717948718,0.3103448275862069,0.9166666666666666,0.375,0.4074074074074074,0.375
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,F,3.0,65.0,215035.0,Dayana Yastremska,R,175.0,UKR,18.3,102.0,591.0,202492.0,Qiang Wang,R,172.0,CHN,26.7,24.0,2085.0,6-2 6-1,15.0,2.0,0.0,4.0,5.0,61.0,35.0,24.0,15.0,8.0,8.0,9.0,3.0,1.0,42.0,26.0,15.0,3.0,7.0,4.0,9.0,0.5737704918032787,0.6857142857142857,0.5769230769230769,0.5,0.8888888888888888,0.5714285714285714,0.5555555555555556,0.6190476190476191,0.5769230769230769,0.1875,0.4285714285714285,0.4444444444444444,0.360655737704918,0.1111111111111111
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R16,3.0,77.0,202492.0,Qiang Wang,R,172.0,CHN,26.7,24.0,2085.0,201539.0,Christina Mchale,R,170.0,USA,26.4,145.0,415.0,7-5 6-1,19.0,2.0,0.0,5.0,1.0,59.0,44.0,27.0,7.0,10.0,0.0,3.0,2.0,4.0,62.0,42.0,21.0,5.0,9.0,3.0,9.0,0.7457627118644068,0.6136363636363636,0.4666666666666667,0.5,0.0,0.5806451612903226,0.6666666666666666,0.6774193548387096,0.5,0.25,0.2222222222222222,0.3333333333333333,0.423728813559322,1.0
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,QF,3.0,65.0,201444.0,Su Wei Hsieh,R,169.0,TPE,32.7,30.0,1640.0,210722.0,Elise Mertens,R,179.0,BEL,22.8,15.0,3115.0,6-2 4-0 RET,12.0,2.0,0.0,0.0,1.0,36.0,31.0,23.0,3.0,6.0,2.0,2.0,3.0,3.0,50.0,29.0,14.0,9.0,6.0,1.0,5.0,0.8611111111111112,0.7419354838709677,0.6,0.0,1.0,0.54,0.8,0.58,0.4827586206896552,0.4285714285714285,0.5,0.2,0.2777777777777778,0.0
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R32,3.0,150.0,201662.0,Karolina Pliskova,R,184.0,CZE,26.5,6.0,4345.0,201478.0,Varvara Lepchenko,L,180.0,USA,32.3,161.0,369.0,6-2 6-7(3) 6-3,17.0,2.0,0.0,8.0,2.0,105.0,72.0,51.0,14.0,14.0,7.0,9.0,5.0,4.0,122.0,84.0,51.0,16.0,15.0,10.0,16.0,0.6857142857142857,0.7083333333333334,0.4242424242424242,0.5714285714285714,0.7777777777777778,0.4508196721311475,0.375,0.6885245901639344,0.6071428571428571,0.4210526315789473,0.3333333333333333,0.625,0.3809523809523809,0.2222222222222222
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R32,3.0,155.0,201366.0,Barbora Strycova,R,164.0,CZE,32.5,29.0,1785.0,201465.0,Kirsten Flipkens,R,165.0,BEL,32.7,51.0,1058.0,7-6(4) 7-6(5),0.0,0.0,0.0,2.0,6.0,109.0,82.0,54.0,9.0,12.0,10.0,13.0,3.0,3.0,105.0,65.0,38.0,20.0,12.0,12.0,15.0,0.7522935779816514,0.6585365853658537,0.3333333333333333,0.1666666666666666,0.7692307692307693,0.4476190476190476,0.2,0.6190476190476191,0.5846153846153846,0.5,0.25,0.8,0.4220183486238532,0.2307692307692307
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,QF,3.0,127.0,201662.0,Karolina Pliskova,R,184.0,CZE,26.5,6.0,4345.0,211107.0,Katie Boulter,R,180.0,GBR,22.1,101.0,596.0,5-7 6-0 6-3,27.0,2.0,1.0,4.0,3.0,87.0,59.0,38.0,9.0,13.0,8.0,13.0,3.0,4.0,96.0,55.0,29.0,15.0,14.0,8.0,17.0,0.6781609195402298,0.6440677966101694,0.3214285714285714,0.3076923076923077,0.6153846153846154,0.5416666666666666,0.5294117647058824,0.5729166666666666,0.5272727272727272,0.3658536585365853,0.2142857142857142,0.4705882352941176,0.4597701149425287,0.3846153846153846
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R32,3.0,78.0,202421.0,Alison Van Uytvanck,R,173.0,BEL,24.5,56.0,1048.0,201517.0,Magdalena Rybarikova,R,180.0,SVK,30.0,39.0,1365.0,6-3 6-4,19.0,2.0,0.0,2.0,1.0,59.0,34.0,24.0,16.0,10.0,2.0,3.0,4.0,1.0,60.0,36.0,22.0,11.0,9.0,3.0,6.0,0.576271186440678,0.7058823529411765,0.64,0.2,0.6666666666666666,0.45,0.5,0.6,0.6111111111111112,0.4583333333333333,0.4444444444444444,0.5,0.3220338983050847,0.3333333333333333
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R32,3.0,109.0,201555.0,Polona Hercog,R,182.0,SLO,27.7,77.0,785.0,202418.0,Lara Arruabarrena,R,166.0,ESP,26.5,81.0,760.0,7-6(5) 6-2,8.0,1.0,0.0,6.0,2.0,79.0,39.0,29.0,21.0,10.0,6.0,7.0,0.0,0.0,83.0,63.0,38.0,8.0,10.0,9.0,12.0,0.4936708860759494,0.7435897435897436,0.525,0.6,0.8571428571428571,0.4457831325301205,0.25,0.7590361445783133,0.6031746031746031,0.4,0.0,0.75,0.3670886075949367,0.1428571428571428
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,QF,3.0,74.0,202492.0,Qiang Wang,R,172.0,CHN,26.7,24.0,2085.0,202494.0,Elina Svitolina,R,174.0,UKR,24.0,5.0,4350.0,6-2 6-4,18.0,2.0,0.0,1.0,1.0,53.0,36.0,23.0,10.0,9.0,2.0,4.0,0.0,1.0,54.0,36.0,17.0,7.0,9.0,2.0,7.0,0.6792452830188679,0.6388888888888888,0.5882352941176471,0.1111111111111111,0.5,0.5555555555555556,0.7142857142857143,0.6666666666666666,0.4722222222222222,0.3888888888888889,0.0,0.2857142857142857,0.3773584905660377,0.5
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,QF,3.0,115.0,202429.0,Camila Giorgi,R,168.0,ITA,26.7,32.0,1533.0,202506.0,Margarita Gasparyan,R,183.0,RUS,24.1,137.0,433.0,6-3 3-6 6-2,26.0,2.0,1.0,3.0,5.0,78.0,46.0,34.0,15.0,13.0,5.0,8.0,2.0,5.0,77.0,45.0,25.0,16.0,13.0,4.0,9.0,0.5897435897435898,0.7391304347826086,0.46875,0.2307692307692307,0.625,0.4675324675324675,0.5555555555555556,0.5844155844155844,0.5555555555555556,0.5,0.1538461538461538,0.4444444444444444,0.3717948717948718,0.375
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R16,3.0,80.0,206420.0,Ekaterina Alexandrova,R,175.0,RUS,23.8,119.0,499.0,201596.0,Johanna Larsson,R,174.0,SWE,30.1,66.0,848.0,3-6 6-1 6-1,23.0,2.0,1.0,7.0,4.0,74.0,47.0,31.0,9.0,12.0,1.0,5.0,2.0,2.0,75.0,42.0,19.0,14.0,11.0,10.0,17.0,0.6351351351351351,0.6595744680851063,0.3333333333333333,0.5833333333333334,0.2,0.56,0.4117647058823529,0.56,0.4523809523809524,0.4242424242424242,0.1818181818181818,0.5882352941176471,0.4594594594594595,0.8
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R32,3.0,120.0,202663.0,Magda Linette,R,171.0,POL,26.6,84.0,733.0,201516.0,Evgeniya Rodina,R,170.0,RUS,29.6,85.0,720.0,2-6 6-1 6-4,25.0,2.0,1.0,8.0,3.0,85.0,55.0,35.0,16.0,13.0,6.0,10.0,1.0,1.0,75.0,38.0,20.0,20.0,12.0,4.0,9.0,0.6470588235294118,0.6363636363636364,0.5333333333333333,0.6153846153846154,0.6,0.4666666666666667,0.5555555555555556,0.5066666666666667,0.5263157894736842,0.5405405405405406,0.0833333333333333,0.4444444444444444,0.4,0.4
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R16,3.0,45.0,201366.0,Barbora Strycova,R,164.0,CZE,32.5,29.0,1785.0,201697.0,Kristyna Pliskova,L,184.0,CZE,26.5,97.0,621.0,6-0 6-1,13.0,2.0,0.0,4.0,2.0,37.0,22.0,19.0,9.0,7.0,0.0,0.0,2.0,2.0,28.0,16.0,7.0,1.0,6.0,2.0,7.0,0.5945945945945946,0.8636363636363636,0.6,0.5714285714285714,0.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.4375,0.0833333333333333,0.3333333333333333,0.2857142857142857,0.2432432432432432,0.0
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,55.0,201427.0,Alize Cornet,R,173.0,FRA,28.7,44.0,1175.0,202498.0,Julia Glushko,R,171.0,ISR,28.7,124.0,480.0,6-1 6-2,15.0,2.0,0.0,1.0,0.0,39.0,25.0,19.0,11.0,8.0,3.0,4.0,0.0,1.0,39.0,26.0,12.0,4.0,7.0,1.0,6.0,0.6410256410256411,0.76,0.7857142857142857,0.125,0.75,0.5897435897435898,0.8333333333333334,0.6666666666666666,0.4615384615384615,0.3076923076923077,0.0,0.1666666666666666,0.2307692307692307,0.25
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,123.0,201539.0,Christina Mchale,R,170.0,USA,26.4,145.0,415.0,211269.0,Eudice Wong Chong,U,,HKG,22.4,590.0,43.0,6-7(2) 6-2 6-1,15.0,2.0,0.0,1.0,6.0,89.0,65.0,47.0,7.0,14.0,2.0,4.0,3.0,3.0,91.0,57.0,30.0,18.0,13.0,5.0,11.0,0.7303370786516854,0.7230769230769231,0.2916666666666667,0.0714285714285714,0.5,0.4725274725274725,0.5454545454545454,0.6263736263736264,0.5263157894736842,0.5294117647058824,0.2307692307692307,0.4545454545454545,0.3932584269662921,0.5
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R16,3.0,161.0,202421.0,Alison Van Uytvanck,R,173.0,BEL,24.5,56.0,1048.0,203533.0,Anna Karolina Schmiedlova,R,176.0,SVK,24.0,70.0,832.0,1-6 7-6(3) 7-6(5),7.0,0.0,1.0,3.0,12.0,113.0,60.0,42.0,16.0,15.0,12.0,19.0,2.0,8.0,116.0,72.0,45.0,19.0,16.0,9.0,14.0,0.5309734513274337,0.7,0.3018867924528302,0.2,0.631578947368421,0.4482758620689655,0.3571428571428571,0.6206896551724138,0.625,0.4318181818181818,0.125,0.6428571428571429,0.4867256637168141,0.3684210526315789
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R16,3.0,106.0,201533.0,Shuai Zhang,R,177.0,CHN,29.7,40.0,1320.0,204246.0,Lesley Pattinama Kerkhove,R,172.0,NED,26.9,200.0,297.0,6-1 6-7(4) 6-1,14.0,2.0,0.0,4.0,0.0,84.0,56.0,39.0,16.0,14.0,4.0,6.0,2.0,4.0,83.0,54.0,29.0,11.0,12.0,2.0,8.0,0.6666666666666666,0.6964285714285714,0.5714285714285714,0.2857142857142857,0.6666666666666666,0.5180722891566265,0.75,0.6506024096385542,0.5370370370370371,0.3793103448275862,0.1666666666666666,0.25,0.3452380952380952,0.3333333333333333
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,137.0,202600.0,Viktoriya Tomova,R,170.0,BUL,23.6,162.0,366.0,203435.0,Dalila Jakupovic,R,178.0,SLO,27.5,79.0,778.0,6-3 2-6 7-6(3),17.0,1.0,1.0,3.0,4.0,111.0,74.0,44.0,17.0,15.0,7.0,14.0,3.0,3.0,93.0,52.0,33.0,16.0,14.0,10.0,16.0,0.6666666666666666,0.5945945945945946,0.4594594594594595,0.2,0.5,0.4731182795698925,0.375,0.5591397849462365,0.6346153846153846,0.3902439024390244,0.2142857142857142,0.625,0.4504504504504504,0.5
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,83.0,202503.0,Luksika Kumkhum,R,167.0,THA,25.2,105.0,579.0,206108.0,Jennifer Brady,R,178.0,USA,23.4,99.0,612.0,6-1 7-6(5),7.0,1.0,0.0,2.0,4.0,78.0,52.0,38.0,14.0,10.0,3.0,3.0,8.0,3.0,52.0,28.0,22.0,13.0,9.0,0.0,2.0,0.6666666666666666,0.7307692307692307,0.5384615384615384,0.2,1.0,0.3269230769230769,1.0,0.5384615384615384,0.7857142857142857,0.5416666666666666,0.8888888888888888,0.0,0.3333333333333333,0.0
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R32,3.0,37.0,206252.0,Barbora Krejcikova,R,178.0,CZE,22.8,227.0,250.0,203462.0,Kateryna Baindl,R,175.0,UKR,24.6,107.0,577.0,4-1 RET,5.0,1.0,0.0,2.0,1.0,27.0,11.0,8.0,6.0,3.0,2.0,3.0,0.0,1.0,26.0,19.0,9.0,2.0,2.0,5.0,7.0,0.4074074074074074,0.7272727272727273,0.375,0.6666666666666666,0.6666666666666666,0.5769230769230769,0.2857142857142857,0.7307692307692307,0.4736842105263157,0.2857142857142857,0.0,0.7142857142857143,0.4814814814814814,0.3333333333333333
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,QF,3.0,70.0,201492.0,Andrea Petkovic,R,180.0,GER,31.0,82.0,760.0,201540.0,Kristina Mladenovic,R,184.0,FRA,25.4,48.0,1121.0,6-1 6-3,16.0,2.0,0.0,2.0,0.0,51.0,35.0,22.0,11.0,8.0,1.0,2.0,2.0,7.0,65.0,39.0,21.0,7.0,8.0,10.0,15.0,0.6862745098039216,0.6285714285714286,0.6875,0.25,0.5,0.5692307692307692,0.3333333333333333,0.6,0.5384615384615384,0.2692307692307692,0.25,0.6666666666666666,0.3529411764705882,0.5
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,89.0,215035.0,Dayana Yastremska,R,175.0,UKR,18.3,102.0,591.0,214541.0,Fanny Stollar,R,172.0,HUN,19.9,129.0,464.0,6-4 6-4,20.0,2.0,0.0,5.0,6.0,54.0,34.0,23.0,12.0,10.0,0.0,2.0,6.0,7.0,81.0,33.0,25.0,18.0,10.0,7.0,11.0,0.6296296296296297,0.6764705882352942,0.6,0.5,0.0,0.4691358024691358,0.3636363636363636,0.4074074074074074,0.7575757575757576,0.375,0.6,0.6363636363636364,0.3518518518518518,1.0
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,112.0,201568.0,Kristina Kucova,R,163.0,SVK,28.3,317.0,141.0,211533.0,Jelena Ostapenko,R,177.0,LAT,21.3,18.0,2863.0,5-7 6-3 6-2,29.0,2.0,1.0,0.0,4.0,77.0,46.0,28.0,12.0,14.0,2.0,8.0,5.0,6.0,88.0,42.0,23.0,16.0,15.0,4.0,13.0,0.5974025974025974,0.6086956521739131,0.3870967741935484,0.0,0.25,0.5568181818181818,0.6923076923076923,0.4772727272727273,0.5476190476190477,0.3478260869565217,0.3333333333333333,0.3076923076923077,0.4805194805194805,0.75
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,159.0,201512.0,Monica Niculescu,R,168.0,ROU,31.0,87.0,704.0,202460.0,Ons Jabeur,R,167.0,TUN,24.1,100.0,598.0,4-6 7-6(0) 6-4,20.0,1.0,1.0,0.0,2.0,101.0,73.0,39.0,11.0,16.0,2.0,11.0,1.0,2.0,105.0,50.0,22.0,26.0,16.0,2.0,11.0,0.7227722772277227,0.5342465753424658,0.3928571428571428,0.0,0.1818181818181818,0.5428571428571428,0.8181818181818182,0.4761904761904761,0.44,0.4727272727272727,0.0625,0.1818181818181818,0.504950495049505,0.8181818181818182
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R16,3.0,161.0,201540.0,Kristina Mladenovic,R,184.0,FRA,25.4,48.0,1121.0,201693.0,Timea Babos,R,179.0,HUN,25.4,64.0,916.0,6-4 4-6 7-5,32.0,2.0,1.0,7.0,6.0,113.0,65.0,38.0,24.0,16.0,9.0,15.0,6.0,9.0,122.0,72.0,44.0,20.0,16.0,8.0,15.0,0.5752212389380531,0.5846153846153846,0.5,0.4375,0.6,0.4754098360655737,0.4666666666666667,0.5901639344262295,0.6111111111111112,0.4,0.375,0.5333333333333333,0.4513274336283185,0.4
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R16,3.0,71.0,201492.0,Andrea Petkovic,R,180.0,GER,31.0,82.0,760.0,213583.0,Tatjana Maria,R,172.0,GER,31.1,71.0,828.0,6-1 6-3,16.0,2.0,0.0,1.0,2.0,60.0,41.0,29.0,11.0,8.0,4.0,4.0,3.0,1.0,53.0,31.0,19.0,8.0,8.0,1.0,5.0,0.6833333333333333,0.7073170731707317,0.5789473684210527,0.125,1.0,0.490566037735849,0.8,0.5849056603773585,0.6129032258064516,0.3636363636363636,0.375,0.2,0.3333333333333333,0.0
2018-0528,Linz,Hard,I,20181008.0,2018-10-08,R16,3.0,162.0,201499.0,Anastasia Pavlyuchenkova,R,177.0,RUS,27.2,35.0,1440.0,214304.0,Vera Lapko,R,184.0,BLR,20.0,62.0,951.0,5-7 7-6(4) 6-3,21.0,1.0,1.0,8.0,5.0,120.0,86.0,58.0,13.0,17.0,8.0,13.0,8.0,5.0,125.0,74.0,51.0,22.0,16.0,7.0,12.0,0.7166666666666667,0.6744186046511628,0.3823529411764705,0.4705882352941176,0.6153846153846154,0.416,0.4166666666666667,0.592,0.6891891891891891,0.4313725490196078,0.5,0.5833333333333334,0.4083333333333333,0.3846153846153846
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,133.0,201611.0,Daria Saville,R,166.0,AUS,24.5,34.0,1455.0,201610.0,Zarina Diyas,R,172.0,KAZ,24.9,90.0,675.0,3-6 7-5 6-1,28.0,2.0,1.0,3.0,5.0,94.0,64.0,44.0,12.0,14.0,4.0,7.0,3.0,6.0,85.0,53.0,36.0,12.0,14.0,4.0,9.0,0.6808510638297872,0.6875,0.4,0.2142857142857142,0.5714285714285714,0.4352941176470588,0.5555555555555556,0.6235294117647059,0.6792452830188679,0.375,0.2142857142857142,0.4444444444444444,0.4042553191489361,0.4285714285714285
2018-1074,Hong Kong,Hard,I,20181008.0,2018-10-08,R32,3.0,66.0,204246.0,Lesley Pattinama Kerkhove,R,172.0,NED,26.9,200.0,297.0,202457.0,Bibiane Schoofs,R,170.0,NED,30.4,197.0,303.0,6-4 6-0,16.0,2.0,0.0,1.0,2.0,50.0,37.0,27.0,5.0,8.0,1.0,2.0,2.0,3.0,57.0,36.0,18.0,7.0,8.0,9.0,14.0,0.74,0.7297297297297297,0.3846153846153846,0.125,0.5,0.5614035087719298,0.3571428571428571,0.631578947368421,0.5,0.3333333333333333,0.25,0.6428571428571429,0.36,0.5
2018-1076,Tianjin,Hard,I,20181008.0,2018-10-08,R32,3.0,106.0,211107.0,Katie Boulter,R,180.0,GBR,22.1,101.0,596.0,206289.0,Maria Sakkari,R,172.0,GRE,23.2,42.0,1193.0,7-6(4) 6-3,9.0,1.0,0.0,10.0,5.0,82.0,47.0,33.0,18.0,11.0,2.0,4.0,2.0,6.0,75.0,45.0,35.0,9.0,10.0,7.0,10.0,0.573170731707317,0.7021276595744681,0.5142857142857142,0.9090909090909092,0.5,0.4133333333333333,0.3,0.6,0.7777777777777778,0.3,0.2,0.7,0.3780487804878049,0.5
