source,league,match_date,home_team,away_team,home_goals,away_goals,odds_1x,odds_x2,season_code
transfermarkt,D1,2022-05-08,leipzig,augsburg,4,0,,,2021/22
transfermarkt,E0,2022-05-08,arsenal,leeds,2,1,,,2021/22
transfermarkt,E0,2022-05-08,leicester,everton,1,2,,,2021/22
transfermarkt,E0,2022-05-08,man city,newcastle,5,0,,,2021/22
transfermarkt,E0,2022-05-08,norwich,west ham,0,4,,,2021/22
transfermarkt,F1,2022-05-08,angers sco,g. bordeaux,4,1,,,2021/22
transfermarkt,F1,2022-05-08,clermont foot,montpellier,2,1,,,2021/22
transfermarkt,F1,2022-05-08,fc lorient,marseille,0,3,,,2021/22
transfermarkt,F1,2022-05-08,fc metz,lyon,3,2,,,2021/22
transfermarkt,F1,2022-05-08,psg,troyes,2,2,,,2021/22
transfermarkt,F1,2022-05-08,stade reims,lens,1,2,,,2021/22
transfermarkt,I1,2022-05-08,hellas verona,ac milan,1,3,,,2021/22
transfermarkt,I1,2022-05-08,salernitana,cagliari,1,1,,,2021/22
transfermarkt,I1,2022-05-08,spezia calcio,atalanta,1,3,,,2021/22
transfermarkt,I1,2022-05-08,venezia,bologna,4,3,,,2021/22
transfermarkt,N1,2022-05-08,az alkmaar,ajax,2,2,,,2021/22
transfermarkt,N1,2022-05-08,feyenoord,psv,2,2,,,2021/22
transfermarkt,N1,2022-05-08,nec nijmegen,go ahead eagles,1,0,,,2021/22
transfermarkt,N1,2022-05-08,vitesse,heerenveen,1,2,,,2021/22
transfermarkt,P1,2022-05-08,braga,arouca,1,0,,,2021/22
transfermarkt,P1,2022-05-08,gil vicente,tondela,3,0,,,2021/22
transfermarkt,P1,2022-05-08,santa clara,paços ferreira,2,0,,,2021/22
transfermarkt,P1,2022-05-08,vizela,marítimo,1,1,,,2021/22
transfermarkt,SP1,2022-05-08,atlético,real madrid,1,0,,,2021/22
transfermarkt,SP1,2022-05-08,espanyol,ca osasuna,1,1,,,2021/22
transfermarkt,SP1,2022-05-08,getafe,rayo vallecano,0,0,,,2021/22
transfermarkt,SP1,2022-05-08,villarreal,sevilla fc,1,1,,,2021/22
transfermarkt,I1,2022-05-09,fiorentina,roma,2,0,,,2021/22
transfermarkt,P1,2022-05-09,b sad,famalicão,2,3,,,2021/22
transfermarkt,E0,2022-05-10,aston villa,liverpool,1,2,,,2021/22
transfermarkt,SP1,2022-05-10,barcelona,celta de vigo,3,1,,,2021/22
transfermarkt,SP1,2022-05-10,granada cf,athletic club,1,0,,,2021/22
transfermarkt,SP1,2022-05-10,valencia,real betis,0,3,,,2021/22
transfermarkt,E0,2022-05-11,leeds,chelsea,0,3,,,2021/22
transfermarkt,E0,2022-05-11,leicester,norwich,3,0,,,2021/22
transfermarkt,E0,2022-05-11,watford,everton,0,0,,,2021/22
transfermarkt,E0,2022-05-11,wolves,man city,1,5,,,2021/22
transfermarkt,F1,2022-05-11,fc nantes,stade rennais,2,1,,,2021/22
transfermarkt,F1,2022-05-11,nice,saint-étienne,4,2,,,2021/22
transfermarkt,N1,2022-05-11,ajax,heerenveen,5,0,,,2021/22
transfermarkt,N1,2022-05-11,fc twente,fc groningen,3,0,,,2021/22
transfermarkt,N1,2022-05-11,fortuna sittard,vitesse,1,2,,,2021/22
transfermarkt,N1,2022-05-11,go ahead eagles,feyenoord,0,1,,,2021/22
transfermarkt,N1,2022-05-11,psv,nec nijmegen,3,2,,,2021/22
transfermarkt,N1,2022-05-11,rkc waalwijk,heracles almelo,2,0,,,2021/22
transfermarkt,N1,2022-05-11,sc cambuur,willem ii,1,1,,,2021/22
transfermarkt,N1,2022-05-11,sparta r.,pec zwolle,2,0,,,2021/22
transfermarkt,N1,2022-05-11,utrecht,az alkmaar,2,2,,,2021/22
transfermarkt,SP1,2022-05-11,alavés,espanyol,2,1,,,2021/22
transfermarkt,SP1,2022-05-11,ca osasuna,getafe,1,1,,,2021/22
transfermarkt,SP1,2022-05-11,elche cf,atlético,0,2,,,2021/22
transfermarkt,SP1,2022-05-11,sevilla fc,rcd mallorca,0,0,,,2021/22
transfermarkt,E0,2022-05-12,tottenham,arsenal,3,0,,,2021/22
transfermarkt,SP1,2022-05-12,rayo vallecano,villarreal,1,5,,,2021/22
transfermarkt,SP1,2022-05-12,real madrid,levante,6,0,,,2021/22
transfermarkt,SP1,2022-05-12,real sociedad,cádiz cf,3,0,,,2021/22
transfermarkt,P1,2022-05-13,paços ferreira,benfica,0,2,,,2021/22
transfermarkt,D1,2022-05-14,arm. bielefeld,leipzig,1,1,,,2021/22
transfermarkt,D1,2022-05-14,augsburg,greuther fürth,2,1,,,2021/22
transfermarkt,D1,2022-05-14,dortmund,hertha bsc,2,1,,,2021/22
transfermarkt,D1,2022-05-14,leverkusen,freiburg,2,1,,,2021/22
transfermarkt,D1,2022-05-14,mainz,frankfurt,2,2,,,2021/22
transfermarkt,D1,2022-05-14,mönchengladbach,hoffenheim,5,1,,,2021/22
transfermarkt,D1,2022-05-14,stuttgart,1.fc köln,2,1,,,2021/22
transfermarkt,D1,2022-05-14,union berlin,vfl bochum,3,2,,,2021/22
transfermarkt,D1,2022-05-14,wolfsburg,bayern munich,2,2,,,2021/22
transfermarkt,F1,2022-05-14,fc metz,angers sco,1,0,,,2021/22
transfermarkt,F1,2022-05-14,g. bordeaux,fc lorient,0,0,,,2021/22
transfermarkt,F1,2022-05-14,lyon,fc nantes,3,2,,,2021/22
transfermarkt,F1,2022-05-14,monaco,stade brestois,4,2,,,2021/22
transfermarkt,F1,2022-05-14,montpellier,psg,0,4,,,2021/22
transfermarkt,F1,2022-05-14,nice,lille,1,3,,,2021/22
transfermarkt,F1,2022-05-14,r. strasbourg,clermont foot,1,0,,,2021/22
transfermarkt,F1,2022-05-14,saint-étienne,stade reims,1,2,,,2021/22
transfermarkt,F1,2022-05-14,stade rennais,marseille,2,0,,,2021/22
transfermarkt,F1,2022-05-14,troyes,lens,1,3,,,2021/22
transfermarkt,I1,2022-05-14,fc empoli,salernitana,1,1,,,2021/22
transfermarkt,I1,2022-05-14,hellas verona,torino,0,1,,,2021/22
transfermarkt,I1,2022-05-14,roma,venezia,1,1,,,2021/22
transfermarkt,I1,2022-05-14,udinese,spezia calcio,2,3,,,2021/22
transfermarkt,P1,2022-05-14,arouca,b sad,0,0,,,2021/22
transfermarkt,P1,2022-05-14,marítimo,portimonense,0,1,,,2021/22
transfermarkt,P1,2022-05-14,porto,estoril,2,0,,,2021/22
transfermarkt,P1,2022-05-14,sporting,santa clara,4,0,,,2021/22
transfermarkt,P1,2022-05-14,tondela,boavista,2,2,,,2021/22
transfermarkt,SP1,2022-05-14,espanyol,valencia,1,1,,,2021/22
transfermarkt,E0,2022-05-15,aston villa,crystal palace,1,1,,,2021/22
transfermarkt,E0,2022-05-15,everton,brentford,2,3,,,2021/22
transfermarkt,E0,2022-05-15,leeds,brighton,1,1,,,2021/22
transfermarkt,E0,2022-05-15,tottenham,burnley,1,0,,,2021/22
transfermarkt,E0,2022-05-15,watford,leicester,1,5,,,2021/22
transfermarkt,E0,2022-05-15,west ham,man city,2,2,,,2021/22
transfermarkt,E0,2022-05-15,wolves,norwich,1,1,,,2021/22
transfermarkt,I1,2022-05-15,ac milan,atalanta,2,0,,,2021/22
transfermarkt,I1,2022-05-15,bologna,sassuolo,1,3,,,2021/22
transfermarkt,I1,2022-05-15,cagliari,inter,1,3,,,2021/22
transfermarkt,I1,2022-05-15,napoli,genoa,3,0,,,2021/22
transfermarkt,N1,2022-05-15,az alkmaar,rkc waalwijk,1,3,,,2021/22
transfermarkt,N1,2022-05-15,fc groningen,sc cambuur,2,3,,,2021/22
transfermarkt,N1,2022-05-15,feyenoord,fc twente,1,2,,,2021/22
transfermarkt,N1,2022-05-15,heerenveen,go ahead eagles,3,1,,,2021/22
transfermarkt,N1,2022-05-15,heracles almelo,sparta r.,1,3,,,2021/22
transfermarkt,N1,2022-05-15,nec nijmegen,fortuna sittard,0,1,,,2021/22
transfermarkt,N1,2022-05-15,pec zwolle,psv,1,2,,,2021/22
transfermarkt,N1,2022-05-15,vitesse,ajax,2,2,,,2021/22
transfermarkt,N1,2022-05-15,willem ii,utrecht,3,0,,,2021/22
transfermarkt,P1,2022-05-15,famalicão,braga,3,2,,,2021/22
transfermarkt,P1,2022-05-15,moreirense,vizela,4,1,,,2021/22
transfermarkt,P1,2022-05-15,vit. guimarães,gil vicente,5,0,,,2021/22
transfermarkt,SP1,2022-05-15,athletic club,ca osasuna,2,0,,,2021/22
transfermarkt,SP1,2022-05-15,atlético,sevilla fc,1,1,,,2021/22
transfermarkt,SP1,2022-05-15,celta de vigo,elche cf,1,0,,,2021/22
transfermarkt,SP1,2022-05-15,cádiz cf,real madrid,1,1,,,2021/22
transfermarkt,SP1,2022-05-15,getafe,barcelona,0,0,,,2021/22
transfermarkt,SP1,2022-05-15,levante,alavés,3,1,,,2021/22
transfermarkt,SP1,2022-05-15,rcd mallorca,rayo vallecano,2,1,,,2021/22
transfermarkt,SP1,2022-05-15,real betis,granada cf,2,0,,,2021/22
transfermarkt,SP1,2022-05-15,villarreal,real sociedad,1,2,,,2021/22
transfermarkt,E0,2022-05-16,newcastle,arsenal,2,0,,,2021/22
transfermarkt,I1,2022-05-16,juventus,lazio,2,2,,,2021/22
transfermarkt,I1,2022-05-16,sampdoria,fiorentina,4,1,,,2021/22
transfermarkt,E0,2022-05-17,southampton,liverpool,1,2,,,2021/22
transfermarkt,E0,2022-05-19,aston villa,burnley,1,1,,,2021/22
transfermarkt,E0,2022-05-19,chelsea,leicester,1,1,,,2021/22
transfermarkt,E0,2022-05-19,everton,crystal palace,3,2,,,2021/22
transfermarkt,I1,2022-05-20,torino,roma,0,3,,,2021/22
transfermarkt,SP1,2022-05-20,rayo vallecano,levante,2,4,,,2021/22
transfermarkt,SP1,2022-05-20,real madrid,real betis,0,0,,,2021/22
transfermarkt,F1,2022-05-21,angers sco,montpellier,2,0,,,2021/22
transfermarkt,F1,2022-05-21,clermont foot,lyon,1,2,,,2021/22
transfermarkt,F1,2022-05-21,fc lorient,troyes,1,1,,,2021/22
transfermarkt,F1,2022-05-21,fc nantes,saint-étienne,1,1,,,2021/22
transfermarkt,F1,2022-05-21,lens,monaco,2,2,,,2021/22
transfermarkt,F1,2022-05-21,lille,stade rennais,2,2,,,2021/22
transfermarkt,F1,2022-05-21,marseille,r. strasbourg,4,0,,,2021/22
transfermarkt,F1,2022-05-21,psg,fc metz,5,0,,,2021/22
transfermarkt,F1,2022-05-21,stade brestois,g. bordeaux,2,4,,,2021/22
transfermarkt,F1,2022-05-21,stade reims,nice,2,3,,,2021/22
transfermarkt,I1,2022-05-21,atalanta,fc empoli,0,1,,,2021/22
transfermarkt,I1,2022-05-21,fiorentina,juventus,2,0,,,2021/22
transfermarkt,I1,2022-05-21,genoa,bologna,0,1,,,2021/22
transfermarkt,I1,2022-05-21,lazio,hellas verona,3,3,,,2021/22
transfermarkt,SP1,2022-05-21,valencia,celta de vigo,2,0,,,2021/22
transfermarkt,E0,2022-05-22,arsenal,everton,5,1,,,2021/22
transfermarkt,E0,2022-05-22,brentford,leeds,1,2,,,2021/22
transfermarkt,E0,2022-05-22,brighton,west ham,3,1,,,2021/22
transfermarkt,E0,2022-05-22,burnley,newcastle,1,2,,,2021/22
transfermarkt,E0,2022-05-22,chelsea,watford,2,1,,,2021/22
transfermarkt,E0,2022-05-22,crystal palace,man utd,1,0,,,2021/22
transfermarkt,E0,2022-05-22,leicester,southampton,4,1,,,2021/22
transfermarkt,E0,2022-05-22,liverpool,wolves,3,1,,,2021/22
transfermarkt,E0,2022-05-22,man city,aston villa,3,2,,,2021/22
transfermarkt,E0,2022-05-22,norwich,tottenham,0,5,,,2021/22
transfermarkt,I1,2022-05-22,inter,sampdoria,3,0,,,2021/22
transfermarkt,I1,2022-05-22,salernitana,udinese,0,4,,,2021/22
transfermarkt,I1,2022-05-22,sassuolo,ac milan,0,3,,,2021/22
transfermarkt,I1,2022-05-22,spezia calcio,napoli,0,3,,,2021/22
transfermarkt,I1,2022-05-22,venezia,cagliari,0,0,,,2021/22
transfermarkt,SP1,2022-05-22,alavés,cádiz cf,0,1,,,2021/22
transfermarkt,SP1,2022-05-22,barcelona,villarreal,0,2,,,2021/22
transfermarkt,SP1,2022-05-22,ca osasuna,rcd mallorca,0,2,,,2021/22
transfermarkt,SP1,2022-05-22,elche cf,getafe,3,1,,,2021/22
transfermarkt,SP1,2022-05-22,granada cf,espanyol,0,0,,,2021/22
transfermarkt,SP1,2022-05-22,real sociedad,atlético,1,2,,,2021/22
transfermarkt,SP1,2022-05-22,sevilla fc,athletic club,1,0,,,2021/22
transfermarkt,E1,2022-07-29,huddersfield,burnley,0,1,,,2022/23
transfermarkt,E1,2022-07-30,blackburn,qpr,1,0,,,2022/23
transfermarkt,E1,2022-07-30,blackpool,reading,1,0,,,2022/23
transfermarkt,E1,2022-07-30,cardiff,norwich,1,0,,,2022/23
transfermarkt,E1,2022-07-30,hull city,bristol city,2,1,,,2022/23
transfermarkt,E1,2022-07-30,luton,birmingham,0,0,,,2022/23
transfermarkt,E1,2022-07-30,middlesbrough,west brom,1,1,,,2022/23
transfermarkt,E1,2022-07-30,millwall,stoke city,2,0,,,2022/23
transfermarkt,E1,2022-07-30,rotherham,swansea,1,1,,,2022/23
transfermarkt,E1,2022-07-30,wigan,preston,0,0,,,2022/23
transfermarkt,E1,2022-07-31,sunderland,coventry,1,1,,,2022/23
transfermarkt,E1,2022-08-01,watford,sheff utd,1,0,,,2022/23
transfermarkt,D1,2022-08-05,frankfurt,bayern munich,1,6,,,2022/23
transfermarkt,E0,2022-08-05,crystal palace,arsenal,0,2,,,2022/23
transfermarkt,E1,2022-08-05,birmingham,huddersfield,2,1,,,2022/23
transfermarkt,F1,2022-08-05,lyon,ac ajaccio,2,1,,,2022/23
transfermarkt,N1,2022-08-05,heerenveen,sparta r.,0,0,,,2022/23
transfermarkt,P1,2022-08-05,benfica,arouca,4,0,,,2022/23
transfermarkt,D1,2022-08-06,augsburg,freiburg,0,4,,,2022/23
transfermarkt,D1,2022-08-06,dortmund,leverkusen,1,0,,,2022/23
transfermarkt,D1,2022-08-06,mönchengladbach,hoffenheim,3,1,,,2022/23
transfermarkt,D1,2022-08-06,union berlin,hertha bsc,3,1,,,2022/23
transfermarkt,D1,2022-08-06,vfl bochum,mainz,1,2,,,2022/23
transfermarkt,D1,2022-08-06,wolfsburg,werder bremen,2,2,,,2022/23
transfermarkt,E0,2022-08-06,bournemouth,aston villa,2,0,,,2022/23
transfermarkt,E0,2022-08-06,everton,chelsea,0,1,,,2022/23
transfermarkt,E0,2022-08-06,fulham,liverpool,2,2,,,2022/23
transfermarkt,E0,2022-08-06,leeds,wolves,2,1,,,2022/23
transfermarkt,E0,2022-08-06,newcastle,nott'm forest,2,0,,,2022/23
transfermarkt,E0,2022-08-06,tottenham,southampton,4,1,,,2022/23
transfermarkt,E1,2022-08-06,bristol city,sunderland,2,3,,,2022/23
transfermarkt,E1,2022-08-06,burnley,luton,1,1,,,2022/23
transfermarkt,E1,2022-08-06,norwich,wigan,1,1,,,2022/23
transfermarkt,E1,2022-08-06,preston,hull city,0,0,,,2022/23
transfermarkt,E1,2022-08-06,qpr,middlesbrough,3,2,,,2022/23
transfermarkt,E1,2022-08-06,reading,cardiff,2,1,,,2022/23
transfermarkt,E1,2022-08-06,sheff utd,millwall,2,0,,,2022/23
transfermarkt,E1,2022-08-06,stoke city,blackpool,2,0,,,2022/23
transfermarkt,E1,2022-08-06,swansea,blackburn,0,3,,,2022/23
transfermarkt,F1,2022-08-06,clermont foot,psg,0,5,,,2022/23
transfermarkt,F1,2022-08-06,r. strasbourg,monaco,1,2,,,2022/23
transfermarkt,N1,2022-08-06,fortuna sittard,ajax,2,3,,,2022/23
transfermarkt,N1,2022-08-06,psv,fc emmen,4,1,,,2022/23
transfermarkt,N1,2022-08-06,rkc waalwijk,utrecht,2,2,,,2022/23
transfermarkt,N1,2022-08-06,sc cambuur,excelsior,0,2,,,2022/23
transfermarkt,P1,2022-08-06,estoril,famalicão,2,0,,,2022/23
transfermarkt,P1,2022-08-06,porto,marítimo,5,1,,,2022/23
transfermarkt,P1,2022-08-06,rio ave,vizela,0,1,,,2022/23
transfermarkt,D1,2022-08-07,1.fc köln,fc schalke 04,3,1,,,2022/23
transfermarkt,D1,2022-08-07,stuttgart,leipzig,1,1,,,2022/23
transfermarkt,E0,2022-08-07,leicester,brentford,2,2,,,2022/23
transfermarkt,E0,2022-08-07,man utd,brighton,1,2,,,2022/23
transfermarkt,E0,2022-08-07,west ham,man city,0,2,,,2022/23
transfermarkt,F1,2022-08-07,angers sco,fc nantes,0,0,,,2022/23
transfermarkt,F1,2022-08-07,lens,stade brestois,3,2,,,2022/23
transfermarkt,F1,2022-08-07,lille,aj auxerre,4,1,,,2022/23
transfermarkt,F1,2022-08-07,marseille,stade reims,4,1,,,2022/23
transfermarkt,F1,2022-08-07,montpellier,troyes,3,2,,,2022/23
transfermarkt,F1,2022-08-07,stade rennais,fc lorient,0,1,,,2022/23
transfermarkt,F1,2022-08-07,toulouse,nice,1,1,,,2022/23
transfermarkt,N1,2022-08-07,az alkmaar,go ahead eagles,2,0,,,2022/23
transfermarkt,N1,2022-08-07,fc groningen,fc volendam,2,2,,,2022/23
transfermarkt,N1,2022-08-07,nec nijmegen,fc twente,0,1,,,2022/23
transfermarkt,N1,2022-08-07,vitesse,feyenoord,2,5,,,2022/23
transfermarkt,P1,2022-08-07,braga,sporting,3,3,,,2022/23
transfermarkt,P1,2022-08-07,chaves,vit. guimarães,0,1,,,2022/23
transfermarkt,P1,2022-08-07,portimonense,boavista,0,1,,,2022/23
transfermarkt,P1,2022-08-07,santa clara,casa pia,0,0,,,2022/23
transfermarkt,E1,2022-08-08,west brom,watford,1,1,,,2022/23
transfermarkt,P1,2022-08-08,gil vicente,paços ferreira,1,0,,,2022/23
transfermarkt,D1,2022-08-12,freiburg,dortmund,1,3,,,2022/23
transfermarkt,E1,2022-08-12,watford,burnley,1,0,,,2022/23
transfermarkt,F1,2022-08-12,fc nantes,lille,1,1,,,2022/23
transfermarkt,N1,2022-08-12,excelsior,vitesse,3,1,,,2022/23
transfermarkt,P1,2022-08-12,famalicão,braga,0,3,,,2022/23
transfermarkt,SP1,2022-08-12,ca osasuna,sevilla fc,2,1,,,2022/23
transfermarkt,D1,2022-08-13,fc schalke 04,mönchengladbach,2,2,,,2022/23
transfermarkt,D1,2022-08-13,hertha bsc,frankfurt,1,1,,,2022/23
transfermarkt,D1,2022-08-13,hoffenheim,vfl bochum,3,2,,,2022/23
transfermarkt,D1,2022-08-13,leipzig,1.fc köln,2,2,,,2022/23
transfermarkt,D1,2022-08-13,leverkusen,augsburg,1,2,,,2022/23
transfermarkt,D1,2022-08-13,werder bremen,stuttgart,2,2,,,2022/23
transfermarkt,E0,2022-08-13,arsenal,leicester,4,2,,,2022/23
transfermarkt,E0,2022-08-13,aston villa,everton,2,1,,,2022/23
transfermarkt,E0,2022-08-13,brentford,man utd,4,0,,,2022/23
transfermarkt,E0,2022-08-13,brighton,newcastle,0,0,,,2022/23
transfermarkt,E0,2022-08-13,man city,bournemouth,4,0,,,2022/23
transfermarkt,E0,2022-08-13,southampton,leeds,2,2,,,2022/23
transfermarkt,E0,2022-08-13,wolves,fulham,0,0,,,2022/23
transfermarkt,E1,2022-08-13,blackpool,swansea,0,1,,,2022/23
transfermarkt,E1,2022-08-13,cardiff,birmingham,1,0,,,2022/23
transfermarkt,E1,2022-08-13,huddersfield,stoke city,3,1,,,2022/23
transfermarkt,E1,2022-08-13,hull city,norwich,2,1,,,2022/23
transfermarkt,E1,2022-08-13,luton,preston,0,1,,,2022/23
transfermarkt,E1,2022-08-13,millwall,coventry,3,2,,,2022/23
transfermarkt,E1,2022-08-13,rotherham,reading,4,0,,,2022/23
transfermarkt,E1,2022-08-13,sunderland,qpr,2,2,,,2022/23
transfermarkt,E1,2022-08-13,wigan,bristol city,1,1,,,2022/23
transfermarkt,F1,2022-08-13,monaco,stade rennais,1,1,,,2022/23
transfermarkt,F1,2022-08-13,psg,montpellier,5,2,,,2022/23
transfermarkt,I1,2022-08-13,ac milan,udinese,4,2,,,2022/23
transfermarkt,I1,2022-08-13,lecce,inter,1,2,,,2022/23
transfermarkt,I1,2022-08-13,monza,torino,1,2,,,2022/23
transfermarkt,I1,2022-08-13,sampdoria,atalanta,0,2,,,2022/23
transfermarkt,N1,2022-08-13,fc emmen,rkc waalwijk,1,1,,,2022/23
transfermarkt,N1,2022-08-13,feyenoord,heerenveen,0,0,,,2022/23
transfermarkt,N1,2022-08-13,go ahead eagles,psv,2,5,,,2022/23
transfermarkt,N1,2022-08-13,utrecht,sc cambuur,0,0,,,2022/23
transfermarkt,P1,2022-08-13,casa pia,benfica,0,1,,,2022/23
transfermarkt,P1,2022-08-13,sporting,rio ave,3,0,,,2022/23
transfermarkt,SP1,2022-08-13,barcelona,rayo vallecano,0,0,,,2022/23
transfermarkt,SP1,2022-08-13,celta de vigo,espanyol,2,2,,,2022/23
transfermarkt,SP1,2022-08-13,real valladolid,villarreal,0,3,,,2022/23
transfermarkt,D1,2022-08-14,bayern munich,wolfsburg,2,0,,,2022/23
transfermarkt,D1,2022-08-14,mainz,union berlin,0,0,,,2022/23
transfermarkt,E0,2022-08-14,chelsea,tottenham,2,2,,,2022/23
transfermarkt,E0,2022-08-14,nott'm forest,west ham,1,0,,,2022/23
transfermarkt,E1,2022-08-14,blackburn,west brom,2,1,,,2022/23
transfermarkt,E1,2022-08-14,middlesbrough,sheff utd,2,2,,,2022/23
transfermarkt,F1,2022-08-14,ac ajaccio,lens,0,0,,,2022/23
transfermarkt,F1,2022-08-14,aj auxerre,angers sco,2,2,,,2022/23
transfermarkt,F1,2022-08-14,nice,r. strasbourg,1,1,,,2022/23
transfermarkt,F1,2022-08-14,stade brestois,marseille,1,1,,,2022/23
transfermarkt,F1,2022-08-14,stade reims,clermont foot,2,4,,,2022/23
transfermarkt,F1,2022-08-14,troyes,toulouse,0,3,,,2022/23
transfermarkt,I1,2022-08-14,fiorentina,cremonese,3,2,,,2022/23
transfermarkt,I1,2022-08-14,lazio,bologna,2,1,,,2022/23
transfermarkt,I1,2022-08-14,salernitana,roma,0,1,,,2022/23
transfermarkt,I1,2022-08-14,spezia calcio,fc empoli,1,0,,,2022/23
transfermarkt,N1,2022-08-14,ajax,fc groningen,6,1,,,2022/23
transfermarkt,N1,2022-08-14,fc twente,fortuna sittard,3,0,,,2022/23
transfermarkt,N1,2022-08-14,fc volendam,nec nijmegen,1,4,,,2022/23
transfermarkt,N1,2022-08-14,sparta r.,az alkmaar,2,3,,,2022/23
transfermarkt,P1,2022-08-14,boavista,santa clara,2,1,,,2022/23
transfermarkt,P1,2022-08-14,vit. guimarães,estoril,1,0,,,2022/23
transfermarkt,P1,2022-08-14,vizela,porto,0,1,,,2022/23
transfermarkt,SP1,2022-08-14,cádiz cf,real sociedad,0,1,,,2022/23
transfermarkt,SP1,2022-08-14,ud almería,real madrid,1,2,,,2022/23
transfermarkt,SP1,2022-08-14,valencia,girona,1,0,,,2022/23
transfermarkt,E0,2022-08-15,liverpool,crystal palace,1,1,,,2022/23
transfermarkt,I1,2022-08-15,hellas verona,napoli,2,5,,,2022/23
transfermarkt,I1,2022-08-15,juventus,sassuolo,3,0,,,2022/23
transfermarkt,P1,2022-08-15,arouca,gil vicente,1,0,,,2022/23
transfermarkt,P1,2022-08-15,marítimo,chaves,1,2,,,2022/23
transfermarkt,P1,2022-08-15,paços ferreira,portimonense,0,3,,,2022/23
transfermarkt,SP1,2022-08-15,athletic club,rcd mallorca,0,0,,,2022/23
transfermarkt,SP1,2022-08-15,getafe,atlético,0,3,,,2022/23
transfermarkt,SP1,2022-08-15,real betis,elche cf,3,0,,,2022/23
transfermarkt,E1,2022-08-16,birmingham,watford,1,1,,,2022/23
transfermarkt,E1,2022-08-16,bristol city,luton,2,0,,,2022/23
transfermarkt,E1,2022-08-16,burnley,hull city,1,1,,,2022/23
transfermarkt,E1,2022-08-16,norwich,huddersfield,2,1,,,2022/23
transfermarkt,E1,2022-08-16,preston,rotherham,0,0,,,2022/23
transfermarkt,E1,2022-08-16,qpr,blackpool,0,1,,,2022/23
transfermarkt,E1,2022-08-16,swansea,millwall,2,2,,,2022/23
transfermarkt,E1,2022-08-17,reading,blackburn,3,0,,,2022/23
transfermarkt,E1,2022-08-17,sheff utd,sunderland,2,1,,,2022/23
transfermarkt,E1,2022-08-17,stoke city,middlesbrough,2,2,,,2022/23
transfermarkt,E1,2022-08-17,west brom,cardiff,0,0,,,2022/23
transfermarkt,D1,2022-08-19,mönchengladbach,hertha bsc,1,0,,,2022/23
transfermarkt,E1,2022-08-19,norwich,millwall,2,0,,,2022/23
transfermarkt,F1,2022-08-19,lyon,troyes,4,1,,,2022/23
transfermarkt,P1,2022-08-19,estoril,rio ave,2,2,,,2022/23
transfermarkt,SP1,2022-08-19,espanyol,rayo vallecano,0,2,,,2022/23
transfermarkt,SP1,2022-08-19,sevilla fc,real valladolid,1,1,,,2022/23
transfermarkt,D1,2022-08-20,augsburg,mainz,1,2,,,2022/23
transfermarkt,D1,2022-08-20,dortmund,werder bremen,2,3,,,2022/23
transfermarkt,D1,2022-08-20,leverkusen,hoffenheim,0,3,,,2022/23
transfermarkt,D1,2022-08-20,stuttgart,freiburg,0,1,,,2022/23
transfermarkt,D1,2022-08-20,union berlin,leipzig,2,1,,,2022/23
transfermarkt,D1,2022-08-20,wolfsburg,fc schalke 04,0,0,,,2022/23
transfermarkt,E0,2022-08-20,bournemouth,arsenal,0,3,,,2022/23
transfermarkt,E0,2022-08-20,crystal palace,aston villa,3,1,,,2022/23
transfermarkt,E0,2022-08-20,everton,nott'm forest,1,1,,,2022/23
transfermarkt,E0,2022-08-20,fulham,brentford,3,2,,,2022/23
transfermarkt,E0,2022-08-20,leicester,southampton,1,2,,,2022/23
transfermarkt,E0,2022-08-20,tottenham,wolves,1,0,,,2022/23
transfermarkt,E1,2022-08-20,birmingham,wigan,0,1,,,2022/23
transfermarkt,E1,2022-08-20,burnley,blackpool,3,3,,,2022/23
transfermarkt,E1,2022-08-20,preston,watford,0,0,,,2022/23
transfermarkt,E1,2022-08-20,qpr,rotherham,1,1,,,2022/23
transfermarkt,E1,2022-08-20,reading,middlesbrough,1,0,,,2022/23
transfermarkt,E1,2022-08-20,sheff utd,blackburn,3,0,,,2022/23
transfermarkt,E1,2022-08-20,stoke city,sunderland,0,1,,,2022/23
transfermarkt,E1,2022-08-20,swansea,luton,0,2,,,2022/23
transfermarkt,E1,2022-08-20,west brom,hull city,5,2,,,2022/23
transfermarkt,F1,2022-08-20,marseille,fc nantes,2,1,,,2022/23
transfermarkt,F1,2022-08-20,monaco,lens,1,4,,,2022/23
transfermarkt,I1,2022-08-20,inter,spezia calcio,3,0,,,2022/23
transfermarkt,I1,2022-08-20,sassuolo,lecce,1,0,,,2022/23
transfermarkt,I1,2022-08-20,torino,lazio,0,0,,,2022/23
transfermarkt,I1,2022-08-20,udinese,salernitana,0,0,,,2022/23
transfermarkt,N1,2022-08-20,fc emmen,utrecht,3,2,,,2022/23
transfermarkt,N1,2022-08-20,fortuna sittard,sc cambuur,1,4,,,2022/23
transfermarkt,N1,2022-08-20,vitesse,heerenveen,0,4,,,2022/23
transfermarkt,P1,2022-08-20,chaves,vizela,1,1,,,2022/23
transfermarkt,P1,2022-08-20,porto,sporting,3,0,,,2022/23
transfermarkt,P1,2022-08-20,santa clara,arouca,1,2,,,2022/23
transfermarkt,SP1,2022-08-20,ca osasuna,cádiz cf,2,0,,,2022/23
