surface,match_date,winner,loser,score,s1_score,s1_type,s2_score,actual_tb_s2,p_hold_w,p_hold_l,tb_base,tb_adj,delta_tb,p_adj_w,p_adj_l
Grass,2023-07-03,Elena Rybakina,Katie Boulter,6-1 6-1,6-1,Blowout,6-1,0,0.9585,0.3342,0.0046,0.0122,0.0075,0.9,0.3409
Grass,2023-07-03,Beatriz Haddad Maia,Sorana Cirstea,6-2 6-2,6-2,Blowout,6-2,0,0.8741,0.4458,0.0383,0.0505,0.0122,0.8391,0.4547
Grass,2023-07-03,Marketa Vondrousova,Donna Vekic,6-1 7-5,6-1,Blowout,7-5,0,0.9412,0.6122,0.0819,0.1058,0.0239,0.9,0.6245
Grass,2023-07-03,Elina Svitolina,Sofia Kenin,7-6(3) 6-2,7-6,TB,6-2,0,0.8751,0.6482,0.1286,0.0969,-0.0318,0.9,0.6093
Grass,2023-07-03,Victoria Azarenka,Daria Kasatkina,6-2 6-4,6-2,Blowout,6-4,0,0.7201,0.4734,0.0888,0.0984,0.0096,0.6913,0.4829
Grass,2023-07-03,Lesia Tsurenko,Ana Bogdan,4-6 6-3 7-6(18),4-6,Normal,6-3,0,0.4627,0.384,0.1229,0.1229,0.0,0.4627,0.384
Grass,2023-07-03,Belinda Bencic,Magda Linette,6-3 6-1,6-3,Normal,6-1,0,0.799,0.4764,0.0692,0.0692,0.0,0.799,0.4764
Grass,2023-07-03,Danielle Collins,Julia Grabher,6-4 6-4,6-4,Normal,6-4,0,0.9354,0.6919,0.1414,0.1526,0.0112,0.9,0.6919
Grass,2023-07-03,Iga Swiatek,Petra Martic,6-2 7-5,6-2,Blowout,7-5,0,0.7357,0.4247,0.0689,0.0792,0.0104,0.7063,0.4332
Grass,2023-07-03,Jelena Ostapenko,Greet Minnen,6-1 6-2,6-1,Blowout,6-2,0,0.8152,0.3391,0.0265,0.0349,0.0084,0.7826,0.3459
Grass,2023-07-03,Katie Boulter,Daria Saville,7-6(4) 6-2,7-6,TB,6-2,0,0.8342,0.5777,0.1013,0.075,-0.0263,0.8676,0.543
Grass,2023-07-03,Marketa Vondrousova,Jessica Pegula,6-4 2-6 6-4,6-4,Normal,2-6,0,0.6732,0.6419,0.1425,0.1425,0.0,0.6732,0.6419
Grass,2023-07-03,Iga Swiatek,Lin Zhu,6-1 6-3,6-1,Blowout,6-3,0,0.866,0.3836,0.0252,0.0347,0.0094,0.8313,0.3913
Grass,2023-07-03,Nadia Podoroska,Tereza Martincova,3-6 7-6(5) 6-4,3-6,Normal,7-6,1,0.8203,0.7809,0.2155,0.2155,0.0,0.8203,0.7809
Grass,2023-07-03,Elisabetta Cocciaretto,Camila Osorio,6-3 6-4,6-3,Normal,6-4,0,0.4773,0.144,0.0701,0.0701,0.0,0.4773,0.144
Grass,2023-07-03,Katerina Siniakova,Qinwen Zheng,6-3 7-5,6-3,Normal,7-5,0,0.6364,0.4671,0.105,0.105,0.0,0.6364,0.4671
Grass,2023-07-03,Magda Linette,Jil Teichmann,6-3 6-2,6-3,Normal,6-2,0,0.8215,0.5793,0.1055,0.1055,0.0,0.8215,0.5793
Grass,2023-07-03,Barbora Krejcikova,Heather Watson,6-2 7-5,6-2,Blowout,7-5,0,0.9749,0.6644,0.1004,0.1417,0.0413,0.9,0.6777
Grass,2023-07-03,Dalma Galfi,Linda Noskova,6-7(6) 6-2 6-2,6-7,TB,6-2,0,0.9168,0.7595,0.2114,0.2341,0.0226,0.8618,0.7899
Grass,2023-07-03,Sloane Stephens,Rebecca Peterson,6-2 6-3,6-2,Blowout,6-3,0,0.7801,0.3532,0.0372,0.0465,0.0093,0.7489,0.3602
Grass,2023-07-03,Marketa Vondrousova,Peyton Stearns,6-2 7-5,6-2,Blowout,7-5,0,0.9029,0.5749,0.0775,0.0959,0.0183,0.8667,0.5864
Grass,2023-07-03,Veronika Kudermetova,Kaia Kanepi,7-6(4) 6-4,7-6,TB,6-4,0,0.9168,0.8022,0.2606,0.2068,-0.0539,0.9,0.7541
Grass,2023-07-03,Ana Bogdan,Liudmila Samsonova,7-6(1) 7-6(4),7-6,TB,7-6,1,0.7094,0.6691,0.1519,0.1402,-0.0117,0.7377,0.629
Grass,2023-07-03,Lesia Tsurenko,Claire Liu,6-3 3-6 6-4,6-3,Normal,3-6,0,0.6842,0.6979,0.154,0.154,0.0,0.6842,0.6979
Grass,2023-07-03,Viktorija Golubic,Anna Karolina Schmiedlova,6-3 7-6(4),6-3,Normal,7-6,1,0.7647,0.5807,0.1185,0.1185,0.0,0.7647,0.5807
Grass,2023-07-03,Cristina Bucsa,Kamilla Rakhimova,6-3 4-6 7-6(9),6-3,Normal,4-6,0,0.6122,0.5423,0.1239,0.1239,0.0,0.6122,0.5423
Grass,2023-07-03,Ons Jabeur,Zhuoxuan Bai,6-1 6-1,6-1,Blowout,6-1,0,0.9735,0.2366,0.0007,0.0038,0.0031,0.9,0.2413
Grass,2023-07-03,Madison Keys,Sonay Kartal,6-0 6-3,6-0,Blowout,6-3,0,0.8473,0.4387,0.0434,0.0553,0.0119,0.8134,0.4475
Grass,2023-07-03,Alycia Parks,Anna Lena Friedsam,6-4 6-3,6-4,Normal,6-3,0,0.839,0.5329,0.0796,0.0796,0.0,0.839,0.5329
Grass,2023-07-03,Beatriz Haddad Maia,Yulia Putintseva,3-6 6-0 6-4,3-6,Normal,6-0,0,0.856,0.5793,0.0957,0.0957,0.0,0.856,0.5793
Grass,2023-07-03,Rebeka Masarova,Mayar Sherif,7-5 3-6 7-6(6),7-5,7-5,3-6,0,0.8716,0.7357,0.1917,0.1587,-0.0329,0.8977,0.6989
Grass,2023-07-03,Jodie Burrage,Caty Mcnally,6-1 6-3,6-1,Blowout,6-3,0,0.8933,0.4481,0.0338,0.0461,0.0123,0.8576,0.457
Grass,2023-07-03,Belinda Bencic,Katie Swan,7-5 6-2,7-5,7-5,6-2,0,0.8709,0.6732,0.1461,0.1163,-0.0298,0.897,0.6396
Grass,2023-07-03,Marie Bouzkova,Simona Waltert,6-1 6-4,6-1,Blowout,6-4,0,0.7889,0.6122,0.1279,0.1372,0.0093,0.7573,0.6245
Grass,2023-07-03,Donna Vekic,Shuai Zhang,6-2 6-3,6-2,Blowout,6-3,0,0.8473,0.4458,0.0455,0.0577,0.0122,0.8134,0.4547
Grass,2023-07-03,Sara Sorribes Tormo,Martina Trevisan,6-3 6-1,6-3,Normal,6-1,0,0.8481,0.4764,0.0552,0.0552,0.0,0.8481,0.4764
Grass,2023-07-03,Elina Svitolina,Venus Williams,6-4 6-3,6-4,Normal,6-3,0,0.7772,0.4653,0.0713,0.0713,0.0,0.7772,0.4653
Grass,2023-07-03,Natalija Stevanovic,Karolina Pliskova,6-2 6-3,6-2,Blowout,6-3,0,0.9412,0.6075,0.0792,0.1029,0.0237,0.9,0.6196
Grass,2023-07-03,Daria Kasatkina,Caroline Dolehide,6-1 6-4,6-1,Blowout,6-4,0,0.7492,0.4082,0.0602,0.0706,0.0104,0.7193,0.4163
Grass,2023-07-03,Diane Parry,Harriet Dart,6-7(4) 6-0 6-4,6-7,TB,6-0,0,0.6541,0.543,0.1211,0.1274,0.0063,0.6148,0.5647
Grass,2023-07-03,Barbora Strycova,Maryna Zanevska,6-1 7-5,6-1,Blowout,7-5,0,0.8865,0.5,0.0518,0.0666,0.0148,0.8511,0.51
Grass,2023-07-03,Aryna Sabalenka,Ekaterina Alexandrova,6-4 6-0,6-4,Normal,6-0,0,0.9201,0.5236,0.0492,0.0561,0.0069,0.9,0.5236
Grass,2023-07-03,Anett Kontaveit,Lucrezia Stefanini,6-4 6-4,6-4,Normal,6-4,0,0.7124,0.5181,0.1053,0.1053,0.0,0.7124,0.5181
Grass,2023-07-03,Jessica Pegula,Lauren Davis,6-2 6-7(8) 6-3,6-2,Blowout,6-7,1,0.8657,0.7094,0.1722,0.183,0.0108,0.831,0.7235
Grass,2023-07-03,Viktoriya Tomova,Bernarda Pera,6-7(3) 6-3 6-3,6-7,TB,6-3,0,0.6876,0.5483,0.1188,0.1277,0.0089,0.6463,0.5703
Grass,2023-07-03,Sofia Kenin,Coco Gauff,6-4 4-6 6-2,6-4,Normal,4-6,0,0.9021,0.7263,0.1808,0.1812,0.0003,0.9,0.7263
Grass,2023-07-03,Alize Cornet,Nao Hibino,6-2 6-2,6-2,Blowout,6-2,0,0.8359,0.4207,0.0413,0.0525,0.0112,0.8025,0.4291
Grass,2023-07-03,Elina Svitolina,Iga Swiatek,7-5 6-7(5) 6-2,7-5,7-5,6-7,1,0.8164,0.6962,0.1671,0.1445,-0.0226,0.8409,0.6614
Grass,2023-07-03,Xin Yu Wang,Storm Hunter,6-3 6-1,6-3,Normal,6-1,0,0.6553,0.2366,0.039,0.039,0.0,0.6553,0.2366
Grass,2023-07-03,Caroline Garcia,Leylah Fernandez,3-6 6-4 7-6(6),3-6,Normal,6-4,0,0.779,0.7809,0.201,0.201,0.0,0.779,0.7809
Grass,2023-07-03,Varvara Gracheva,Camila Giorgi,6-2 6-4,6-2,Blowout,6-4,0,0.8637,0.5367,0.0736,0.0888,0.0153,0.8291,0.5475
Grass,2023-07-03,Leylah Fernandez,Kateryna Baindl,6-4 4-6 6-4,6-4,Normal,4-6,0,0.6364,0.5877,0.1311,0.1311,0.0,0.6364,0.5877
Grass,2023-07-03,Aryna Sabalenka,Panna Udvardy,6-3 6-1,6-3,Normal,6-1,0,0.9613,0.4554,0.0181,0.034,0.0159,0.9,0.4554
Grass,2023-07-03,Caroline Garcia,Katie Volynets,6-4 6-3,6-4,Normal,6-3,0,0.8008,0.5347,0.0912,0.0912,0.0,0.8008,0.5347
Grass,2023-07-03,Ekaterina Alexandrova,Emma Navarro,6-4 6-3,6-4,Normal,6-3,0,0.7357,0.6048,0.1317,0.1317,0.0,0.7357,0.6048
Grass,2023-07-03,Madison Brengle,Sara Errani,6-3 6-1,6-3,Normal,6-1,0,0.6658,0.226,0.0341,0.0341,0.0,0.6658,0.226
Grass,2023-07-03,Anna Blinkova,Yanina Wickmayer,6-2 4-6 6-3,6-2,Blowout,4-6,0,0.5807,0.3581,0.0912,0.099,0.0078,0.5574,0.3653
Grass,2023-07-03,Mirra Andreeva,Xiyu Wang,6-4 3-6 7-5,6-4,Normal,3-6,0,0.7893,0.856,0.232,0.232,0.0,0.7893,0.856
Grass,2023-07-03,Anastasia Potapova,Celine Naef,6-3 6-3,6-3,Normal,6-3,0,0.6999,0.3969,0.0698,0.0698,0.0,0.6999,0.3969
Grass,2023-07-03,Marta Kostyuk,Maria Sakkari,0-6 7-5 6-2,0-6,Blowout,7-5,0,0.6578,0.6393,0.1407,0.1366,-0.0041,0.6709,0.6138
Grass,2023-07-03,Paula Badosa,Alison Riske Amritraj,6-3 6-3,6-3,Normal,6-3,0,0.8741,0.6208,0.1123,0.1123,0.0,0.8741,0.6208
Grass,2023-07-03,Zhuoxuan Bai,Ysaline Bonaventure,7-6(0) 6-1,7-6,TB,6-1,0,0.8644,0.5593,0.0834,0.0573,-0.0261,0.899,0.5258
Grass,2023-07-03,Elise Mertens,Viktoria Hruncakova,7-6(2) 6-2,7-6,TB,6-2,0,0.7782,0.5828,0.1169,0.0945,-0.0224,0.8093,0.5478
Grass,2023-07-03,Aryna Sabalenka,Varvara Gracheva,2-6 7-5 6-2,2-6,Blowout,7-5,0,0.8342,0.6766,0.1546,0.1355,-0.019,0.8509,0.6496
Grass,2023-07-03,Bianca Andreescu,Anna Bondar,6-3 3-6 6-2,6-3,Normal,3-6,0,0.7444,0.8085,0.1927,0.1927,0.0,0.7444,0.8085
Grass,2023-07-03,Anhelina Kalinina,Jessica Bouzas Maneiro,6-4 6-3,6-4,Normal,6-3,0,0.7277,0.5527,0.1143,0.1143,0.0,0.7277,0.5527
Grass,2023-07-03,Kaja Juvan,Margarita Gasparyan,6-0 6-3,6-0,Blowout,6-3,0,0.7801,0.3034,0.0263,0.034,0.0078,0.7489,0.3095
Grass,2023-07-03,Tamara Korpatsch,Carol Zhao,1-6 6-4 6-2,1-6,Blowout,6-4,0,0.6772,0.6364,0.1417,0.136,-0.0057,0.6908,0.6109
Grass,2023-07-03,Aliaksandra Sasnovich,Nuria Parrizas Diaz,6-2 6-1,6-2,Blowout,6-1,0,0.7214,0.1565,0.0121,0.0164,0.0043,0.6926,0.1597
Grass,2023-07-03,Ons Jabeur,Magdalena Frech,6-3 6-3,6-3,Normal,6-3,0,0.856,0.5593,0.0861,0.0861,0.0,0.856,0.5593
Grass,2023-07-03,Irina Camelia Begu,Rebecca Marino,6-2 3-6 6-2,6-2,Blowout,3-6,0,0.8126,0.5895,0.1125,0.1245,0.012,0.7801,0.6013
Grass,2023-07-03,Jaqueline Cristian,Lucia Bronzetti,6-3 6-4,6-3,Normal,6-4,0,0.6972,0.5856,0.1287,0.1287,0.0,0.6972,0.5856
Grass,2023-07-03,Sorana Cirstea,Tatjana Maria,6-1 2-6 6-3,6-1,Blowout,2-6,0,0.7251,0.6122,0.1351,0.1396,0.0044,0.6961,0.6245
Grass,2023-07-03,Elena Rybakina,Shelby Rogers,4-6 6-1 6-2,4-6,Normal,6-1,0,0.9492,0.6364,0.0931,0.1132,0.0201,0.9,0.6364
Grass,2023-07-03,Jule Niemeier,Karolina Muchova,6-4 5-7 6-1,6-4,Normal,5-7,0,0.7947,0.6527,0.1461,0.1461,0.0,0.7947,0.6527
Grass,2024-06-10,Jessica Pegula,Aliaksandra Sasnovich,6-2 6-2,6-2,Blowout,6-2,0,0.8776,0.3792,0.022,0.031,0.009,0.8425,0.3868
Grass,2024-06-10,Emma Raducanu,Daria Snigur,6-2 6-2,6-2,Blowout,6-2,0,0.7713,0.5255,0.095,0.106,0.0109,0.7405,0.536
Grass,2024-06-10,Veronika Kudermetova,Zhuoxuan Bai,7-5 6-1,7-5,7-5,6-1,0,0.9564,0.5542,0.0473,0.0573,0.01,0.9,0.5265
Grass,2024-06-10,Emma Raducanu,Ena Shibahara,6-1 6-4,6-1,Blowout,6-4,0,0.7955,0.401,0.046,0.0566,0.0106,0.7637,0.409
Grass,2024-06-10,Ons Jabeur,Camila Osorio,6-2 6-3,6-2,Blowout,6-3,0,0.9331,0.5499,0.0547,0.0734,0.0187,0.8958,0.5609
Grass,2024-06-10,Dalma Galfi,Aleksandra Krunic,7-5 6-3,7-5,7-5,6-3,0,0.9045,0.7295,0.1833,0.1535,-0.0299,0.9,0.693
Grass,2024-06-10,Dalma Galfi,Veronika Kudermetova,6-3 3-6 7-5,6-3,Normal,3-6,0,0.8451,0.7806,0.2224,0.2224,0.0,0.8451,0.7806
Grass,2024-06-10,Ashlyn Krueger,Yafan Wang,6-3 6-3,6-3,Normal,6-3,0,0.856,0.5613,0.087,0.087,0.0,0.856,0.5613
Grass,2024-06-10,Francesca Jones,Caroline Dolehide,7-6(3) 6-3,7-6,TB,6-3,0,0.9186,0.721,0.1728,0.1418,-0.031,0.9,0.6777
Grass,2024-06-10,Linda Fruhvirtova,Yuriko Miyazaki,6-4 7-5,6-4,Normal,7-5,0,0.7536,0.5486,0.108,0.108,0.0,0.7536,0.5486
Grass,2024-06-10,Karolina Pliskova,Alycia Parks,6-4 6-4,6-4,Normal,6-4,0,0.809,0.543,0.0925,0.0925,0.0,0.809,0.543
Grass,2024-06-10,Daria Snigur,Marta Kostyuk,6-3 6-3,6-3,Normal,6-3,0,0.8896,0.5593,0.0749,0.0749,0.0,0.8896,0.5593
Grass,2024-06-10,Lucrezia Stefanini,Lin Zhu,7-6(4) 3-6 7-5,7-6,TB,3-6,0,0.532,0.5971,0.1231,0.1255,0.0025,0.5533,0.5613
Grass,2024-06-10,Bianca Andreescu,Dalma Galfi,6-4 6-2,6-4,Normal,6-2,0,0.7961,0.5446,0.0966,0.0966,0.0,0.7961,0.5446
Grass,2024-06-10,Heather Watson,Kayla Day,4-6 6-0 6-4,4-6,Normal,6-0,0,0.8809,0.6976,0.1613,0.1613,0.0,0.8809,0.6976
Grass,2024-06-10,Katie Boulter,Harriet Dart,6-7(5) 6-4 7-5,6-7,TB,6-4,0,0.6789,0.5491,0.1201,0.1281,0.008,0.6382,0.5711
Grass,2024-06-10,Kimberly Birrell,Emily Appleton,6-3 7-5,6-3,Normal,7-5,0,0.8286,0.6623,0.1471,0.1471,0.0,0.8286,0.6623
Grass,2024-06-10,Katie Boulter,Rebecca Marino,6-4 6-3,6-4,Normal,6-3,0,0.9076,0.5777,0.0771,0.08,0.0028,0.9,0.5777
Grass,2024-06-10,Magdalena Frech,Nao Hibino,6-1 6-4,6-1,Blowout,6-4,0,0.9051,0.5566,0.0681,0.0859,0.0178,0.8689,0.5678
Grass,2024-06-10,Rebecca Marino,Viktorija Golubic,6-1 6-4,6-1,Blowout,6-4,0,0.7357,0.3878,0.0576,0.0677,0.0101,0.7063,0.3955
Grass,2024-06-10,Dalma Galfi,Arantxa Rus,6-0 6-3,6-0,Blowout,6-3,0,0.9451,0.3878,0.0111,0.0206,0.0094,0.9,0.3955
Grass,2024-06-10,Greet Minnen,Donna Vekic,6-1 0-6 7-5,6-1,Blowout,0-6,0,0.7044,0.659,0.1489,0.1484,-0.0005,0.6762,0.6722
Grass,2024-06-10,Aleksandra Krunic,Jessika Ponchet,4-6 6-2 6-1,4-6,Normal,6-2,0,0.8767,0.5866,0.0927,0.0927,0.0,0.8767,0.5866
Grass,2024-06-10,Robin Montgomery,Jule Niemeier,6-3 6-3,6-3,Normal,6-3,0,0.9065,0.6401,0.1133,0.1156,0.0023,0.9,0.6401
Grass,2024-06-10,Aleksandra Krunic,Jessica Pegula,7-6(3) 6-7(3) 6-4,7-6,TB,6-7,1,0.8476,0.7998,0.237,0.2049,-0.0322,0.8815,0.7518
Grass,2024-06-10,Liudmila Samsonova,Celine Naef,7-5 6-2,7-5,7-5,6-2,0,0.922,0.5899,0.0777,0.0717,-0.006,0.9,0.5604
Grass,2024-06-10,Tatjana Maria,Emiliana Arango,4-6 7-6(7) 7-6(6),4-6,Normal,7-6,1,0.7124,0.6776,0.1544,0.1544,0.0,0.7124,0.6776
Grass,2024-06-10,Diane Parry,Cristina Bucsa,6-3 6-2,6-3,Normal,6-2,0,0.9405,0.5305,0.0445,0.0588,0.0144,0.9,0.5305
Grass,2024-06-10,Naomi Osaka,Suzan Lamens,6-2 6-2,6-2,Blowout,6-2,0,0.9492,0.5,0.0318,0.0511,0.0193,0.9,0.51
Grass,2024-06-10,Yue Yuan,Diana Shnaider,1-6 6-4 6-3,1-6,Blowout,6-4,0,0.8625,0.8208,0.2599,0.237,-0.023,0.8797,0.788
Grass,2024-06-10,Francesca Jones,Ashlyn Krueger,6-4 4-6 7-5,6-4,Normal,4-6,0,0.8027,0.7854,0.2118,0.2118,0.0,0.8027,0.7854
Grass,2024-06-10,Emina Bektas,Anna Blinkova,6-4 6-0,6-4,Normal,6-0,0,0.7694,0.3636,0.0424,0.0424,0.0,0.7694,0.3636
Grass,2024-06-10,Bianca Andreescu,Yue Yuan,6-4 6-4,6-4,Normal,6-4,0,0.8946,0.6842,0.1481,0.1481,0.0,0.8946,0.6842
Grass,2024-06-10,Ekaterina Alexandrova,Emina Bektas,7-5 6-4,7-5,7-5,6-4,0,0.8852,0.7418,0.1962,0.1629,-0.0333,0.9,0.7047
Grass,2024-06-10,Magdalena Frech,Tatjana Maria,3-6 6-3 6-1,3-6,Normal,6-3,0,0.774,0.66,0.1508,0.1508,0.0,0.774,0.66
Grass,2024-06-10,Karolina Pliskova,Ons Jabeur,7-6(8) 6-7(3) 7-5,7-6,TB,6-7,1,0.8481,0.864,0.2844,0.2608,-0.0236,0.8821,0.8122
Grass,2024-06-10,Karolina Pliskova,Heather Watson,6-4 6-4,6-4,Normal,6-4,0,0.7243,0.5613,0.1178,0.1178,0.0,0.7243,0.5613
Grass,2024-06-10,Liudmila Samsonova,Bianca Andreescu,4-6 6-3 7-5,4-6,Normal,6-3,0,0.7713,0.6631,0.1522,0.1522,0.0,0.7713,0.6631
Grass,2024-06-10,Ons Jabeur,Linda Fruhvirtova,6-2 6-1,6-2,Blowout,6-1,0,0.9092,0.4126,0.0219,0.0321,0.0102,0.8729,0.4209
Grass,2024-06-10,Bianca Andreescu,Naomi Osaka,6-4 3-6 7-6(3),6-4,Normal,3-6,0,0.8096,0.8347,0.2384,0.2384,0.0,0.8096,0.8347
Grass,2024-06-10,Suzan Lamens,Bernarda Pera,4-6 6-2 6-4,4-6,Normal,6-2,0,0.6957,0.5117,0.1065,0.1065,0.0,0.6957,0.5117
Grass,2024-06-10,Celine Naef,Elizabeth Mandlik,7-6(4) 1-6 6-4,7-6,TB,1-6,0,0.7049,0.7669,0.1692,0.1691,-0.0001,0.7331,0.7209
Grass,2024-06-10,Robin Montgomery,Magda Linette,6-7(4) 6-3 7-5,6-7,TB,6-3,0,0.8989,0.8469,0.3079,0.2932,-0.0147,0.845,0.8807
Grass,2024-06-10,Ekaterina Alexandrova,Robin Montgomery,6-4 6-3,6-4,Normal,6-3,0,0.7961,0.5899,0.1164,0.1164,0.0,0.7961,0.5899
Grass,2024-06-10,Bianca Andreescu,Eva Vedder,4-6 6-3 6-2,4-6,Normal,6-3,0,0.8316,0.702,0.1699,0.1699,0.0,0.8316,0.702
Grass,2024-06-10,Ekaterina Alexandrova,Arina Rodionova,6-3 6-4,6-3,Normal,6-4,0,0.8473,0.6682,0.1475,0.1475,0.0,0.8473,0.6682
Grass,2024-06-10,Liudmila Samsonova,Greet Minnen,6-4 7-5,6-4,Normal,7-5,0,0.7976,0.7482,0.1926,0.1926,0.0,0.7976,0.7482
Grass,2024-06-10,Greet Minnen,Rebeka Masarova,6-2 6-4,6-2,Blowout,6-4,0,0.9261,0.5416,0.054,0.0719,0.018,0.8891,0.5524
Grass,2024-06-10,Diane Parry,Daria Saville,6-4 6-1,6-4,Normal,6-1,0,0.8137,0.4345,0.0511,0.0511,0.0,0.8137,0.4345
Grass,2024-06-10,Daria Saville,Clara Burel,6-3 6-3,6-3,Normal,6-3,0,0.5176,0.221,0.0768,0.0768,0.0,0.5176,0.221
Grass,2024-06-10,Katie Boulter,Karolina Pliskova,4-6 6-3 6-2,4-6,Normal,6-3,0,0.779,0.581,0.116,0.116,0.0,0.779,0.581
Grass,2024-06-10,Jule Niemeier,Clara Tauson,6-4 6-7(3) 6-4,6-4,Normal,6-7,1,0.8126,0.7713,0.2079,0.2079,0.0,0.8126,0.7713
Grass,2024-06-10,Donna Vekic,Tamara Korpatsch,6-1 6-3,6-1,Blowout,6-3,0,0.866,0.3636,0.0214,0.0299,0.0085,0.8313,0.3709
Grass,2024-06-10,Katie Boulter,Emma Raducanu,6-7(13) 6-3 6-4,6-7,TB,6-3,0,0.8266,0.7157,0.1782,0.1864,0.0082,0.777,0.7443
Grass,2024-06-10,Diane Parry,Kimberly Birrell,6-3 7-6(4),6-3,Normal,7-6,1,0.7357,0.6364,0.1429,0.1429,0.0,0.7357,0.6364
Grass,2024-06-10,Liudmila Samsonova,Alison Van Uytvanck,6-1 6-3,6-1,Blowout,6-3,0,0.7418,0.3575,0.0476,0.0572,0.0096,0.7122,0.3647
Grass,2024-06-10,Katie Boulter,Magdalena Frech,6-2 6-4,6-2,Blowout,6-4,0,0.8914,0.5828,0.0857,0.1035,0.0178,0.8557,0.5944
Grass,2024-06-10,Naomi Osaka,Elise Mertens,6-2 6-4,6-2,Blowout,6-4,0,0.9418,0.6999,0.1461,0.1706,0.0245,0.9,0.7139
Grass,2024-06-10,Liudmila Samsonova,Ekaterina Alexandrova,6-3 6-7(1) 6-1,6-3,Normal,6-7,1,0.6541,0.4481,0.0963,0.0963,0.0,0.6541,0.4481
Grass,2024-06-10,Karolina Pliskova,Diane Parry,6-7(9) 6-1 6-4,6-7,TB,6-1,0,0.8457,0.5886,0.1034,0.1268,0.0235,0.795,0.6122
Grass,2024-06-10,Kimberly Birrell,Lucrezia Stefanini,6-4 6-7(5) 6-0,6-4,Normal,6-7,1,0.6881,0.457,0.0911,0.0911,0.0,0.6881,0.457
Grass,2024-06-17,Elisabetta Cocciaretto,Jelena Ostapenko,6-3 6-3,6-3,Normal,6-3,0,0.7854,0.5983,0.1223,0.1223,0.0,0.7854,0.5983
Grass,2024-06-17,Ons Jabeur,Xin Yu Wang,6-4 7-6(4),6-4,Normal,7-6,1,0.7295,0.5749,0.1219,0.1219,0.0,0.7295,0.5749
Grass,2024-06-17,Elena Rybakina,Veronika Kudermetova,6-4 7-5,6-4,Normal,7-5,0,0.8716,0.6432,0.1265,0.1265,0.0,0.8716,0.6432
Grass,2024-06-17,Coco Gauff,Ekaterina Alexandrova,7-6(6) 6-2,7-6,TB,6-2,0,0.9418,0.6623,0.1148,0.1047,-0.0102,0.9,0.6226
Grass,2024-06-17,Marie Bouzkova,Heather Watson,3-6 6-4 7-5,3-6,Normal,6-4,0,0.6541,0.6732,0.1448,0.1448,0.0,0.6541,0.6732
Grass,2024-06-17,Anastasia Potapova,Elina Avanesyan,6-4 6-4,6-4,Normal,6-4,0,0.7423,0.5575,0.1135,0.1135,0.0,0.7423,0.5575
Grass,2024-06-17,Diana Shnaider,Amelia Rajecki,7-5 6-3,7-5,7-5,6-3,0,0.8247,0.6441,0.1376,0.1145,-0.0231,0.8495,0.6119
Grass,2024-06-17,Lucia Bronzetti,Magdalena Frech,2-6 6-3 6-4,2-6,Blowout,6-3,0,0.6623,0.721,0.1509,0.1513,0.0004,0.6756,0.6922
Grass,2024-06-17,Ajla Tomljanovic,Anna Blinkova,6-2 6-1,6-2,Blowout,6-1,0,0.7411,0.2643,0.0262,0.0334,0.0072,0.7114,0.2696
Grass,2024-06-17,Lin Zhu,Sorana Cirstea,7-6(2) 6-2,7-6,TB,6-2,0,0.9311,0.7713,0.224,0.1801,-0.0439,0.9,0.725
Grass,2024-06-17,Yulia Putintseva,Clara Burel,6-3 6-4,6-3,Normal,6-4,0,0.779,0.5,0.0833,0.0833,0.0,0.779,0.5
Grass,2024-06-17,Harriet Dart,Moyuka Uchijima,6-3 6-3,6-3,Normal,6-3,0,0.7429,0.3986,0.059,0.059,0.0,0.7429,0.3986
Grass,2024-06-17,Donna Vekic,Jule Niemeier,1-6 6-1 6-3,1-6,Blowout,6-1,0,0.7753,0.7124,0.1731,0.1612,-0.0119,0.7908,0.6839
Grass,2024-06-17,Elise Mertens,Caroline Wozniacki,6-4 6-1,6-4,Normal,6-1,0,0.856,0.4653,0.0492,0.0492,0.0,0.856,0.4653
Grass,2024-06-17,Anastasia Potapova,Lucia Bronzetti,6-3 7-5,6-3,Normal,7-5,0,0.7601,0.5655,0.1133,0.1133,0.0,0.7601,0.5655
Grass,2024-06-17,Sloane Stephens,Yue Yuan,6-3 6-3,6-3,Normal,6-3,0,0.7418,0.4802,0.0857,0.0857,0.0,0.7418,0.4802
Grass,2024-06-17,Aryna Sabalenka,Daria Kasatkina,6-1 6-4,6-1,Blowout,6-4,0,0.9104,0.5542,0.0651,0.0831,0.018,0.874,0.5653
Grass,2024-06-17,Barbora Krejcikova,Harriet Dart,6-3 6-4,6-3,Normal,6-4,0,0.8989,0.6732,0.1388,0.1388,0.0,0.8989,0.6732
Grass,2024-06-17,Barbora Krejcikova,Daria Saville,6-1 7-6(5),6-1,Blowout,7-6,1,0.8896,0.6122,0.1023,0.1202,0.018,0.854,0.6245
Grass,2024-06-17,Ekaterina Alexandrova,Beatriz Haddad Maia,6-4 6-4,6-4,Normal,6-4,0,0.953,0.6919,0.1343,0.1526,0.0184,0.9,0.6919
Grass,2024-06-17,Linda Noskova,Angelique Kerber,7-6(4) 2-6 6-4,7-6,TB,2-6,0,0.8288,0.794,0.2261,0.1998,-0.0263,0.8619,0.7464
