surface,match_date,winner,loser,score,s1_score,s1_type,s2_score,actual_tb_s2,p_hold_w,p_hold_l,tb_base,tb_adj,delta_tb,p_adj_w,p_adj_l
Grass,2015-06-08,Marina Erakovic,Carina Witthoeft,6-4 7-6(5),6-4,Normal,7-6,1,0.8852,0.7949,0.2449,0.2449,0.0,0.8852,0.7949
Grass,2015-06-08,Yaroslava Shvedova,Marina Erakovic,6-4 6-4,6-4,Normal,6-4,0,0.9112,0.8062,0.2641,0.2608,-0.0033,0.9,0.8062
Grass,2015-06-08,Kristina Mladenovic,Kurumi Nara,6-7(4) 6-3 6-3,6-7,TB,6-3,0,0.7655,0.6145,0.1323,0.1439,0.0116,0.7196,0.6391
Grass,2015-06-08,Annika Beck,Klara Koukalova,6-4 6-4,6-4,Normal,6-4,0,0.5219,0.4269,0.117,0.117,0.0,0.5219,0.4269
Grass,2015-06-08,Monica Puig,Lucie Hradecka,7-6(5) 7-6(5),7-6,TB,7-6,1,0.9092,0.863,0.3371,0.2665,-0.0706,0.9,0.8112
Grass,2015-06-08,Jelena Jankovic,Annika Beck,6-4 6-1,6-4,Normal,6-1,0,0.8371,0.4207,0.041,0.041,0.0,0.8371,0.4207
Grass,2015-06-08,Kristina Mladenovic,Timea Babos,7-6(4) 4-6 6-2,7-6,TB,4-6,0,0.8269,0.7926,0.2246,0.1987,-0.0258,0.86,0.745
Grass,2015-06-08,Kiki Bertens,Anastasia Pavlyuchenkova,6-2 6-2,6-2,Blowout,6-2,0,0.9065,0.6256,0.1041,0.1237,0.0196,0.8703,0.6381
Grass,2015-06-08,Yaroslava Shvedova,Eugenie Bouchard,6-4 1-6 6-4,6-4,Normal,1-6,0,0.7121,0.7669,0.172,0.172,0.0,0.7121,0.7669
Grass,2015-06-08,Jelena Jankovic,Andrea Hlavackova,6-1 6-4,6-1,Blowout,6-4,0,0.9661,0.6801,0.1178,0.1541,0.0363,0.9,0.6937
Grass,2015-06-08,Camila Giorgi,Michaella Krajicek,6-7(2) 6-2 6-4,6-7,TB,6-2,0,0.983,0.7966,0.2576,0.2864,0.0288,0.9,0.8285
Grass,2015-06-08,Camila Giorgi,Yaroslava Shvedova,4-6 6-3 7-6(9),4-6,Normal,6-3,0,0.9239,0.7908,0.2476,0.244,-0.0036,0.9,0.7908
Grass,2015-06-08,Andrea Hlavackova,Lesia Tsurenko,6-2 2-6 6-3,6-2,Blowout,2-6,0,0.7263,0.7694,0.1778,0.1673,-0.0106,0.6972,0.7848
Grass,2015-06-08,Kurumi Nara,Kirsten Flipkens,1-6 7-6(4) 6-4,1-6,Blowout,7-6,1,0.6252,0.7806,0.135,0.1428,0.0079,0.6377,0.7493
Grass,2015-06-08,Belinda Bencic,Jelena Jankovic,6-3 6-3,6-3,Normal,6-3,0,0.8398,0.5886,0.1051,0.1051,0.0,0.8398,0.5886
Grass,2015-06-08,Alison Van Uytvanck,Evgeniya Rodina,7-5 6-3,7-5,7-5,6-3,0,0.8062,0.5828,0.1109,0.0912,-0.0197,0.8304,0.5536
Grass,2015-06-08,Kiki Bertens,Shuai Zhang,7-6(7) 6-1,7-6,TB,6-1,0,0.8193,0.6364,0.1345,0.1065,-0.028,0.852,0.5982
Grass,2015-06-08,Camila Giorgi,Irina Falconi,7-5 6-2,7-5,7-5,6-2,0,0.9451,0.5416,0.0469,0.0527,0.0058,0.9,0.5145
Grass,2015-06-08,Tatjana Maria,Katerina Siniakova,6-4 6-2,6-4,Normal,6-2,0,0.9344,0.7063,0.1545,0.1641,0.0096,0.9,0.7063
Grass,2015-06-08,Coco Vandeweghe,Tatjana Maria,7-5 6-4,7-5,7-5,6-4,0,0.9749,0.8062,0.2748,0.2183,-0.0565,0.9,0.7659
Grass,2015-06-08,Anastasia Pavlyuchenkova,Maria Sanchez,6-2 7-6(4),6-2,Blowout,7-6,1,0.8852,0.729,0.1853,0.1971,0.0117,0.8498,0.7435
Grass,2015-06-08,Coco Vandeweghe,Cristina Andreea Mitu,7-6(1) 6-1,7-6,TB,6-1,0,0.9521,0.6676,0.1143,0.1077,-0.0066,0.9,0.6276
Grass,2015-06-08,Belinda Bencic,Jessica Pegula,6-2 7-6(3),6-2,Blowout,7-6,1,0.6902,0.5,0.1039,0.1116,0.0078,0.6626,0.51
Grass,2015-06-08,Michaella Krajicek,Oceane Dodin,7-5 6-4,7-5,7-5,6-4,0,0.9119,0.9228,0.4325,0.3468,-0.0857,0.9,0.8766
Grass,2015-06-08,Annika Beck,Urszula Radwanska,6-2 6-4,6-2,Blowout,6-4,0,0.7519,0.5,0.0902,0.1007,0.0104,0.7218,0.51
Grass,2015-06-08,Belinda Bencic,Alison Van Uytvanck,6-3 6-2,6-3,Normal,6-2,0,0.8096,0.3391,0.0276,0.0276,0.0,0.8096,0.3391
Grass,2015-06-08,Jelena Jankovic,Tereza Smitkova,7-5 6-4,7-5,7-5,6-4,0,0.9065,0.7854,0.2392,0.1992,-0.04,0.9,0.7461
Grass,2015-06-08,Belinda Bencic,Kristina Mladenovic,7-6(4) 6-7(4) 7-5,7-6,TB,6-7,1,0.8417,0.7165,0.1786,0.1452,-0.0334,0.8753,0.6735
Grass,2015-06-08,Kiki Bertens,Coco Vandeweghe,6-4 6-1,6-4,Normal,6-1,0,0.9604,0.5886,0.0606,0.0856,0.0249,0.9,0.5886
Grass,2015-06-08,Camila Giorgi,Kiki Bertens,6-2 6-4,6-2,Blowout,6-4,0,0.9645,0.694,0.1309,0.1655,0.0346,0.9,0.7079
Grass,2015-06-08,Lauren Davis,Magda Linette,5-7 7-6(13) 6-2,5-7,7-5,7-6,1,0.7544,0.7165,0.1717,0.1689,-0.0029,0.7167,0.738
Grass,2015-06-08,Casey Dellacqua,Sesil Karatantcheva,7-5 6-3,7-5,7-5,6-3,0,0.9145,0.7513,0.2031,0.1704,-0.0327,0.9,0.7138
Grass,2015-06-08,Ana Konjuh,Alison Riske Amritraj,6-4 6-3,6-4,Normal,6-3,0,0.9193,0.694,0.1487,0.1543,0.0055,0.9,0.694
Grass,2015-06-08,Magda Linette,Daniela Hantuchova,6-2 4-6 7-6(4),6-2,Blowout,4-6,0,0.5499,0.4434,0.1149,0.119,0.004,0.5279,0.4522
Grass,2015-06-08,Monica Niculescu,Varvara Lepchenko,4-6 6-3 6-1,4-6,Normal,6-3,0,0.6888,0.456,0.0906,0.0906,0.0,0.6888,0.456
Grass,2015-06-08,Christina Mchale,Jarmila Gajdosova,6-4 6-3,6-4,Normal,6-3,0,0.9057,0.856,0.3246,0.32,-0.0045,0.9,0.856
Grass,2015-06-08,Yanina Wickmayer,Karin Knapp,6-4 6-2,6-4,Normal,6-2,0,0.8809,0.6676,0.1399,0.1399,0.0,0.8809,0.6676
Grass,2015-06-08,Bojana Jovanovski,Nicole Gibbs,6-1 3-6 6-4,6-1,Blowout,3-6,0,0.593,0.5474,0.1253,0.1261,0.0008,0.5692,0.5583
Grass,2015-06-08,Ana Konjuh,Monica Niculescu,1-6 6-4 6-2,1-6,Blowout,6-4,0,0.6888,0.8232,0.1626,0.17,0.0074,0.7026,0.7903
Grass,2015-06-08,Ana Konjuh,Shelby Rogers,6-0 6-3,6-0,Blowout,6-3,0,0.9613,0.5953,0.0635,0.0957,0.0321,0.9,0.6072
Grass,2015-06-08,Olga Govortsova,Katy Dunne,6-1 6-2,6-1,Blowout,6-2,0,0.8008,0.3268,0.0269,0.0351,0.0082,0.7687,0.3333
Grass,2015-06-08,Johanna Konta,Magdalena Rybarikova,6-3 6-3,6-3,Normal,6-3,0,0.8741,0.5,0.0557,0.0557,0.0,0.8741,0.5
Grass,2015-06-08,Sachia Vickery,Zarina Diyas,4-6 7-6(5) 6-1,4-6,Normal,7-6,1,0.5933,0.5,0.1183,0.1183,0.0,0.5933,0.5
Grass,2015-06-08,Johanna Konta,Monica Puig,4-6 6-4 7-6(5),4-6,Normal,6-4,0,0.808,0.6857,0.1617,0.1617,0.0,0.808,0.6857
Grass,2015-06-08,Sachia Vickery,Qiang Wang,7-6(2) 7-5,7-6,TB,7-5,0,0.8351,0.6262,0.1258,0.0965,-0.0294,0.8685,0.5886
Grass,2015-06-08,Lauren Davis,Ajla Tomljanovic,4-6 7-6(1) 7-5,4-6,Normal,7-6,1,0.9184,0.821,0.2852,0.2777,-0.0076,0.9,0.821
Grass,2015-06-08,Mirjana Lucic,Stefanie Voegele,6-0 4-6 6-3,6-0,Blowout,4-6,0,0.9057,0.5278,0.0558,0.0723,0.0166,0.8695,0.5383
Grass,2015-06-08,Agnieszka Radwanska,Alla Kudryavtseva,6-0 6-3,6-0,Blowout,6-3,0,0.8865,0.5,0.0518,0.0666,0.0148,0.8511,0.51
Grass,2015-06-08,Alison Riske Amritraj,Saisai Zheng,6-3 6-4,6-3,Normal,6-4,0,0.9097,0.6999,0.1565,0.159,0.0025,0.9,0.6999
Grass,2015-06-08,Monica Niculescu,Olga Govortsova,2-6 7-5 7-5,2-6,Blowout,7-5,0,0.5403,0.525,0.1237,0.122,-0.0017,0.5511,0.504
Grass,2015-06-08,Agnieszka Radwanska,Christina Mchale,6-3 6-1,6-3,Normal,6-1,0,0.866,0.3436,0.0179,0.0179,0.0,0.866,0.3436
Grass,2015-06-08,Alison Riske Amritraj,Mirjana Lucic,6-3 6-4,6-3,Normal,6-4,0,0.8809,0.6152,0.1069,0.1069,0.0,0.8809,0.6152
Grass,2015-06-08,Yanina Wickmayer,Bojana Jovanovski,6-0 6-4,6-0,Blowout,6-4,0,0.9076,0.4755,0.0375,0.0513,0.0138,0.8713,0.485
Grass,2015-06-08,Zarina Diyas,Francesca Schiavone,7-6(5) 7-6(6),7-6,TB,7-6,1,0.6491,0.7914,0.1447,0.1563,0.0116,0.6751,0.7439
Grass,2015-06-08,Camila Giorgi,Belinda Bencic,7-5 6-3,7-5,7-5,6-3,0,0.9364,0.8933,0.4177,0.3109,-0.1068,0.9,0.8487
Grass,2015-06-08,Agnieszka Radwanska,Lauren Davis,6-2 6-2,6-2,Blowout,6-2,0,0.8332,0.4345,0.0459,0.0576,0.0117,0.7999,0.4432
Grass,2015-06-08,Monica Niculescu,Johanna Konta,6-2 2-6 6-2,6-2,Blowout,2-6,0,0.7669,0.5731,0.1151,0.1244,0.0094,0.7362,0.5846
Grass,2015-06-08,Monica Niculescu,Agnieszka Radwanska,5-7 6-4 6-0,5-7,7-5,6-4,0,0.9128,0.7914,0.2468,0.2573,0.0104,0.8672,0.8151
Grass,2015-06-08,Ana Konjuh,Casey Dellacqua,6-4 6-2,6-4,Normal,6-2,0,0.9168,0.6414,0.1103,0.1165,0.0062,0.9,0.6414
Grass,2015-06-15,Magdalena Rybarikova,Garbine Muguruza,6-3 6-1,6-3,Normal,6-1,0,0.8435,0.3447,0.0221,0.0221,0.0,0.8435,0.3447
Grass,2015-06-15,Anna Karolina Schmiedlova,Bojana Jovanovski,6-2 6-3,6-2,Blowout,6-3,0,0.9104,0.5212,0.0517,0.068,0.0164,0.874,0.5316
Grass,2015-06-15,Tsvetana Pironkova,Katie Swan,6-2 6-2,6-2,Blowout,6-2,0,0.8985,0.5566,0.0705,0.088,0.0175,0.8626,0.5678
Grass,2015-06-15,Karolina Pliskova,Zarina Diyas,6-2 6-2,6-2,Blowout,6-2,0,0.7976,0.457,0.0628,0.0746,0.0118,0.7657,0.4661
Grass,2015-06-15,Daniela Hantuchova,Irina Camelia Begu,4-6 7-6(10) 6-4,4-6,Normal,7-6,1,0.823,0.7958,0.225,0.225,0.0,0.823,0.7958
Grass,2015-06-15,Simona Halep,Klara Koukalova,6-1 6-3,6-1,Blowout,6-3,0,0.934,0.5,0.0367,0.0522,0.0155,0.8966,0.51
Grass,2015-06-15,Angelique Kerber,Tsvetana Pironkova,6-4 2-6 6-4,6-4,Normal,2-6,0,0.7686,0.8208,0.2086,0.2086,0.0,0.7686,0.8208
Grass,2015-06-15,Carla Suarez Navarro,Timea Babos,6-2 3-6 6-4,6-2,Blowout,3-6,0,0.7701,0.7453,0.1852,0.1807,-0.0045,0.7393,0.7603
Grass,2015-06-15,Jelena Jankovic,Casey Dellacqua,7-6(11) 6-3,7-6,TB,6-3,0,0.8818,0.782,0.2318,0.189,-0.0428,0.9,0.735
Grass,2015-06-15,Barbora Strycova,Lucie Hradecka,6-3 6-4,6-3,Normal,6-4,0,0.8666,0.6273,0.1183,0.1183,0.0,0.8666,0.6273
Grass,2015-06-15,Belinda Bencic,Mirjana Lucic,7-5 6-3,7-5,7-5,6-3,0,0.9029,0.7429,0.1959,0.1637,-0.0322,0.9,0.7057
Grass,2015-06-15,Sabine Lisicki,Belinda Bencic,6-1 7-6(4),6-1,Blowout,7-6,1,0.9346,0.7565,0.2063,0.2239,0.0176,0.8972,0.7717
Grass,2015-06-15,Michelle Larcher De Brito,Ana Ivanovic,6-4 3-6 7-6(6),6-4,Normal,3-6,0,0.8439,0.8505,0.2713,0.2713,0.0,0.8439,0.8505
Grass,2015-06-15,Katerina Siniakova,Andrea Petkovic,4-6 6-1 7-6(4),4-6,Normal,6-1,0,0.8247,0.6982,0.1679,0.1679,0.0,0.8247,0.6982
Grass,2015-06-15,Casey Dellacqua,Lauren Davis,6-4 6-1,6-4,Normal,6-1,0,0.856,0.659,0.1401,0.1401,0.0,0.856,0.659
Grass,2015-06-15,Kristina Mladenovic,Barbora Strycova,7-6(4) 6-2,7-6,TB,6-2,0,0.9008,0.7225,0.1778,0.1429,-0.0349,0.9,0.6792
Grass,2015-06-15,Daniela Hantuchova,Marina Erakovic,7-6(6) 6-4,7-6,TB,6-4,0,0.8955,0.9119,0.3883,0.3216,-0.0667,0.9,0.8572
Grass,2015-06-15,Magdalena Rybarikova,Anna Karolina Schmiedlova,7-6(0) 6-1,7-6,TB,6-1,0,0.8955,0.7034,0.1628,0.1298,-0.033,0.9,0.6612
Grass,2015-06-15,Marina Erakovic,Petra Cetkovska,6-4 6-2,6-4,Normal,6-2,0,0.9316,0.7536,0.2034,0.2063,0.0029,0.9,0.7536
Grass,2015-06-15,Christina Mchale,Misaki Doi,6-3 6-4,6-3,Normal,6-4,0,0.8896,0.6425,0.1206,0.1206,0.0,0.8896,0.6425
Grass,2015-06-15,Svetlana Kuznetsova,Aleksandra Krunic,6-2 6-1,6-2,Blowout,6-1,0,0.9261,0.4407,0.0237,0.0353,0.0116,0.8891,0.4495
Grass,2015-06-15,Angelique Kerber,Jelena Jankovic,6-4 6-2,6-4,Normal,6-2,0,0.9241,0.7444,0.1946,0.1976,0.0029,0.9,0.7444
Grass,2015-06-15,Naomi Broady,Ajla Tomljanovic,6-3 6-4,6-3,Normal,6-4,0,0.9492,0.729,0.1721,0.1836,0.0114,0.9,0.729
Grass,2015-06-15,Simona Halep,Naomi Broady,6-4 6-2,6-4,Normal,6-2,0,0.8985,0.5446,0.0652,0.0652,0.0,0.8985,0.5446
Grass,2015-06-15,Karolina Pliskova,Johanna Konta,3-6 6-3 6-4,3-6,Normal,6-3,0,0.888,0.8126,0.2636,0.2636,0.0,0.888,0.8126
Grass,2015-06-15,Kristina Mladenovic,Eugenie Bouchard,6-3 4-6 6-0,6-3,Normal,4-6,0,0.8682,0.8115,0.2545,0.2545,0.0,0.8682,0.8115
Grass,2015-06-15,Katerina Siniakova,Kurumi Nara,6-3 7-6(3),6-3,Normal,7-6,1,0.6732,0.4663,0.0972,0.0972,0.0,0.6732,0.4663
Grass,2015-06-15,Kristina Mladenovic,Alison Riske Amritraj,6-3 7-6(7),6-3,Normal,7-6,1,0.9057,0.8232,0.2828,0.2802,-0.0026,0.9,0.8232
Grass,2015-06-15,Zarina Diyas,Kateryna Bondarenko,7-6(7) 7-6(5),7-6,TB,7-6,1,0.8247,0.8062,0.2317,0.2082,-0.0235,0.8577,0.7578
Grass,2015-06-15,Misaki Doi,Monica Puig,6-4 6-1,6-4,Normal,6-1,0,0.839,0.5918,0.1069,0.1069,0.0,0.839,0.5918
Grass,2015-06-15,Karolina Pliskova,Kristina Mladenovic,6-2 7-6(6),6-2,Blowout,7-6,1,0.9393,0.7815,0.2365,0.2508,0.0143,0.9,0.7971
Grass,2015-06-15,Sabine Lisicki,Daniela Hantuchova,7-6(2) 6-2,7-6,TB,6-2,0,0.8852,0.7435,0.1977,0.1582,-0.0395,0.9,0.6989
Grass,2015-06-15,Carla Suarez Navarro,Svetlana Kuznetsova,6-3 6-4,6-3,Normal,6-4,0,0.9029,0.6999,0.1583,0.159,0.0007,0.9,0.6999
Grass,2015-06-15,Johanna Konta,Jarmila Gajdosova,6-1 6-3,6-1,Blowout,6-3,0,0.9367,0.5761,0.0649,0.0853,0.0204,0.8992,0.5876
Grass,2015-06-15,Angelique Kerber,Karolina Pliskova,6-7(5) 6-3 7-6(4),6-7,TB,6-3,0,0.9008,0.722,0.1773,0.2019,0.0246,0.8467,0.7509
Grass,2015-06-15,Sabine Lisicki,Magdalena Rybarikova,7-6(7) 6-4,7-6,TB,6-4,0,0.8914,0.7453,0.199,0.1596,-0.0395,0.9,0.7006
Grass,2015-06-15,Klara Koukalova,Caroline Garcia,6-3 6-0,6-3,Normal,6-0,0,0.9492,0.3532,0.007,0.0138,0.0068,0.9,0.3532
Grass,2015-06-15,Christina Mchale,Alize Cornet,4-6 6-2 6-2,4-6,Normal,6-2,0,0.7225,0.5978,0.1305,0.1305,0.0,0.7225,0.5978
Grass,2015-06-15,Svetlana Kuznetsova,Karin Knapp,7-6(4) 5-7 6-2,7-6,TB,5-7,0,0.8844,0.8506,0.3018,0.2535,-0.0483,0.9,0.7996
Grass,2015-06-15,Timea Babos,Roberta Vinci,6-2 6-7(5) 7-6(5),6-2,Blowout,6-7,1,0.8048,0.74,0.1898,0.1893,-0.0005,0.7726,0.7548
Grass,2015-06-15,Angelique Kerber,Katerina Siniakova,6-2 6-4,6-2,Blowout,6-4,0,0.8321,0.6869,0.1609,0.1694,0.0086,0.7989,0.7006
Grass,2015-06-15,Katerina Siniakova,Christina Mchale,6-4 6-0,6-4,Normal,6-0,0,0.7519,0.3586,0.0454,0.0454,0.0,0.7519,0.3586
Grass,2015-06-15,Kristina Mladenovic,Simona Halep,2-6 6-0 7-6(4),2-6,Blowout,6-0,0,0.8435,0.804,0.2384,0.2193,-0.0191,0.8603,0.7718
Grass,2015-06-15,Klara Koukalova,Coco Vandeweghe,7-5 6-3,7-5,7-5,6-3,0,0.799,0.5512,0.0987,0.0805,-0.0182,0.8229,0.5237
Grass,2015-06-15,Barbora Strycova,Monica Niculescu,6-2 3-6 6-2,6-2,Blowout,3-6,0,0.8976,0.7854,0.2379,0.2432,0.0053,0.8617,0.8011
Grass,2015-06-15,Victoria Azarenka,Varvara Lepchenko,7-6(7) 6-4,7-6,TB,6-4,0,0.9119,0.7023,0.1579,0.1291,-0.0288,0.9,0.6602
Grass,2015-06-15,Daniela Hantuchova,Michelle Larcher De Brito,6-4 7-5,6-4,Normal,7-5,0,0.9313,0.7153,0.1639,0.1717,0.0077,0.9,0.7153
Grass,2015-06-15,Karolina Pliskova,Carla Suarez Navarro,6-2 6-2,6-2,Blowout,6-2,0,0.8457,0.3268,0.0186,0.026,0.0074,0.8119,0.3333
Grass,2015-06-15,Angelique Kerber,Sabine Lisicki,6-3 6-3,6-3,Normal,6-3,0,0.9724,0.7063,0.139,0.1641,0.0252,0.9,0.7063
Grass,2015-06-15,Aleksandra Krunic,Heather Watson,7-6(5) 6-4,7-6,TB,6-4,0,0.904,0.9104,0.3994,0.3198,-0.0796,0.9,0.8558
Grass,2015-06-15,Caroline Garcia,Tatjana Maria,6-2 2-6 7-6(6),6-2,Blowout,2-6,0,0.7139,0.7684,0.1729,0.1619,-0.011,0.6854,0.7838
Grass,2015-06-22,Caroline Wozniacki,Jarmila Gajdosova,7-6(4) 6-2,7-6,TB,6-2,0,0.8062,0.5416,0.0927,0.0701,-0.0226,0.8384,0.5091
Grass,2015-06-22,Karolina Pliskova,Casey Dellacqua,6-4 7-5,6-4,Normal,7-5,0,0.9143,0.7299,0.182,0.1844,0.0024,0.9,0.7299
Grass,2015-06-22,Coco Vandeweghe,Monica Niculescu,7-5 2-6 6-1,7-5,7-5,2-6,0,0.8101,0.6547,0.1454,0.1237,-0.0217,0.8344,0.622
Grass,2015-06-22,Svetlana Kuznetsova,Flavia Pennetta,6-3 6-4,6-3,Normal,6-4,0,0.9641,0.809,0.2787,0.2639,-0.0148,0.9,0.809
Grass,2015-06-22,Sloane Stephens,Heather Watson,6-2 6-3,6-2,Blowout,6-3,0,0.8247,0.5198,0.0784,0.0918,0.0134,0.7917,0.5302
Grass,2015-06-22,Agnieszka Radwanska,Karolina Pliskova,6-2 6-1,6-2,Blowout,6-1,0,0.9613,0.5255,0.0352,0.0611,0.0258,0.9,0.536
Grass,2015-06-22,Agnieszka Radwanska,Tsvetana Pironkova,6-2 6-2,6-2,Blowout,6-2,0,0.987,0.4554,0.0119,0.0365,0.0246,0.9,0.4646
Grass,2015-06-22,Andrea Petkovic,Coco Vandeweghe,6-3 6-4,6-3,Normal,6-4,0,0.7414,0.5828,0.1231,0.1231,0.0,0.7414,0.5828
Grass,2015-06-22,Andrea Petkovic,Caroline Garcia,6-2 6-4,6-2,Blowout,6-4,0,0.8965,0.5953,0.0904,0.1088,0.0184,0.8606,0.6072
Grass,2015-06-22,Agnieszka Radwanska,Sloane Stephens,6-1 6-7(3) 6-2,6-1,Blowout,6-7,1,0.7573,0.6068,0.1302,0.1373,0.0071,0.727,0.619
Grass,2015-06-22,Johanna Konta,Kate Makarova,6-2 6-4,6-2,Blowout,6-4,0,0.8763,0.4622,0.0425,0.0554,0.013,0.8413,0.4714
Grass,2015-06-22,Belinda Bencic,Johanna Konta,2-6 6-0 6-3,2-6,Blowout,6-0,0,0.808,0.6786,0.158,0.1417,-0.0163,0.8241,0.6514
Grass,2015-06-22,Belinda Bencic,Agnieszka Radwanska,6-4 4-6 6-0,6-4,Normal,4-6,0,0.7312,0.599,0.1301,0.1301,0.0,0.7312,0.599
Grass,2015-06-22,Daria Saville,Sara Errani,6-1 5-7 6-2,6-1,Blowout,5-7,0,0.7854,0.535,0.0953,0.1068,0.0115,0.754,0.5457
Grass,2015-06-22,Garbine Muguruza,Polona Hercog,5-7 6-3 6-0,5-7,7-5,6-3,0,0.9337,0.7651,0.2164,0.2386,0.0222,0.887,0.788
Grass,2015-06-22,Caroline Wozniacki,Andrea Petkovic,7-5 6-1,7-5,7-5,6-1,0,0.6364,0.2643,0.0508,0.0424,-0.0084,0.6554,0.2511
Grass,2015-06-22,Tsvetana Pironkova,Dominika Cibulkova,6-7(4) 6-4 6-1,6-7,TB,6-4,0,0.7309,0.553,0.1139,0.1265,0.0126,0.6871,0.5752
Grass,2015-06-22,Johanna Konta,Garbine Muguruza,6-4 4-6 6-3,6-4,Normal,4-6,0,0.856,0.7823,0.2265,0.2265,0.0,0.856,0.7823
Grass,2015-06-22,Belinda Bencic,Madison Keys,6-2 6-2,6-2,Blowout,6-2,0,0.9689,0.599,0.0619,0.0979,0.036,0.9,0.611
Grass,2015-06-22,Barbora Strycova,Irina Camelia Begu,6-4 6-2,6-4,Normal,6-2,0,0.8247,0.5,0.0706,0.0706,0.0,0.8247,0.5
Grass,2015-06-22,Caroline Wozniacki,Svetlana Kuznetsova,6-7(3) 6-3 6-1,6-7,TB,6-3,0,0.7482,0.5877,0.1239,0.1358,0.0119,0.7033,0.6112
Grass,2015-06-22,Camila Giorgi,Christina Mchale,6-2 6-3,6-2,Blowout,6-3,0,0.953,0.532,0.0404,0.0639,0.0234,0.9,0.5427
Grass,2015-06-22,Sloane Stephens,Carla Suarez Navarro,6-1 7-5,6-1,Blowout,7-5,0,0.8266,0.4144,0.0419,0.0529,0.011,0.7935,0.4227
Grass,2015-06-22,Sara Errani,Barbora Strycova,6-2 6-7(1) 7-6(7),6-2,Blowout,6-7,1,0.6221,0.5483,0.1245,0.1267,0.0022,0.5972,0.5593
Grass,2015-06-22,Heather Watson,Elina Svitolina,3-6 7-5 6-4,3-6,Normal,7-5,0,0.7966,0.775,0.2049,0.2049,0.0,0.7966,0.775
Grass,2015-06-22,Dominika Cibulkova,Harriet Dart,6-1 6-3,6-1,Blowout,6-3,0,0.7357,0.287,0.0319,0.0399,0.008,0.7063,0.2928
Grass,2015-06-22,Alison Riske Amritraj,Alize Cornet,6-0 6-3,6-0,Blowout,6-3,0,0.8673,0.3342,0.0162,0.0234,0.0072,0.8326,0.3409
Grass,2015-06-22,Polona Hercog,Madison Brengle,7-5 6-4,7-5,7-5,6-4,0,0.8914,0.585,0.0868,0.0696,-0.0172,0.9,0.5558
Grass,2015-06-22,Johanna Konta,Zarina Diyas,6-3 6-2,6-3,Normal,6-2,0,0.9763,0.5801,0.0494,0.0812,0.0318,0.9,0.5801
Grass,2015-06-22,Irina Falconi,Alexandra Dulgheru,6-1 6-1,6-1,Blowout,6-1,0,0.7357,0.3969,0.0603,0.0705,0.0102,0.7063,0.4048
Grass,2015-06-22,Tsvetana Pironkova,Marina Erakovic,6-2 6-2,6-2,Blowout,6-2,0,0.9689,0.6364,0.0835,0.1215,0.038,0.9,0.6491
Grass,2015-06-22,Daria Saville,Camila Giorgi,3-6 7-6(6) 6-3,3-6,Normal,7-6,1,0.7976,0.8398,0.2325,0.2325,0.0,0.7976,0.8398
Grass,2015-06-22,Tsvetana Pironkova,Samantha Stosur,7-5 7-6(0),7-5,7-5,7-6,1,0.6831,0.5527,0.1206,0.1092,-0.0114,0.7035,0.525
Grass,2015-06-22,Dominika Cibulkova,Lucie Safarova,7-6(7) 6-4,7-6,TB,6-4,0,0.8791,0.8342,0.2813,0.237,-0.0443,0.9,0.7842
Grass,2015-06-22,Belinda Bencic,Mona Barthel,6-4 7-6(7),6-4,Normal,7-6,1,0.7908,0.779,0.2046,0.2046,0.0,0.7908,0.779
Grass,2015-06-22,Sloane Stephens,Naomi Broady,3-6 6-3 7-6(4),3-6,Normal,6-3,0,0.8163,0.8374,0.244,0.244,0.0,0.8163,0.8374
Grass,2015-06-22,Heather Watson,Varvara Lepchenko,7-6(5) 6-2,7-6,TB,6-2,0,0.678,0.4367,0.0874,0.0725,-0.0148,0.7051,0.4105
Grass,2015-06-22,Casey Dellacqua,Anna Karolina Schmiedlova,6-2 6-4,6-2,Blowout,6-4,0,0.9033,0.678,0.141,0.1594,0.0184,0.8672,0.6916
Grass,2015-06-22,Eugenie Bouchard,Alison Riske Amritraj,7-6(5) 6-3,7-6,TB,6-3,0,0.7796,0.7235,0.1783,0.1586,-0.0197,0.8108,0.6801
Grass,2015-06-22,Caroline Garcia,Roberta Vinci,6-2 6-2,6-2,Blowout,6-2,0,0.9741,0.5925,0.0561,0.0941,0.0379,0.9,0.6044
Grass,2015-06-22,Jarmila Gajdosova,Lauren Davis,2-6 6-2 6-1,2-6,Blowout,6-2,0,0.8062,0.6401,0.1385,0.1226,-0.0159,0.8223,0.6145
Grass,2015-06-22,Agnieszka Radwanska,Irina Falconi,6-0 6-2,6-0,Blowout,6-2,0,0.7908,0.1557,0.0055,0.0083,0.0028,0.7592,0.1588
Grass,2015-06-22,Coco Vandeweghe,Johanna Larsson,6-7(3) 6-1 6-1,6-7,TB,6-1,0,0.9322,0.66,0.1172,0.154,0.0369,0.8762,0.6864
Grass,2015-06-22,Svetlana Kuznetsova,Magdalena Rybarikova,7-6(5) 6-4,7-6,TB,6-4,0,0.884,0.6831,0.1499,0.1169,-0.033,0.9,0.6421
Grass,2016-06-06,Madison Brengle,Laura Siegemund,6-3 3-6 6-2,6-3,Normal,3-6,0,0.7796,0.6068,0.127,0.127,0.0,0.7796,0.6068
Grass,2016-06-06,Karolina Pliskova,Anna Tatishvili,6-1 6-3,6-1,Blowout,6-3,0,0.97,0.5212,0.0308,0.0593,0.0285,0.9,0.5316
