run_date,match_date,league,home_team,away_team,market,lam_home,lam_away,p_raw,p_cal,fair_odds,offered_odds,implied_probability,edge,odds_source,recommended
2026-03-07,2026-03-07T19:00:00+00:00,N1,psv eindhoven,az alkmaar,over_2_5,3.2533,1.1612,0.8165,0.8165,1.2248,,,,missing,True
2026-03-07,2026-03-07T20:30:00+00:00,P1,estoril,casa pia,over_2_5,2.9079,1.3312,0.7948,0.7948,1.2581,,,,missing,True
2026-03-07,2026-03-07T19:00:00+00:00,SA1,al kholood,al-qadisiyah fc,over_2_5,0.8402,2.5634,0.6609,0.6609,1.513,,,,missing,True
2026-03-07,2026-03-07T20:00:00+00:00,SP1,athletic club,barcelona,over_2_5,1.0259,2.3649,0.6585,0.6585,1.5187,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,1. fc heidenheim,1899 hoffenheim,over_2_5,0.8231,2.5539,0.6558,0.6558,1.5249,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,ipswich,leicester,over_2_5,2.3942,0.9764,0.6545,0.6545,1.5278,,,,missing,True
2026-03-07,2026-03-07T20:05:00+00:00,F1,toulouse,marseille,over_2_5,1.6483,1.6352,0.6373,0.6373,1.5692,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,charlton,birmingham,under_3_5,1.0274,1.1582,0.8222,0.8222,1.2163,,,,missing,True
2026-03-07,2026-03-07T18:00:00+00:00,F1,auxerre,strasbourg,under_3_5,0.8263,1.4387,0.8064,0.8064,1.2401,,,,missing,True
2026-03-07,2026-03-07T13:00:00+00:00,SP1,osasuna,mallorca,under_3_5,1.6117,0.8036,0.7755,0.7755,1.2894,,,,missing,True
2026-03-07,2026-03-07T18:00:00+00:00,P1,sc braga,sporting cp,under_3_5,0.8134,1.6128,0.7732,0.7732,1.2933,,,,missing,True
2026-03-07,2026-03-07T14:00:00+00:00,RS1,javor,cukaricki,under_3_5,1.2106,1.3,0.7553,0.7553,1.324,,,,missing,True
2026-03-07,2026-03-07T15:30:00+00:00,N1,groningen,ajax,under_3_5,1.15,1.4002,0.7468,0.7468,1.339,,,,missing,True
2026-03-07,2026-03-07T15:15:00+00:00,SP1,levante,girona,under_3_5,1.4587,1.1132,0.7421,0.7421,1.3475,,,,missing,True
2026-03-07,2026-03-07T15:30:00+00:00,P1,moreirense,nacional,under_3_5,1.4603,1.1213,0.74,0.74,1.3513,,,,missing,True
2026-03-07,2026-03-07T15:30:00+00:00,P1,alverca,avs,under_3_5,1.8389,0.7778,0.7324,0.7324,1.3654,,,,missing,True
2026-03-07,2026-03-07T19:00:00+00:00,SA1,al okhdood,al-fayha,under_3_5,1.1238,1.536,0.7229,0.7229,1.3833,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,sheffield utd,west brom,under_3_5,1.8338,0.907,0.7051,0.7051,1.4183,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,charlton,birmingham,under_4_5,1.0274,1.1582,0.9291,0.9291,1.0764,,,,missing,True
2026-03-07,2026-03-07T18:00:00+00:00,F1,auxerre,strasbourg,under_4_5,0.8263,1.4387,0.9203,0.9203,1.0866,,,,missing,True
2026-03-07,2026-03-07T13:00:00+00:00,SP1,osasuna,mallorca,under_4_5,1.6117,0.8036,0.9022,0.9022,1.1084,,,,missing,True
2026-03-07,2026-03-07T18:00:00+00:00,P1,sc braga,sporting cp,under_4_5,0.8134,1.6128,0.9008,0.9008,1.1101,,,,missing,True
2026-03-07,2026-03-07T17:00:00+00:00,I1,atalanta,udinese,under_4_5,1.7014,0.8044,0.8904,0.8904,1.1231,1.13,0.885,0.0054,market,True
2026-03-07,2026-03-07T14:00:00+00:00,RS1,javor,cukaricki,under_4_5,1.2106,1.3,0.8898,0.8898,1.1239,,,,missing,True
2026-03-07,2026-03-07T15:30:00+00:00,N1,groningen,ajax,under_4_5,1.15,1.4002,0.8844,0.8844,1.1307,,,,missing,True
2026-03-07,2026-03-07T15:15:00+00:00,SP1,levante,girona,under_4_5,1.4587,1.1132,0.8814,0.8814,1.1346,,,,missing,True
2026-03-07,2026-03-07T15:30:00+00:00,P1,moreirense,nacional,under_4_5,1.4603,1.1213,0.88,0.88,1.1363,,,,missing,True
2026-03-07,2026-03-07T15:30:00+00:00,P1,alverca,avs,under_4_5,1.8389,0.7778,0.8751,0.8751,1.1428,,,,missing,True
2026-03-07,2026-03-07T19:00:00+00:00,SA1,al okhdood,al-fayha,under_4_5,1.1238,1.536,0.8688,0.8688,1.151,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,sheffield utd,west brom,under_4_5,1.8338,0.907,0.8568,0.8568,1.1672,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,sc freiburg,bayer leverkusen,under_4_5,1.1981,1.6002,0.8479,0.8479,1.1793,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,vfl wolfsburg,hamburger sv,under_4_5,1.4286,1.3846,0.8456,0.8456,1.1826,,,,missing,True
2026-03-07,2026-03-07T12:30:00+00:00,E1,hull city,millwall,under_4_5,1.509,1.3348,0.8408,0.8408,1.1894,,,,missing,True
2026-03-07,2026-03-07T17:30:00+00:00,SP1,atletico madrid,real sociedad,under_4_5,1.9578,0.8898,0.8402,0.8402,1.1902,,,,missing,True
2026-03-07,2026-03-07T20:00:00+00:00,N1,excelsior,heerenveen,under_4_5,1.2919,1.5917,0.8344,0.8344,1.1984,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,fsv mainz 05,vfb stuttgart,under_4_5,1.1867,1.7455,0.8265,0.8265,1.2099,,,,missing,True
2026-03-07,2026-03-07T12:30:00+00:00,RO1,metaloglobus,uta arad,under_4_5,1.0355,1.917,0.8232,0.8232,1.2148,,,,missing,True
