run_date,match_date,league,home_team,away_team,market,lam_home,lam_away,p_raw,p_cal,fair_odds,offered_odds,implied_probability,edge,odds_source,recommended
2026-03-10,2026-03-10T19:45:00+00:00,E1,portsmouth,swansea,under_3_5,0.9933,1.0905,0.8417,0.7701,1.2985,,,,missing,True
2026-03-10,2026-03-10T20:00:00+00:00,E1,stoke city,ipswich,under_3_5,0.8426,1.256,0.8389,0.7695,1.2995,,,,missing,True
2026-03-10,2026-03-10T19:45:00+00:00,E1,millwall,derby,under_3_5,1.545,1.1927,0.7058,0.7462,1.3401,,,,missing,True
2026-03-10,2026-03-10T19:45:00+00:00,E1,leicester,bristol city,under_3_5,1.4878,1.472,0.6562,0.739,1.3531,,,,missing,True
2026-03-10,2026-03-10T19:45:00+00:00,E1,wrexham,hull city,under_3_5,1.8168,1.5252,0.5711,0.7275,1.3746,,,,missing,True
2026-03-10,2026-03-10T19:45:00+00:00,E1,portsmouth,swansea,under_4_5,0.9933,1.0905,0.9395,0.9071,1.1024,,,,missing,True
2026-03-10,2026-03-10T20:00:00+00:00,E1,stoke city,ipswich,under_4_5,0.8426,1.256,0.938,0.9068,1.1028,,,,missing,True
2026-03-10,2026-03-10T19:45:00+00:00,E1,millwall,derby,under_4_5,1.545,1.1927,0.8573,0.8926,1.1203,,,,missing,True
2026-03-10,2026-03-10T19:45:00+00:00,E1,leicester,bristol city,under_4_5,1.4878,1.472,0.822,0.8882,1.1259,,,,missing,True
2026-03-10,2026-03-10T19:45:00+00:00,E1,wrexham,hull city,under_4_5,1.8168,1.5252,0.7549,0.8812,1.1348,,,,missing,True
