run_date,match_date,league,home_team,away_team,market,lam_home,lam_away,lam_total,mismatch,p_raw,p_cal,fair_odds,offered_odds,implied_probability,edge,odds_source,mismatch_flag,high_total_flag,recommended
2026-04-20,2026-04-20,I1,lecce,fiorentina,under_4_5,0.7946,1.2262,2.0207,0.4316,0.9455,0.8993,1.112,,,,missing,False,False,True
2026-04-20,2026-04-20,RO1,farul constanta,fcsb,under_4_5,1.3745,1.3158,2.6903,0.0587,0.8643,0.8834,1.1321,,,,missing,False,False,True
2026-04-20,2026-04-20,P1,moreirense,estoril,under_4_5,1.6251,1.5714,3.1965,0.0537,0.7812,0.8821,1.1337,,,,missing,False,False,True
2026-04-20,2026-04-20,SP2,dep. la coruna,mirandes,under_4_5,1.931,0.7521,2.6831,1.1789,0.8654,0.8744,1.1437,,,,missing,False,False,True
2026-04-20,2026-04-20,RO1,fc botosani,metaloglobus bucharest,under_4_5,2.1902,0.6446,2.8348,1.5456,0.8422,0.8434,1.1857,,,,missing,True,False,True
