run_date,match_date,league,home_team,away_team,xg_total,k_estimate,p_goal_before_45_raw,p_goal_before_45_cal,league_bias,p_goal_before_45,offered_odds,implied_probability,edge,edge_weighted,recommended
2026-03-06,2026-03-06T19:30:00+00:00,D1,bayern münchen,borussia mönchengladbach,4.861359640636152,1.2,0.8794908610200965,0.8200722527175884,0.9999949355966394,0.8200722527175884,,,,,False
2026-03-06,2026-03-06T19:00:00+00:00,SA1,al-hilal saudi fc,al najma,4.83836177940564,1.2,0.8782784580768941,0.8048544585958469,0.9999993393688498,0.8048544585958469,,,,,False
2026-03-06,2026-03-06T19:00:00+00:00,N1,heracles,utrecht,3.1269475689911848,1.2,0.743617032049287,0.7402062746499908,0.9999975535521493,0.7402062746499908,1.65,0.6060606060606061,0.1341456685893847,0.13414534040900208,False
2026-03-06,2026-03-06T19:00:00+00:00,SA1,al khaleej saihat,al-hazm,3.3811326232099805,1.2,0.7704704397301478,0.7395272903423052,0.9999993393688498,0.7395272903423052,,,,,False
2026-03-06,2026-03-06T19:45:00+00:00,F1,paris saint germain,monaco,2.991138793455538,1.2,0.7280042344857951,0.739112216588286,0.9999988681418992,0.739112216588286,,,,,False
2026-03-06,2026-03-06T19:45:00+00:00,I1,napoli,torino,3.1389410083183265,1.2,0.7449519783792684,0.7390164753293222,0.999988729192134,0.7390164753293222,1.13,0.8849557522123894,-0.14593927688306718,-0.14593763202951732,False
2026-03-06,2026-03-06T20:15:00+00:00,P1,famalicao,arouca,2.8952403301393552,1.2,0.7164102280809947,0.7270499253205988,0.9999943313040236,0.7270499253205988,,,,,False
2026-03-06,2026-03-06T19:00:00+00:00,SA1,al taawon,al-fateh,2.989416485258177,1.2,0.7278002487415112,0.7175854891628959,0.9999993393688498,0.7175854891628959,,,,,False
2026-03-06,2026-03-06T20:00:00+00:00,SP1,celta vigo,real madrid,2.546227617869615,1.2,0.6698835947398417,0.7056195563380646,0.9999961412928804,0.7056195563380646,,,,,False
2026-03-06,2026-03-06T19:00:00+00:00,SA1,al-ahli jeddah,al-ittihad fc,2.0287014199525553,1.2,0.5864775949008572,0.6509294111434513,0.9999993393688498,0.6509294111434513,,,,,False
2026-03-06,2026-03-06T20:00:00+00:00,E1,preston,oxford united,1.9581138962822542,1.2,0.5735749148207627,0.6443577803613824,0.9999881074087922,0.6443577803613824,,,,,False
