run_date,match_date,league,home_team,away_team,xg_total,k_estimate,p_goal_before_45_raw,p_goal_before_45_cal,league_bias,p_goal_before_45,offered_odds,implied_probability,edge,edge_weighted,recommended
2026-03-08,2026-03-08T13:00:00+00:00,SP1,villarreal,elche,3.5177068857372484,1.0700784357361406,0.8127778744026305,0.8138473195903373,0.9999961412928804,0.8138473195903373,,,,,False
2026-03-08,2026-03-08T14:30:00+00:00,D1,fc st. pauli,eintracht frankfurt,3.1962932654871463,1.0035273734953252,0.7969380054647628,0.8046059128692001,0.9999949355966394,0.8046059128692001,,,,,False
2026-03-08,2026-03-08T14:00:00+00:00,F1,lens,metz,3.8525317681980025,1.027337084620645,0.8489447231171741,0.7898261164114525,0.9999988681418992,0.7898261164114525,,,,,False
2026-03-08,2026-03-08T16:30:00+00:00,D1,union berlin,werder bremen,2.3499889659809496,1.0035273734953252,0.6902919327025678,0.7896405574362025,0.9999949355966394,0.7896405574362025,,,,,False
2026-03-08,2026-03-08T17:00:00+00:00,RS1,vojvodina,fk partizan,3.553993235308343,1.144924072093678,0.7995446352135491,0.7640454500477234,0.9999944175511744,0.7640454500477234,,,,,False
2026-03-08,2026-03-08T16:15:00+00:00,F1,lille,lorient,3.0120576798154666,1.027337084620645,0.7718519086498243,0.7559462432493228,0.9999988681418992,0.7559462432493228,,,,,False
2026-03-08,2026-03-08T19:45:00+00:00,F1,lyon,paris fc,2.93338925913565,1.027337084620645,0.7628741910189292,0.7523950881210241,0.9999988681418992,0.7523950881210241,,,,,False
2026-03-08,2026-03-08T19:00:00+00:00,N1,nec nijmegen,fc volendam,3.8994788948718373,1.096458157440681,0.8385634050718989,0.745080749300607,0.9999975535521493,0.745080749300607,,,,,False
2026-03-08,2026-03-08T13:30:00+00:00,N1,fortuna sittard,telstar,3.1168341489638776,1.096458157440681,0.7672123608290148,0.7412803391706603,0.9999975535521493,0.7412803391706603,,,,,False
2026-03-08,2026-03-08T11:15:00+00:00,N1,sparta rotterdam,pec zwolle,2.9962794450932355,1.096458157440681,0.7537110062405562,0.7406575709768658,0.9999975535521493,0.7406575709768658,,,,,False
2026-03-08,2026-03-08T15:45:00+00:00,N1,nac breda,feyenoord,2.85745715451878,1.096458157440681,0.7371909571259447,0.7399247673082934,0.9999975535521493,0.7399247673082934,,,,,False
2026-03-08,2026-03-08T13:30:00+00:00,N1,go ahead eagles,twente,2.439405360413529,1.096458157440681,0.6804431668887037,0.7375967043979673,0.9999975535521493,0.7375967043979673,,,,,False
2026-03-08,2026-03-08T14:00:00+00:00,I1,bologna,hellas verona,2.790673365714806,1.0593785470789316,0.7379115159709653,0.7352523444806628,0.999988729192134,0.7352523444806628,1.14,0.8771929824561404,-0.14194063797547762,-0.14193903818981862,False
2026-03-08,2026-03-08T15:00:00+00:00,RS1,fk spartak zdrepceva krv,imt novi beograd,2.9012875795499484,1.144924072093678,0.7307194148281638,0.7295057778354747,0.9999944175511744,0.7295057778354747,,,,,False
2026-03-08,2026-03-08T15:30:00+00:00,P1,estrela,gil vicente,2.672350878460091,1.0792352084798362,0.7176955794282942,0.7275088717201474,0.9999943313040236,0.7275088717201474,,,,,False
2026-03-08,2026-03-08T17:30:00+00:00,SP1,sevilla,rayo vallecano,2.438514408721698,1.0700784357361406,0.686967292010765,0.7183106822226899,0.9999961412928804,0.7183106822226899,,,,,False
2026-03-08,2026-03-08T16:30:00+00:00,E1,qpr,middlesbrough,2.812595257369336,1.038301015406636,0.745754293096605,0.71506872410259,0.9999881074087922,0.71506872410259,,,,,False
2026-03-08,2026-03-08T19:45:00+00:00,I1,ac milan,inter,2.4615929784130577,1.0593785470789316,0.6930798302240996,0.7119264232841449,0.999988729192134,0.7119264232841449,1.62,0.6172839506172839,0.09464247266686099,0.0946414059697356,False
2026-03-08,2026-03-08T12:30:00+00:00,RO1,oţelul,afc hermannstadt,2.738634876474578,0.9801763974662508,0.7504915869988183,0.7101214340161669,0.9999982592092708,0.7101214340161669,,,,,False
2026-03-08,2026-03-08T15:00:00+00:00,RO1,arges pitesti,unirea slobozia,2.340539375648359,0.9801763974662508,0.6947001794832957,0.7058973177141785,0.9999982592092708,0.7058973177141785,,,,,False
2026-03-08,2026-03-08T17:00:00+00:00,I1,genoa,as roma,2.3344848251535826,1.0593785470789316,0.6737776863309105,0.7021500051485898,0.999988729192134,0.7021500051485898,1.85,0.5405405405405405,0.16160946460804937,0.16160764313882445,False
2026-03-08,2026-03-08T16:15:00+00:00,F1,stade brestois 29,le havre,1.8409393839720016,1.027337084620645,0.5947261499225254,0.6926379131738869,0.9999988681418992,0.6926379131738869,,,,,False
2026-03-08,2026-03-08T20:30:00+00:00,P1,santa clara,guimaraes,1.9788437897369717,1.0792352084798362,0.6080207967210973,0.6903103432178774,0.9999943313040236,0.6903103432178774,,,,,False
2026-03-08,2026-03-08T14:00:00+00:00,I1,fiorentina,parma,2.041150210888407,1.0593785470789316,0.6244722403889955,0.677631643200714,0.999988729192134,0.677631643200714,1.17,0.8547008547008548,-0.17706921150014077,-0.17706721578707896,False
2026-03-08,2026-03-08T13:00:00+00:00,RS1,radnik surdulica,radnicki nis,2.104215836506702,1.144924072093678,0.6138598075189139,0.6766130171075051,0.9999944175511744,0.6766130171075051,,,,,False
2026-03-08,2026-03-08T20:00:00+00:00,SP1,valencia,alaves,2.025918840589452,1.0700784357361406,0.6189905770155733,0.667844743121567,0.9999961412928804,0.667844743121567,,,,,False
2026-03-08,2026-03-08T15:15:00+00:00,SP1,getafe,real betis,1.9350160665046965,1.0700784357361406,0.6021319285977532,0.6552992553750443,0.9999961412928804,0.6552992553750443,,,,,False
2026-03-08,2026-03-08T18:00:00+00:00,P1,benfica,fc porto,1.336555804050498,1.0792352084798362,0.4687723665056174,0.6446373384628723,0.9999943313040236,0.6446373384628723,,,,,False
2026-03-08,2026-03-08T11:30:00+00:00,I1,lecce,cremonese,1.5148752481905157,1.0593785470789316,0.5165927362326073,0.6245763376040839,0.999988729192134,0.6245763376040839,1.25,0.8,-0.1754236623959161,-0.1754216852295221,False
