event_id,match_date,player_a,player_b,short_a,short_b,winner_side,winner_name,loser_name,score,round,sets_a,sets_b,set1_games,tournament,surface,slug
0h9mi2zR,2026-05-02,Katarzyna Kawa,Hanyu Guo,Kawa K.,Guo H.,A,Katarzyna Kawa,Hanyu Guo,6-4 6-1,SF,"[6, 6]","[4, 1]",10,Huzhou,Clay,huzhou
fH9oSf1b,2026-05-02,Veronika Erjavec,Xiyu Wang,Erjavec V.,Wang Xiy.,A,Veronika Erjavec,Xiyu Wang,6-4 7-6,SF,"[6, 7]","[4, 6]",10,Huzhou,Clay,huzhou
j7Pdb9TI,2026-05-01,Hanyu Guo,Rada Zolotareva,Guo H.,Zolotareva R.,A,Hanyu Guo,Rada Zolotareva,6-2 6-1,QF,"[6, 6]","[2, 1]",8,Huzhou,Clay,huzhou
r7q9Arr2,2026-05-01,Xiyu Wang,Polona Hercog,Wang Xiy.,Hercog P.,A,Xiyu Wang,Polona Hercog,6-3 6-7 6-4,QF,"[6, 6, 6]","[3, 7, 4]",9,Huzhou,Clay,huzhou
vuO7F0Uj,2026-05-01,Varvara Panshina,Katarzyna Kawa,Panshina V.,Kawa K.,B,Katarzyna Kawa,Varvara Panshina,3-6 6-4 1-6,QF,"[3, 6, 1]","[6, 4, 6]",9,Huzhou,Clay,huzhou
6FiX1Ss1,2026-05-01,Veronika Erjavec,Wushuang Zheng,Erjavec V.,Zheng W.,A,Veronika Erjavec,Wushuang Zheng,6-2 6-4,QF,"[6, 6]","[2, 4]",8,Huzhou,Clay,huzhou
xftDJChS,2026-04-30,Hanyu Guo,Diletta Cherubini,Guo H.,Cherubini D.,A,Hanyu Guo,Diletta Cherubini,7-6 6-0,R16,"[7, 6]","[6, 0]",13,Huzhou,Clay,huzhou
KOC94W1L,2026-04-30,Xiyu Wang,Chengyiyi Yuan,Wang Xiy.,Yuan C.,A,Xiyu Wang,Chengyiyi Yuan,6-4 6-4,R16,"[6, 6]","[4, 4]",10,Huzhou,Clay,huzhou
Qq0HfAjm,2026-04-30,Xinxin Yao,Rada Zolotareva,Yao X.,Zolotareva R.,B,Rada Zolotareva,Xinxin Yao,6-7 6-2 3-6,R16,"[6, 6, 3]","[7, 2, 6]",13,Huzhou,Clay,huzhou
ri1N4xU0,2026-04-30,Yufei Ren,Polona Hercog,Ren Y.,Hercog P.,B,Polona Hercog,Yufei Ren,7-5 1-6 4-6,R16,"[7, 1, 4]","[5, 6, 6]",12,Huzhou,Clay,huzhou
f3MbNFfE,2026-04-29,Ibragimova Alevtina,Katarzyna Kawa,Ibragimova A.,Kawa K.,B,Katarzyna Kawa,Ibragimova Alevtina,4-6 2-6,R16,"[4, 2]","[6, 6]",10,Huzhou,Clay,huzhou
x8ZkNsDO,2026-04-29,Jia Jing Lu,Varvara Panshina,Lu J.,Panshina V.,B,Varvara Panshina,Jia Jing Lu,1-6 3-6,R16,"[1, 3]","[6, 6]",7,Huzhou,Clay,huzhou
jXCS3EDE,2026-04-29,Sijia Wei,Wushuang Zheng,Wei S.,Zheng W.,B,Wushuang Zheng,Sijia Wei,3-4,R16,[3],[4],7,Huzhou,Clay,huzhou
fFlNC5I8,2026-04-29,Veronika Erjavec,Sofya Lansere,Erjavec V.,Lansere S.,A,Veronika Erjavec,Sofya Lansere,6-3 6-3,R16,"[6, 6]","[3, 3]",9,Huzhou,Clay,huzhou
dUHbzqHk,2026-04-28,Diletta Cherubini,Ekaterina Reyngold,Cherubini D.,Reyngold E.,A,Diletta Cherubini,Ekaterina Reyngold,6-4 6-3,R32,"[6, 6]","[4, 3]",10,Huzhou,Clay,huzhou
E73no0V7,2026-04-28,Polona Hercog,Xinyu Gao,Hercog P.,Gao X.,A,Polona Hercog,Xinyu Gao,4-6 7-6 6-3,R32,"[4, 7, 6]","[6, 6, 3]",10,Huzhou,Clay,huzhou
IHiJfD24,2026-04-28,Yufei Ren,Yidi Yang,Ren Y.,Yang Y.,A,Yufei Ren,Yidi Yang,6-2 6-1,R32,"[6, 6]","[2, 1]",8,Huzhou,Clay,huzhou
UXChdQw9,2026-04-28,Hanyu Guo,Dalila Jakupovic,Guo H.,Jakupovic D.,A,Hanyu Guo,Dalila Jakupovic,6-3 7-6,R32,"[6, 7]","[3, 6]",9,Huzhou,Clay,huzhou
pv0U0Wvp,2026-04-28,Rada Zolotareva,Despina Papamichail,Zolotareva R.,Papamichail D.,A,Rada Zolotareva,Despina Papamichail,4-6 6-1 6-2,R32,"[4, 6, 6]","[6, 1, 2]",10,Huzhou,Clay,huzhou
b1jOMD13,2026-04-28,Anastasia Zolotareva,Chengyiyi Yuan,Zolotareva A.,Yuan C.,B,Chengyiyi Yuan,Anastasia Zolotareva,3-6 6-1 3-6,R32,"[3, 6, 3]","[6, 1, 6]",9,Huzhou,Clay,huzhou
l8Eb6hHM,2026-04-28,Xiyu Wang,Zhibek Kulambayeva,Wang Xiy.,Kulambayeva Z.,A,Xiyu Wang,Zhibek Kulambayeva,6-3 6-4,R32,"[6, 6]","[3, 4]",9,Huzhou,Clay,huzhou
tf5vmM0e,2026-04-28,Veronika Erjavec,Meiling Wang,Erjavec V.,Wang M.,A,Veronika Erjavec,Meiling Wang,6-0 6-3,R32,"[6, 6]","[0, 3]",6,Huzhou,Clay,huzhou
W0gBdZXi,2026-04-28,Sara Saito,Xinxin Yao,Saito S.,Yao X.,B,Xinxin Yao,Sara Saito,2-6 7-6 4-6,R32,"[2, 7, 4]","[6, 6, 6]",8,Huzhou,Clay,huzhou
WfbxaA9d,2026-04-28,Dalila Spiteri,Varvara Panshina,Spiteri D.,Panshina V.,B,Varvara Panshina,Dalila Spiteri,4-6 6-4 3-6,R32,"[4, 6, 3]","[6, 4, 6]",10,Huzhou,Clay,huzhou
6F5X83NE,2026-04-27,Ibragimova Alevtina,Han Shi,Ibragimova A.,Shi H.,A,Ibragimova Alevtina,Han Shi,6-3 2-6 6-2,R32,"[6, 2, 6]","[3, 6, 2]",9,Huzhou,Clay,huzhou
YT1WlrWr,2026-04-27,Carol Zhao,Katarzyna Kawa,Zhao C.,Kawa K.,B,Katarzyna Kawa,Carol Zhao,2-6 1-6,R32,"[2, 1]","[6, 6]",8,Huzhou,Clay,huzhou
4fL6YMo2,2026-04-27,Jessica Pieri,Sijia Wei,Pieri J.,Wei S.,B,Sijia Wei,Jessica Pieri,6-7 4-6,R32,"[6, 4]","[7, 6]",13,Huzhou,Clay,huzhou
v76PYVuo,2026-04-27,Xiaodi You,Jia Jing Lu,You X.,Lu J.,B,Jia Jing Lu,Xiaodi You,6-4 5-7 5-7,R32,"[6, 5, 5]","[4, 7, 7]",10,Huzhou,Clay,huzhou
2oB0f48L,2026-04-27,Justina Mikulskyte,Sofya Lansere,Mikulskyte J.,Lansere S.,B,Sofya Lansere,Justina Mikulskyte,3-6 3-6,R32,"[3, 3]","[6, 6]",9,Huzhou,Clay,huzhou
QseRhiXG,2026-04-27,Wushuang Zheng,Yexin Ma,Zheng W.,Ma Y.,A,Wushuang Zheng,Yexin Ma,6-3 6-4,R32,"[6, 6]","[3, 4]",9,Huzhou,Clay,huzhou
fmf1ItLN,2026-04-27,Amy Zhu,Chengyiyi Yuan,Zhu A.,Yuan C.,B,Chengyiyi Yuan,Amy Zhu,3-6 6-3 5-7,F,"[3, 6, 5]","[6, 3, 7]",9,Huzhou,Clay,huzhou
zqTCPcSj,2026-04-27,Jiaqi Wang,Varvara Panshina,Wang J.,Panshina V.,B,Varvara Panshina,Jiaqi Wang,2-6 2-6,F,"[2, 2]","[6, 6]",8,Huzhou,Clay,huzhou
ppP7FJ3j,2026-04-27,Zhibek Kulambayeva,Meiqi Guo,Kulambayeva Z.,Guo M.,A,Zhibek Kulambayeva,Meiqi Guo,6-1 7-6,F,"[6, 7]","[1, 6]",7,Huzhou,Clay,huzhou
b9xiMF2F,2026-04-27,Rada Zolotareva,Zhang Qian Wei,Zolotareva R.,Wei Z.,A,Rada Zolotareva,Zhang Qian Wei,6-3 6-1,F,"[6, 6]","[3, 1]",9,Huzhou,Clay,huzhou
lQcMPLBi,2026-04-26,Yiming Dang,Varvara Panshina,Dang Y.,Panshina V.,B,Varvara Panshina,Yiming Dang,3-6 6-3 4-6,SF,"[3, 6, 4]","[6, 3, 6]",9,Huzhou,Clay,huzhou
MBHqKHuT,2026-04-26,Yujia Huang,Chengyiyi Yuan,Huang Yujia,Yuan C.,B,Chengyiyi Yuan,Yujia Huang,6-7 4-6,SF,"[6, 4]","[7, 6]",13,Huzhou,Clay,huzhou
Qm8QPwdo,2026-04-26,Zhibek Kulambayeva,Shiyu Ye,Kulambayeva Z.,Ye S.,A,Zhibek Kulambayeva,Shiyu Ye,6-2 6-2,SF,"[6, 6]","[2, 2]",8,Huzhou,Clay,huzhou
6ZuaKgXR,2026-04-26,Naoko Eto,Amy Zhu,Eto N.,Zhu A.,B,Amy Zhu,Naoko Eto,1-6 0-6,SF,"[1, 0]","[6, 6]",7,Huzhou,Clay,huzhou
MiJnXL3B,2026-04-26,Jiaqi Wang,Peangtarn Plipuech,Wang J.,Plipuech P.,A,Jiaqi Wang,Peangtarn Plipuech,6-2 6-3,SF,"[6, 6]","[2, 3]",8,Huzhou,Clay,huzhou
tYFTNat4,2026-04-26,Hiroko Kuwata,Meiqi Guo,Kuwata H.,Guo M.,B,Meiqi Guo,Hiroko Kuwata,3-6 3-6,SF,"[3, 3]","[6, 6]",9,Huzhou,Clay,huzhou
zyLvZsZb,2026-04-26,Zhang Qian Wei,Ikumi Yamazaki,Wei Z.,Yamazaki I.,A,Zhang Qian Wei,Ikumi Yamazaki,7-6 6-2,SF,"[7, 6]","[6, 2]",13,Huzhou,Clay,huzhou
EoEyMwBG,2026-04-26,Rada Zolotareva,Qiu Yu Ye,Zolotareva R.,Ye Q.,A,Rada Zolotareva,Qiu Yu Ye,6-3 7-5,SF,"[6, 7]","[3, 5]",9,Huzhou,Clay,huzhou
fBvE9lrA,2026-05-10,Donna Vekic,Maria Timofeeva,Vekic D.,Timofeeva M.,B,Maria Timofeeva,Donna Vekic,4-6 2-6,F,"[4, 2]","[6, 6]",10,Istanbul,Hard,istanbul
KQmfNPd3,2026-05-09,Alice Tubello,Maria Timofeeva,Tubello A.,Timofeeva M.,B,Maria Timofeeva,Alice Tubello,4-6 6-4 0-6,SF,"[4, 6, 0]","[6, 4, 6]",10,Istanbul,Hard,istanbul
rR3M8QsA,2026-05-09,Donna Vekic,Zuleta De Reales Guiomar Maristany,Vekic D.,Maristany G.,A,Donna Vekic,Zuleta De Reales Guiomar Maristany,6-4 6-3,SF,"[6, 6]","[4, 3]",10,Istanbul,Hard,istanbul
tU5jUPDr,2026-05-08,Donna Vekic,Mia Ristic,Vekic D.,Ristic M.,A,Donna Vekic,Mia Ristic,6-1 6-0,QF,"[6, 6]","[1, 0]",7,Istanbul,Hard,istanbul
pEKwZdFG,2026-05-08,Maria Timofeeva,Francesca Jones,Timofeeva M.,Jones F.,A,Maria Timofeeva,Francesca Jones,7-6 6-3,QF,"[7, 6]","[6, 3]",13,Istanbul,Hard,istanbul
xxqY5AWG,2026-05-08,Laura Pigossi,Zuleta De Reales Guiomar Maristany,Pigossi L.,Maristany G.,B,Zuleta De Reales Guiomar Maristany,Laura Pigossi,0-6 2-6,QF,"[0, 2]","[6, 6]",6,Istanbul,Hard,istanbul
rs2Sm6Tp,2026-05-08,Alice Tubello,Polina Kudermetova,Tubello A.,Kudermetova P.,A,Alice Tubello,Polina Kudermetova,4-6 6-2 6-4,QF,"[4, 6, 6]","[6, 2, 4]",10,Istanbul,Hard,istanbul
Qm0o0EZj,2026-05-07,Carole Monnet,Francesca Jones,Monnet C.,Jones F.,B,Francesca Jones,Carole Monnet,2-6 6-3 2-6,R16,"[2, 6, 2]","[6, 3, 6]",8,Istanbul,Hard,istanbul
CMeSb16D,2026-05-07,Xinran Sun,Mia Ristic,Sun X.,Ristic M.,B,Mia Ristic,Xinran Sun,2-6 1-6,R16,"[2, 1]","[6, 6]",8,Istanbul,Hard,istanbul
pfIAK3x3,2026-05-07,Linda Fruhvirtova,Laura Pigossi,Fruhvirtova L.,Pigossi L.,B,Laura Pigossi,Linda Fruhvirtova,6-7 7-5 2-6,R16,"[6, 7, 2]","[7, 5, 6]",13,Istanbul,Hard,istanbul
dE1q69fc,2026-05-07,Maria Timofeeva,Adelina Lachinova,Timofeeva M.,Lachinova A.,A,Maria Timofeeva,Adelina Lachinova,6-4 6-3,R16,"[6, 6]","[4, 3]",10,Istanbul,Hard,istanbul
z1GG1l44,2026-05-06,Donna Vekic,Berfu Cengiz,Vekic D.,Cengiz B.,A,Donna Vekic,Berfu Cengiz,6-2 6-4,R16,"[6, 6]","[2, 4]",8,Istanbul,Hard,istanbul
G2Qq5gzG,2026-05-06,Anastasia Gasanova,Polina Kudermetova,Gasanova A.,Kudermetova P.,B,Polina Kudermetova,Anastasia Gasanova,6-3 5-7 5-7,R16,"[6, 5, 5]","[3, 7, 7]",9,Istanbul,Hard,istanbul
bqJdAz4c,2026-05-06,Storm Sanders,Zuleta De Reales Guiomar Maristany,Hunter S.,Maristany G.,B,Zuleta De Reales Guiomar Maristany,Storm Sanders,2-6 7-6 1-6,R16,"[2, 7, 1]","[6, 6, 6]",8,Istanbul,Hard,istanbul
UwMx9dml,2026-05-06,Alice Tubello,Elizara Yaneva,Tubello A.,Yaneva E.,A,Alice Tubello,Elizara Yaneva,6-1 6-1,R16,"[6, 6]","[1, 1]",7,Istanbul,Hard,istanbul
EwQlkqcl,2026-05-05,Ekaterine Gorgodze,Francesca Jones,Gorgodze E.,Jones F.,B,Francesca Jones,Ekaterine Gorgodze,4-6 2-6,R32,"[4, 2]","[6, 6]",10,Istanbul,Hard,istanbul
jLfBgYfU,2026-05-05,Laura Pigossi,Llorca Lucia Cortez,Pigossi L.,Cortez Llorca L.,A,Laura Pigossi,Llorca Lucia Cortez,6-3 3-6 6-3,R32,"[6, 3, 6]","[3, 6, 3]",9,Istanbul,Hard,istanbul
2HkmaxRh,2026-05-05,Linda Fruhvirtova,Tereza Martincova,Fruhvirtova L.,Martincova T.,A,Linda Fruhvirtova,Tereza Martincova,6-0 7-5,R32,"[6, 7]","[0, 5]",6,Istanbul,Hard,istanbul
rei3efQH,2026-05-05,Maria Sara Popa,Carole Monnet,Popa M. S.,Monnet C.,B,Carole Monnet,Maria Sara Popa,4-6 6-7,R32,"[4, 6]","[6, 7]",10,Istanbul,Hard,istanbul
YP5xeET9,2026-05-05,Lina Gjorcheska,Xinran Sun,Gjorcheska L.,Sun X.,B,Xinran Sun,Lina Gjorcheska,4-6 6-4 4-6,R32,"[4, 6, 4]","[6, 4, 6]",10,Istanbul,Hard,istanbul
zVmecGe5,2026-05-05,Katherine Sebov,Berfu Cengiz,Sebov K.,Cengiz B.,B,Berfu Cengiz,Katherine Sebov,4-6 6-1 0-6,R32,"[4, 6, 0]","[6, 1, 6]",10,Istanbul,Hard,istanbul
WjtBdR4E,2026-05-05,Danka Kovinic,Adelina Lachinova,Kovinic D.,Lachinova A.,B,Adelina Lachinova,Danka Kovinic,5-7 1-6,R32,"[5, 1]","[7, 6]",12,Istanbul,Hard,istanbul
G6Q4tFEG,2026-05-05,Anastasia Gasanova,Hanyu Guo,Gasanova A.,Guo H.,A,Anastasia Gasanova,Hanyu Guo,7-6 6-2,R32,"[7, 6]","[6, 2]",13,Istanbul,Hard,istanbul
b3e9ajsI,2026-05-05,Mia Ristic,Sofia Costoulas,Ristic M.,Costoulas S.,B,Sofia Costoulas,Mia Ristic,2-6 5-5,R32,"[2, 5]","[6, 5]",8,Istanbul,Hard,istanbul
dKpHzpre,2026-05-05,Maria Timofeeva,Noha Noma Akugue,Timofeeva M.,Noha Akugue N.,A,Maria Timofeeva,Noha Noma Akugue,6-4 6-3,R32,"[6, 6]","[4, 3]",10,Istanbul,Hard,istanbul
Qa2Udzac,2026-05-04,Zuleta De Reales Guiomar Maristany,Anouk Koevermans,Maristany G.,Koevermans A.,A,Zuleta De Reales Guiomar Maristany,Anouk Koevermans,7-5 6-3,R32,"[7, 6]","[5, 3]",12,Istanbul,Hard,istanbul
2NOCvgqT,2026-05-04,Elizara Yaneva,Ayla Aksu,Yaneva E.,Aksu A.,A,Elizara Yaneva,Ayla Aksu,6-4 6-1,R32,"[6, 6]","[4, 1]",10,Istanbul,Hard,istanbul
4plPYNC7,2026-05-04,Polina Iatcenko,Storm Sanders,Iatcenko P.,Hunter S.,B,Storm Sanders,Polina Iatcenko,4-6 1-6,R32,"[4, 1]","[6, 6]",10,Istanbul,Hard,istanbul
44vJf5ZQ,2026-05-04,Cagla Buyukakcay,Polina Kudermetova,Buyukakcay C.,Kudermetova P.,B,Polina Kudermetova,Cagla Buyukakcay,3-6 1-6,R32,"[3, 1]","[6, 6]",9,Istanbul,Hard,istanbul
KOteJz4T,2026-05-04,Tereza Martincova,Isabella Shinikova,Martincova T.,Shinikova I.,A,Tereza Martincova,Isabella Shinikova,6-3 3-6 6-4,F,"[6, 3, 6]","[3, 6, 4]",9,Istanbul,Hard,istanbul
Y5FrZW6j,2026-05-04,Rajaonah Tiantsoa Sarah Rakotomanga,Alice Tubello,Rakotomanga Rajaonah T.,Tubello A.,B,Alice Tubello,Rajaonah Tiantsoa Sarah Rakotomanga,0-6 7-5 6-7,R32,"[0, 7, 6]","[6, 5, 7]",6,Istanbul,Hard,istanbul
M3TdmNR0,2026-05-04,Donna Vekic,Aliona Falei,Vekic D.,Falei A.,A,Donna Vekic,Aliona Falei,6-2 6-7 6-4,R32,"[6, 6, 6]","[2, 7, 4]",8,Istanbul,Hard,istanbul
GSXJZelA,2026-05-04,Mia Ristic,Llorca Lucia Cortez,Ristic M.,Cortez Llorca L.,B,Llorca Lucia Cortez,Mia Ristic,6-7 7-6 4-6,F,"[6, 7, 4]","[7, 6, 6]",13,Istanbul,Hard,istanbul
Kz1uOGZi,2026-05-04,Katherine Sebov,Dalila Jakupovic,Sebov K.,Jakupovic D.,A,Katherine Sebov,Dalila Jakupovic,7-5 6-3,F,"[7, 6]","[5, 3]",12,Istanbul,Hard,istanbul
j7XQDERj,2026-05-04,Raluca Georgiana Serban,Maria Sara Popa,Serban R.,Popa M. S.,B,Maria Sara Popa,Raluca Georgiana Serban,5-7 6-3 4-6,F,"[5, 6, 4]","[7, 3, 6]",12,Istanbul,Hard,istanbul
StEg0Dso,2026-05-02,Defne Cirpanli,Maria Sara Popa,Cirpanli D.,Popa M. S.,B,Maria Sara Popa,Defne Cirpanli,1-6 3-6,SF,"[1, 3]","[6, 6]",7,Istanbul,Hard,istanbul
dbNN5ZJN,2026-05-02,Sude Ulueren,Llorca Lucia Cortez,Ulueren S.,Cortez Llorca L.,B,Llorca Lucia Cortez,Sude Ulueren,0-6 0-6,SF,"[0, 0]","[6, 6]",6,Istanbul,Hard,istanbul
AsPF7ekB,2026-05-02,Minel Naz Kaynak,Isabella Shinikova,Kaynak M. N.,Shinikova I.,B,Isabella Shinikova,Minel Naz Kaynak,1-6 4-6,SF,"[1, 4]","[6, 6]",7,Istanbul,Hard,istanbul
UT8CL4NM,2026-05-16,Barbora Krejcikova,Dayana Yastremska,Krejcikova B.,Yastremska D.,B,Dayana Yastremska,Barbora Krejcikova,3-6 3-6,F,"[3, 3]","[6, 6]",9,Parma,Clay,parma
2XcYD3Iq,2026-05-16,Dayana Yastremska,Maneiro Jessica Bouzas,Yastremska D.,Bouzas Maneiro J.,A,Dayana Yastremska,Maneiro Jessica Bouzas,7-6 6-7 7-6,SF,"[7, 6, 7]","[6, 7, 6]",13,Parma,Clay,parma
lfgrnGd4,2026-05-15,Serrano Maria Camila Osorio,Barbora Krejcikova,Osorio C.,Krejcikova B.,B,Barbora Krejcikova,Serrano Maria Camila Osorio,2-6 6-1 5-7,SF,"[2, 6, 5]","[6, 1, 7]",8,Parma,Clay,parma
hj8ZzRfA,2026-05-14,Susan Bandecchi,Maneiro Jessica Bouzas,Bandecchi S.,Bouzas Maneiro J.,B,Maneiro Jessica Bouzas,Susan Bandecchi,1-6 6-3 4-6,QF,"[1, 6, 4]","[6, 3, 6]",7,Parma,Clay,parma
zkhVyxNH,2026-05-14,Solana Sierra,Dayana Yastremska,Sierra S.,Yastremska D.,B,Dayana Yastremska,Solana Sierra,3-6 5-7,QF,"[3, 5]","[6, 7]",9,Parma,Clay,parma
UyqLHoLa,2026-05-14,Barbora Krejcikova,Viktorija Golubic,Krejcikova B.,Golubic V.,A,Barbora Krejcikova,Viktorija Golubic,6-7 6-3 6-2,QF,"[6, 6, 6]","[7, 3, 2]",13,Parma,Clay,parma
QZESOVPr,2026-05-14,Dominika Salkova,Serrano Maria Camila Osorio,Salkova D.,Osorio C.,B,Serrano Maria Camila Osorio,Dominika Salkova,1-6 6-2 3-6,QF,"[1, 6, 3]","[6, 2, 6]",7,Parma,Clay,parma
W4ZtyhDE,2026-05-13,Lilli Tagger,Maneiro Jessica Bouzas,Tagger L.,Bouzas Maneiro J.,B,Maneiro Jessica Bouzas,Lilli Tagger,3-6 2-6,R16,"[3, 2]","[6, 6]",9,Parma,Clay,parma
nunn0WlR,2026-05-13,Alycia Parks,Susan Bandecchi,Parks A.,Bandecchi S.,B,Susan Bandecchi,Alycia Parks,4-6 5-7,R16,"[4, 5]","[6, 7]",10,Parma,Clay,parma
O45fMrh5,2026-05-13,Dominika Salkova,Mayar Sherif,Salkova D.,Sherif M.,A,Dominika Salkova,Mayar Sherif,7-6 6-2,R16,"[7, 6]","[6, 2]",13,Parma,Clay,parma
YoTyFuQM,2026-05-13,Federica Urgesi,Viktorija Golubic,Urgesi F.,Golubic V.,B,Viktorija Golubic,Federica Urgesi,2-6 3-6,R16,"[2, 3]","[6, 6]",8,Parma,Clay,parma
r3B2i1H8,2026-05-13,Lucia Bronzetti,Serrano Maria Camila Osorio,Bronzetti L.,Osorio C.,B,Serrano Maria Camila Osorio,Lucia Bronzetti,1-6 6-7,R16,"[1, 6]","[6, 7]",7,Parma,Clay,parma
vL3ybUXH,2026-05-13,De Winkel Hanne Van,Dayana Yastremska,Vandewinkel H.,Yastremska D.,B,Dayana Yastremska,De Winkel Hanne Van,3-6 2-6,R16,"[3, 2]","[6, 6]",9,Parma,Clay,parma
27OTdUuJ,2026-05-13,Barbora Krejcikova,Anna Lena Friedsam,Krejcikova B.,Friedsam A-L.,A,Barbora Krejcikova,Anna Lena Friedsam,6-2 6-7 6-2,R16,"[6, 6, 6]","[2, 7, 2]",8,Parma,Clay,parma
UsU9UZx0,2026-05-13,Solana Sierra,Kaja Juvan,Sierra S.,Juvan K.,A,Solana Sierra,Kaja Juvan,3-6 6-2 6-2,R16,"[3, 6, 6]","[6, 2, 2]",9,Parma,Clay,parma
d2sYmrzP,2026-05-12,Yue 1998 Yuan,Mayar Sherif,Yuan Y.,Sherif M.,B,Mayar Sherif,Yue 1998 Yuan,4-6 6-0 4-6,R32,"[4, 6, 4]","[6, 0, 6]",10,Parma,Clay,parma
6TvD0LJU,2026-05-12,Noemi Basiletti,Lilli Tagger,Basiletti N.,Tagger L.,B,Lilli Tagger,Noemi Basiletti,4-6 2-6,R32,"[4, 2]","[6, 6]",10,Parma,Clay,parma
va8z1kVA,2026-05-12,Varvara Lepchenko,Viktorija Golubic,Lepchenko V.,Golubic V.,B,Viktorija Golubic,Varvara Lepchenko,6-4 1-6 4-6,R32,"[6, 1, 4]","[4, 6, 6]",10,Parma,Clay,parma
0Wy52skI,2026-05-12,Solana Sierra,Carole Monnet,Sierra S.,Monnet C.,A,Solana Sierra,Carole Monnet,6-4 6-0,R32,"[6, 6]","[4, 0]",10,Parma,Clay,parma
lSMq5Oh2,2026-05-12,Victoria Bosio,Dayana Yastremska,Bosio V.,Yastremska D.,B,Dayana Yastremska,Victoria Bosio,6-7 3-6,R32,"[6, 3]","[7, 6]",13,Parma,Clay,parma
GYEVSRp9,2026-05-12,Priscilla Hon,Susan Bandecchi,Hon P.,Bandecchi S.,B,Susan Bandecchi,Priscilla Hon,7-6 4-6 5-7,R32,"[7, 4, 5]","[6, 6, 7]",13,Parma,Clay,parma
t2Jy7pOk,2026-05-12,Deborah Chiesa,Serrano Maria Camila Osorio,Chiesa D.,Osorio C.,B,Serrano Maria Camila Osorio,Deborah Chiesa,1-6 3-6,R32,"[1, 3]","[6, 6]",7,Parma,Clay,parma
AFd4PhvH,2026-05-12,Zhibek Kulambayeva,Anna Lena Friedsam,Kulambayeva Z.,Friedsam A-L.,B,Anna Lena Friedsam,Zhibek Kulambayeva,1-6 4-6,R32,"[1, 4]","[6, 6]",7,Parma,Clay,parma
O81K4XVo,2026-05-11,Barbora Krejcikova,Kasintseva Victoria Jimenez,Krejcikova B.,Jimenez Kasintseva V.,A,Barbora Krejcikova,Kasintseva Victoria Jimenez,6-4 6-1,R32,"[6, 6]","[4, 1]",10,Parma,Clay,parma
d2TFtLqd,2026-05-11,Lisa Pigato,Lucia Bronzetti,Pigato L.,Bronzetti L.,B,Lucia Bronzetti,Lisa Pigato,4-6 4-6,R32,"[4, 4]","[6, 6]",10,Parma,Clay,parma
Khzk6Pkg,2026-05-11,Federica Urgesi,Maja Chwalinska,Urgesi F.,Chwalinska M.,A,Federica Urgesi,Maja Chwalinska,6-3 0-0,R32,"[6, 0]","[3, 0]",9,Parma,Clay,parma
O8L14Oy3,2026-05-11,Marta Lombardini,Maneiro Jessica Bouzas,Lombardini M.,Bouzas Maneiro J.,B,Maneiro Jessica Bouzas,Marta Lombardini,4-6 2-6,R32,"[4, 2]","[6, 6]",10,Parma,Clay,parma
h6Yd43K5,2026-05-11,Alycia Parks,Mary Stoiana,Parks A.,Stoiana M.,A,Alycia Parks,Mary Stoiana,7-5 6-7 6-2,R32,"[7, 6, 6]","[5, 7, 2]",12,Parma,Clay,parma
AoV7rsFq,2026-05-11,Kaja Juvan,Moyuka Uchijima,Juvan K.,Uchijima M.,A,Kaja Juvan,Moyuka Uchijima,7-6 3-6 6-0,R32,"[7, 3, 6]","[6, 6, 0]",13,Parma,Clay,parma
CSWt8oLt,2026-05-11,Lois Boisson,Dominika Salkova,Boisson L.,Salkova D.,B,Dominika Salkova,Lois Boisson,7-6 1-6 2-6,R32,"[7, 1, 2]","[6, 6, 6]",13,Parma,Clay,parma
6Bcxumif,2026-05-11,Gabriela Ce,Deborah Chiesa,Ce G.,Chiesa D.,B,Deborah Chiesa,Gabriela Ce,0-6 6-3 4-6,F,"[0, 6, 4]","[6, 3, 6]",6,Parma,Clay,parma
WY4S2B0b,2026-05-11,De Winkel Hanne Van,Whitney Osuigwe,Vandewinkel H.,Osuigwe W.,A,De Winkel Hanne Van,Whitney Osuigwe,7-5 6-4,R32,"[7, 6]","[5, 4]",12,Parma,Clay,parma
nkahy5jJ,2026-05-11,Susan Bandecchi,Sapfo Sakellaridi,Bandecchi S.,Sakellaridi S.,A,Susan Bandecchi,Sapfo Sakellaridi,7-5 6-0,F,"[7, 6]","[5, 0]",12,Parma,Clay,parma
vPepwRL6,2026-05-11,Victoria Bosio,Elena Bocchi,Bosio V.,Bocchi E.,A,Victoria Bosio,Elena Bocchi,6-2 6-4,F,"[6, 6]","[2, 4]",8,Parma,Clay,parma
CSjva8rQ,2026-05-11,Zhibek Kulambayeva,Huergo Nicole Fossa,Kulambayeva Z.,Fossa Huergo N.,A,Zhibek Kulambayeva,Huergo Nicole Fossa,6-1 6-4,F,"[6, 6]","[1, 4]",7,Parma,Clay,parma
ziscqz2n,2026-06-07,Alexandra Eala,Nikola Bartunkova,Eala A.,Bartunkova N.,A,Alexandra Eala,Nikola Bartunkova,5-7 6-3 7-5,F,"[5, 6, 7]","[7, 3, 5]",12,Birmingham,Grass,birmingham
