event_id,match_date,player_a,player_b,short_a,short_b,winner_side,winner_name,loser_name,score,round,sets_a,sets_b,set1_games,tournament,surface,slug
4Q2Kb2nQ,2026-01-10,Joanna Garland,Polina Kudermetova,Garland J.,Kudermetova P.,A,Joanna Garland,Polina Kudermetova,6-4 6-2,F,"[6, 6]","[4, 2]",10,Canberra,Hard,canberra
bkieOiVi,2026-01-09,Polina Kudermetova,Himeno Sakatsume,Kudermetova P.,Sakatsume H.,A,Polina Kudermetova,Himeno Sakatsume,7-5 6-2,SF,"[7, 6]","[5, 2]",12,Canberra,Hard,canberra
dA0UrPBr,2026-01-09,Daria Snigur,Joanna Garland,Snigur D.,Garland J.,B,Joanna Garland,Daria Snigur,6-7 3-6,SF,"[6, 3]","[7, 6]",13,Canberra,Hard,canberra
x2y1nQuC,2026-01-08,Himeno Sakatsume,Ekaterine Gorgodze,Sakatsume H.,Gorgodze E.,A,Himeno Sakatsume,Ekaterine Gorgodze,3-6 6-2 6-0,QF,"[3, 6, 6]","[6, 2, 0]",9,Canberra,Hard,canberra
zL9UmIaJ,2026-01-08,Yue 1998 Yuan,Polina Kudermetova,Yuan Y.,Kudermetova P.,B,Polina Kudermetova,Yue 1998 Yuan,1-6 0-6,QF,"[1, 0]","[6, 6]",7,Canberra,Hard,canberra
0GCajMqo,2026-01-08,Tamara Zidansek,Joanna Garland,Zidansek T.,Garland J.,B,Joanna Garland,Tamara Zidansek,2-6 4-6,QF,"[2, 4]","[6, 6]",8,Canberra,Hard,canberra
KflutuQ8,2026-01-08,Simona Waltert,Daria Snigur,Waltert S.,Snigur D.,B,Daria Snigur,Simona Waltert,2-6 4-6,QF,"[2, 4]","[6, 6]",8,Canberra,Hard,canberra
jHZITG1K,2026-01-07,Yue 1998 Yuan,Tatiana Prozorova,Yuan Y.,Prozorova T.,A,Yue 1998 Yuan,Tatiana Prozorova,6-4 6-3,R16,"[6, 6]","[4, 3]",10,Canberra,Hard,canberra
hnHpEG0s,2026-01-07,Mayar Sherif,Himeno Sakatsume,Sherif M.,Sakatsume H.,B,Himeno Sakatsume,Mayar Sherif,3-6 6-3 3-6,R16,"[3, 6, 3]","[6, 3, 6]",9,Canberra,Hard,canberra
ht4HwoXj,2026-01-07,Tamara Zidansek,Lanlana Tararudee,Zidansek T.,Tararudee L.,A,Tamara Zidansek,Lanlana Tararudee,7-6 2-6 6-3,R16,"[7, 2, 6]","[6, 6, 3]",13,Canberra,Hard,canberra
Knd31lPc,2026-01-07,Lola Radivojevic,Polina Kudermetova,Radivojevic L.,Kudermetova P.,B,Polina Kudermetova,Lola Radivojevic,3-6 6-7,R16,"[3, 6]","[6, 7]",9,Canberra,Hard,canberra
6edUBQJD,2026-01-07,Ekaterine Gorgodze,Moyuka Uchijima,Gorgodze E.,Uchijima M.,A,Ekaterine Gorgodze,Moyuka Uchijima,6-4 6-1,R16,"[6, 6]","[4, 1]",10,Canberra,Hard,canberra
UF2IADJ8,2026-01-07,Simona Waltert,Darja Vidmanova,Waltert S.,Vidmanova D.,A,Simona Waltert,Darja Vidmanova,3-6 7-5 6-3,R16,"[3, 7, 6]","[6, 5, 3]",9,Canberra,Hard,canberra
YcChIw5D,2026-01-07,En Shuo Liang,Daria Snigur,Liang E. S.,Snigur D.,B,Daria Snigur,En Shuo Liang,4-6 2-6,R16,"[4, 2]","[6, 6]",10,Canberra,Hard,canberra
S0DalK2U,2026-01-06,Tatiana Prozorova,Nikola Bartunkova,Prozorova T.,Bartunkova N.,A,Tatiana Prozorova,Nikola Bartunkova,6-1 6-2,R32,"[6, 6]","[1, 2]",7,Canberra,Hard,canberra
h25o8Eg3,2026-01-06,Tahlia Kokkinis,Himeno Sakatsume,Kokkinis T.,Sakatsume H.,B,Himeno Sakatsume,Tahlia Kokkinis,5-7 2-6,R32,"[5, 2]","[7, 6]",12,Canberra,Hard,canberra
EinI61Ib,2026-01-06,Elvina Kalieva,Ekaterine Gorgodze,Kalieva E.,Gorgodze E.,B,Ekaterine Gorgodze,Elvina Kalieva,2-6 7-6 6-7,R32,"[2, 7, 6]","[6, 6, 7]",8,Canberra,Hard,canberra
MXaZY7Oj,2026-01-06,Mayar Sherif,Elena Micic,Sherif M.,Micic E.,A,Mayar Sherif,Elena Micic,6-4 3-6 7-5,R32,"[6, 3, 7]","[4, 6, 5]",10,Canberra,Hard,canberra
UZKftjWG,2026-01-06,Marina Stakusic,Darja Vidmanova,Stakusic M.,Vidmanova D.,B,Darja Vidmanova,Marina Stakusic,3-6 2-6,R32,"[3, 2]","[6, 6]",9,Canberra,Hard,canberra
n5pQ4umB,2026-01-06,Lola Radivojevic,Teodora Kostovic,Radivojevic L.,Kostovic T.,A,Lola Radivojevic,Teodora Kostovic,6-4 6-4,R32,"[6, 6]","[4, 4]",10,Canberra,Hard,canberra
OdtUfkoA,2026-01-06,Alina Korneeva,Polina Kudermetova,Korneeva A.,Kudermetova P.,B,Polina Kudermetova,Alina Korneeva,2-6 3-6,R32,"[2, 3]","[6, 6]",8,Canberra,Hard,canberra
IPh98Nmn,2026-01-06,Lucia Bronzetti,Tamara Zidansek,Bronzetti L.,Zidansek T.,B,Tamara Zidansek,Lucia Bronzetti,2-6 7-6 3-6,R32,"[2, 7, 3]","[6, 6, 6]",8,Canberra,Hard,canberra
x0O2vU0T,2026-01-06,Joanna Garland,Diane Parry,Garland J.,Parry D.,A,Joanna Garland,Diane Parry,5-7 6-4 6-2,R32,"[5, 6, 6]","[7, 4, 2]",12,Canberra,Hard,canberra
4tPjnXWq,2026-01-06,Polina Iatcenko,Destanee Aiava,Iatcenko P.,Aiava D.,A,Polina Iatcenko,Destanee Aiava,6-7 6-3 6-3,R32,"[6, 6, 6]","[7, 3, 3]",13,Canberra,Hard,canberra
C6SbpB1d,2026-01-06,En Shuo Liang,Lucrezia Stefanini,Liang E. S.,Stefanini L.,A,En Shuo Liang,Lucrezia Stefanini,7-6 6-1,R32,"[7, 6]","[6, 1]",13,Canberra,Hard,canberra
fq31xsVr,2026-01-06,Daria Snigur,Tamara Korpatsch,Snigur D.,Korpatsch T.,A,Daria Snigur,Tamara Korpatsch,6-4 6-0,R32,"[6, 6]","[4, 0]",10,Canberra,Hard,canberra
jBdAzLae,2026-01-05,Lanlana Tararudee,Tina Nadine Smith,Tararudee L.,Smith T. N.,A,Lanlana Tararudee,Tina Nadine Smith,6-2 6-2,R32,"[6, 6]","[2, 2]",8,Canberra,Hard,canberra
d8aIYbU7,2026-01-05,Madison Brengle,Moyuka Uchijima,Brengle M.,Uchijima M.,B,Moyuka Uchijima,Madison Brengle,4-6 4-6,R32,"[4, 4]","[6, 6]",10,Canberra,Hard,canberra
pn3XLhhn,2026-01-05,Ekaterine Gorgodze,Anouk Koevermans,Gorgodze E.,Koevermans A.,A,Ekaterine Gorgodze,Anouk Koevermans,7-5 4-6 6-3,F,"[7, 4, 6]","[5, 6, 3]",12,Canberra,Hard,canberra
hrm60fqh,2026-01-05,Anastasia Gasanova,Tatiana Prozorova,Gasanova A.,Prozorova T.,B,Tatiana Prozorova,Anastasia Gasanova,1-6 4-6,F,"[1, 4]","[6, 6]",7,Canberra,Hard,canberra
t8gv18Nk,2026-01-05,Vera Zvonareva,Elvina Kalieva,Zvonareva V.,Kalieva E.,B,Elvina Kalieva,Vera Zvonareva,7-5 2-6 2-6,F,"[7, 2, 2]","[5, 6, 6]",12,Canberra,Hard,canberra
Sz29cZGc,2026-01-05,Teodora Kostovic,Elena Pridankina,Kostovic T.,Pridankina E.,A,Teodora Kostovic,Elena Pridankina,7-5 6-7 6-2,F,"[7, 6, 6]","[5, 7, 2]",12,Canberra,Hard,canberra
SUnLdBGc,2026-01-05,Simona Waltert,Dominika Salkova,Waltert S.,Salkova D.,A,Simona Waltert,Dominika Salkova,6-7 7-6 6-2,R32,"[6, 7, 6]","[7, 6, 2]",13,Canberra,Hard,canberra
0U9NZVOj,2026-01-05,Polina Iatcenko,Ena Shibahara,Iatcenko P.,Shibahara E.,A,Polina Iatcenko,Ena Shibahara,4-6 7-6 6-2,F,"[4, 7, 6]","[6, 6, 2]",10,Canberra,Hard,canberra
GYkLKp1d,2026-01-05,En Shuo Liang,Mai Hontama,Liang E. S.,Hontama M.,A,En Shuo Liang,Mai Hontama,6-3 6-1,F,"[6, 6]","[3, 1]",9,Canberra,Hard,canberra
G6TmMcx1,2026-01-05,Himeno Sakatsume,Mary Stoiana,Sakatsume H.,Stoiana M.,A,Himeno Sakatsume,Mary Stoiana,7-5 6-2,F,"[7, 6]","[5, 2]",12,Canberra,Hard,canberra
Y7RorC14,2026-01-05,De Winkel Hanne Van,Yue 1998 Yuan,Vandewinkel H.,Yuan Y.,B,Yue 1998 Yuan,De Winkel Hanne Van,3-6 4-6,R32,"[3, 4]","[6, 6]",9,Canberra,Hard,canberra
OYViviFq,2026-01-05,Tamara Zidansek,Miriam Bianca Bulgaru,Zidansek T.,Bulgaru M.,A,Tamara Zidansek,Miriam Bianca Bulgaru,6-2 6-3,F,"[6, 6]","[2, 3]",8,Canberra,Hard,canberra
MZ0wHZ25,2026-01-04,Ayano Shimizu,Tatiana Prozorova,Shimizu A.,Prozorova T.,B,Tatiana Prozorova,Ayano Shimizu,5-7 1-6,SF,"[5, 1]","[7, 6]",12,Canberra,Hard,canberra
0tl5VYHb,2026-01-04,Sarah Rokusek,Anouk Koevermans,Rokusek S.,Koevermans A.,B,Anouk Koevermans,Sarah Rokusek,0-6 1-6,SF,"[0, 1]","[6, 6]",6,Canberra,Hard,canberra
0fTwpYWi,2026-01-04,Zuleta De Reales Guiomar Maristany,Anastasia Gasanova,Maristany G.,Gasanova A.,B,Anastasia Gasanova,Zuleta De Reales Guiomar Maristany,2-6 6-7,SF,"[2, 6]","[6, 7]",8,Canberra,Hard,canberra
f1MFOQ4E,2026-01-04,Carson Branstine,Vera Zvonareva,Branstine C.,Zvonareva V.,B,Vera Zvonareva,Carson Branstine,1-6 2-6,SF,"[1, 2]","[6, 6]",7,Canberra,Hard,canberra
nHne4dJa,2026-01-04,Ekaterine Gorgodze,Selena Janicijevic,Gorgodze E.,Janicijevic S.,A,Ekaterine Gorgodze,Selena Janicijevic,6-3 6-3,SF,"[6, 6]","[3, 3]",9,Canberra,Hard,canberra
fN9MKH3t,2026-01-04,Diaz Nuria Parrizas,Elvina Kalieva,Parrizas-Diaz N.,Kalieva E.,B,Elvina Kalieva,Diaz Nuria Parrizas,3-6 2-6,SF,"[3, 2]","[6, 6]",9,Canberra,Hard,canberra
GdvC0EIO,2026-01-04,Teodora Kostovic,Camilla Rosatello,Kostovic T.,Rosatello C.,A,Teodora Kostovic,Camilla Rosatello,6-3 6-1,SF,"[6, 6]","[3, 1]",9,Canberra,Hard,canberra
QRcfDi2U,2026-01-04,Stefi Webb,Ena Shibahara,Webb S.,Shibahara E.,B,Ena Shibahara,Stefi Webb,6-7 1-6,SF,"[6, 1]","[7, 6]",13,Canberra,Hard,canberra
86iDTCnB,2026-01-04,Polina Iatcenko,Sijia Wei,Iatcenko P.,Wei S.,A,Polina Iatcenko,Sijia Wei,6-3 6-3,SF,"[6, 6]","[3, 3]",9,Canberra,Hard,canberra
tvY3Xfmn,2026-01-04,Giselle Isabella Guillen,Elena Pridankina,Guillen G. I.,Pridankina E.,B,Elena Pridankina,Giselle Isabella Guillen,3-6 2-6,SF,"[3, 2]","[6, 6]",9,Canberra,Hard,canberra
EkZm6Ilm,2026-01-04,Renee Alame,Miriam Bianca Bulgaru,Alame Re.,Bulgaru M.,B,Miriam Bianca Bulgaru,Renee Alame,1-6 4-6,SF,"[1, 4]","[6, 6]",7,Canberra,Hard,canberra
Ua4oFDXH,2026-01-04,Tamara Zidansek,Sada Nahimana,Zidansek T.,Nahimana S.,A,Tamara Zidansek,Sada Nahimana,6-2 6-4,SF,"[6, 6]","[2, 4]",8,Canberra,Hard,canberra
04WiMUvo,2026-01-04,Himeno Sakatsume,Carol Youngsuh Lee,Sakatsume H.,Lee C. Y.,A,Himeno Sakatsume,Carol Youngsuh Lee,6-2 7-5,SF,"[6, 7]","[2, 5]",8,Canberra,Hard,canberra
0KCUIeYh,2026-01-04,Mai Hontama,Manon Leonard,Hontama M.,Leonard M.,A,Mai Hontama,Manon Leonard,1-6 6-2 6-4,SF,"[1, 6, 6]","[6, 2, 4]",7,Canberra,Hard,canberra
ULuMRjHN,2026-01-04,Iryna Shymanovich,En Shuo Liang,Shymanovich I.,Liang E. S.,B,En Shuo Liang,Iryna Shymanovich,6-4 3-6 1-6,SF,"[6, 3, 1]","[4, 6, 6]",10,Canberra,Hard,canberra
rqt42zlC,2026-01-04,Mary Stoiana,Alice Rame,Stoiana M.,Rame A.,A,Mary Stoiana,Alice Rame,7-6 4-6 6-3,SF,"[7, 4, 6]","[6, 6, 3]",13,Canberra,Hard,canberra
2Z8kQtHd,2026-01-31,Donna Vekic,Serrano Maria Camila Osorio,Vekic D.,Osorio C.,B,Serrano Maria Camila Osorio,Donna Vekic,6-2 3-6 5-7,F,"[6, 3, 5]","[2, 6, 7]",8,Manila,Hard,manila
EkfNK6jS,2026-01-30,Solana Sierra,Serrano Maria Camila Osorio,Sierra S.,Osorio C.,B,Serrano Maria Camila Osorio,Solana Sierra,0-6 1-6,SF,"[0, 1]","[6, 6]",6,Manila,Hard,manila
SCAbenTg,2026-01-30,Tatiana Prozorova,Donna Vekic,Prozorova T.,Vekic D.,B,Donna Vekic,Tatiana Prozorova,2-6 4-6,SF,"[2, 4]","[6, 6]",8,Manila,Hard,manila
bg5H0AKG,2026-01-29,Serrano Maria Camila Osorio,Alexandra Eala,Osorio C.,Eala A.,A,Serrano Maria Camila Osorio,Alexandra Eala,6-4 6-4,QF,"[6, 6]","[4, 4]",10,Manila,Hard,manila
UoPiswRO,2026-01-29,Lanlana Tararudee,Solana Sierra,Tararudee L.,Sierra S.,B,Solana Sierra,Lanlana Tararudee,3-6 4-6,QF,"[3, 4]","[6, 6]",9,Manila,Hard,manila
pfD3UzWb,2026-01-29,Donna Vekic,Lin Zhu,Vekic D.,Zhu L.,A,Donna Vekic,Lin Zhu,6-4 6-3,QF,"[6, 6]","[4, 3]",10,Manila,Hard,manila
d0eJ1ode,2026-01-29,Tatiana Prozorova,Sofia Costoulas,Prozorova T.,Costoulas S.,A,Tatiana Prozorova,Sofia Costoulas,4-6 6-2 6-4,QF,"[4, 6, 6]","[6, 2, 4]",10,Manila,Hard,manila
Wt4rLPw0,2026-01-28,Himeno Sakatsume,Alexandra Eala,Sakatsume H.,Eala A.,B,Alexandra Eala,Himeno Sakatsume,4-6 0-6,R16,"[4, 0]","[6, 6]",10,Manila,Hard,manila
h8WS9do9,2026-01-28,Yulia Starodubtsewa,Solana Sierra,Starodubtseva Y.,Sierra S.,B,Solana Sierra,Yulia Starodubtsewa,4-6 3-6,R16,"[4, 3]","[6, 6]",10,Manila,Hard,manila
K09G08h5,2026-01-28,Mananchaya Sawangkaew,Lin Zhu,Sawangkaew M.,Zhu L.,B,Lin Zhu,Mananchaya Sawangkaew,3-6 6-7,R16,"[3, 6]","[6, 7]",9,Manila,Hard,manila
hjq96QO6,2026-01-28,Donna Vekic,Mariia Tkacheva,Vekic D.,Tkacheva M.,A,Donna Vekic,Mariia Tkacheva,6-1 6-2,R16,"[6, 6]","[1, 2]",7,Manila,Hard,manila
6eSlW6gU,2026-01-28,Tatjana Maria,Tatiana Prozorova,Maria T.,Prozorova T.,B,Tatiana Prozorova,Tatjana Maria,6-7 4-6,R16,"[6, 4]","[7, 6]",13,Manila,Hard,manila
YsUtYSOH,2026-01-28,Sofia Costoulas,Yexin Ma,Costoulas S.,Ma Y.,A,Sofia Costoulas,Yexin Ma,6-2 6-4,R16,"[6, 6]","[2, 4]",8,Manila,Hard,manila
pKdIuSd4,2026-01-28,Serrano Maria Camila Osorio,Mai Hontama,Osorio C.,Hontama M.,A,Serrano Maria Camila Osorio,Mai Hontama,6-4 4-6 6-2,R16,"[6, 4, 6]","[4, 6, 2]",10,Manila,Hard,manila
dbYMM7iI,2026-01-28,Lanlana Tararudee,Polina Kudermetova,Tararudee L.,Kudermetova P.,A,Lanlana Tararudee,Polina Kudermetova,6-4 6-4,R16,"[6, 6]","[4, 4]",10,Manila,Hard,manila
6e45hZBj,2026-01-27,Lin Zhu,Lulu Radovcic,Zhu L.,Sun L.,A,Lin Zhu,Lulu Radovcic,7-5 6-4,R32,"[7, 6]","[5, 4]",12,Manila,Hard,manila
bNf278LP,2026-01-27,Joanna Garland,Solana Sierra,Garland J.,Sierra S.,B,Solana Sierra,Joanna Garland,4-6 6-7,R32,"[4, 6]","[6, 7]",10,Manila,Hard,manila
rFfGEPSh,2026-01-27,Donna Vekic,Kyoka Okamura,Vekic D.,Okamura K.,A,Donna Vekic,Kyoka Okamura,6-2 6-2,R32,"[6, 6]","[2, 2]",8,Manila,Hard,manila
4UrPC3c5,2026-01-27,Nao Hibino,Himeno Sakatsume,Hibino N.,Sakatsume H.,B,Himeno Sakatsume,Nao Hibino,3-6 5-7,R32,"[3, 5]","[6, 7]",9,Manila,Hard,manila
CfnXAsSH,2026-01-27,Sara Saito,Mariia Tkacheva,Saito S.,Tkacheva M.,B,Mariia Tkacheva,Sara Saito,2-6 2-6,R32,"[2, 2]","[6, 6]",8,Manila,Hard,manila
UBUt0QDa,2026-01-27,Kaye Ann Emana,Tatiana Prozorova,Emana K. A.,Prozorova T.,B,Tatiana Prozorova,Kaye Ann Emana,1-6 0-6,R32,"[1, 0]","[6, 6]",7,Manila,Hard,manila
WG2Gq5TI,2026-01-27,Yexin Ma,Darja Semenistaja,Ma Y.,Semenistaja D.,A,Yexin Ma,Darja Semenistaja,6-1 7-6,R32,"[6, 7]","[1, 6]",7,Manila,Hard,manila
QwOkb4rC,2026-01-27,Tatjana Maria,Leolia Jeanjean,Maria T.,Jeanjean L.,A,Tatjana Maria,Leolia Jeanjean,7-6 6-4,R32,"[7, 6]","[6, 4]",13,Manila,Hard,manila
xIi8Gobt,2026-01-26,Alina Charaeva,Alexandra Eala,Charaeva A.,Eala A.,B,Alexandra Eala,Alina Charaeva,1-6 2-6,R32,"[1, 2]","[6, 6]",7,Manila,Hard,manila
reWY1nqm,2026-01-26,Tennielle Madis,Mananchaya Sawangkaew,Madis T.,Sawangkaew M.,B,Mananchaya Sawangkaew,Tennielle Madis,4-6 0-6,R32,"[4, 0]","[6, 6]",10,Manila,Hard,manila
tdLZsU8D,2026-01-26,Sofia Costoulas,Viktoria Morvayova,Costoulas S.,Morvayova V.,A,Sofia Costoulas,Viktoria Morvayova,6-7 7-6 6-4,R32,"[6, 7, 6]","[7, 6, 4]",13,Manila,Hard,manila
hzkh0BOs,2026-01-26,Polina Kudermetova,Miho Kuramochi,Kudermetova P.,Kuramochi M.,A,Polina Kudermetova,Miho Kuramochi,6-3 7-5,R32,"[6, 7]","[3, 5]",9,Manila,Hard,manila
bXi0bkgf,2026-01-26,Serrano Maria Camila Osorio,Sakura Hosogi,Osorio C.,Hosogi S.,A,Serrano Maria Camila Osorio,Sakura Hosogi,6-4 6-3,R32,"[6, 6]","[4, 3]",10,Manila,Hard,manila
Yk8L5X0K,2026-01-26,Peangtarn Plipuech,Yulia Starodubtsewa,Plipuech P.,Starodubtseva Y.,B,Yulia Starodubtsewa,Peangtarn Plipuech,0-6 4-6,R32,"[0, 4]","[6, 6]",6,Manila,Hard,manila
bkiiGx4c,2026-01-26,Elizabeth Abarquez,Mai Hontama,Abarquez E.,Hontama M.,B,Mai Hontama,Elizabeth Abarquez,0-6 0-6,R32,"[0, 0]","[6, 6]",6,Manila,Hard,manila
biMcdrDO,2026-01-26,Simona Waltert,Lanlana Tararudee,Waltert S.,Tararudee L.,B,Lanlana Tararudee,Simona Waltert,2-6 6-3 2-6,R32,"[2, 6, 2]","[6, 3, 6]",8,Manila,Hard,manila
42MiEGY9,2026-01-25,Rina Saigo,Peangtarn Plipuech,Saigo R.,Plipuech P.,B,Peangtarn Plipuech,Rina Saigo,2-6 3-6,F,"[2, 3]","[6, 6]",8,Manila,Hard,manila
tMfWcOt4,2026-01-25,Miho Kuramochi,Mia Horvit,Kuramochi M.,Horvit M.,A,Miho Kuramochi,Mia Horvit,6-2 6-1,F,"[6, 6]","[2, 1]",8,Manila,Hard,manila
2yBammUg,2026-01-25,Sakura Hosogi,Aludo Stefi Marithe,Hosogi S.,Marithe Aludo S.,A,Sakura Hosogi,Aludo Stefi Marithe,6-1 6-2,F,"[6, 6]","[1, 2]",7,Manila,Hard,manila
nZPWe2BG,2026-01-25,Viktoria Morvayova,Huergo Nicole Fossa,Morvayova V.,Fossa Huergo N.,A,Viktoria Morvayova,Huergo Nicole Fossa,7-5 6-3,F,"[7, 6]","[5, 3]",12,Manila,Hard,manila
OIBcC2v0,2026-01-24,Lauraine Jallorina,Peangtarn Plipuech,Jallorina L.,Plipuech P.,B,Peangtarn Plipuech,Lauraine Jallorina,0-6 1-6,SF,"[0, 1]","[6, 6]",6,Manila,Hard,manila
IL8kEO9m,2026-01-24,Angeline Alcala,Aludo Stefi Marithe,Alcala A.,Marithe Aludo S.,B,Aludo Stefi Marithe,Angeline Alcala,1-6 0-6,SF,"[1, 0]","[6, 6]",7,Manila,Hard,manila
ln37Rsr1,2026-02-08,Mananchaya Sawangkaew,Lilli Tagger,Sawangkaew M.,Tagger L.,A,Mananchaya Sawangkaew,Lilli Tagger,6-4 6-3,F,"[6, 6]","[4, 3]",10,Mumbai,Hard,mumbai
dnDW4WT1,2026-02-07,Fangran Tian,Lilli Tagger,Tian F.,Tagger L.,B,Lilli Tagger,Fangran Tian,2-6 6-7,SF,"[2, 6]","[6, 7]",8,Mumbai,Hard,mumbai
0rlojtN5,2026-02-07,Mananchaya Sawangkaew,Lanlana Tararudee,Sawangkaew M.,Tararudee L.,A,Mananchaya Sawangkaew,Lanlana Tararudee,6-2 3-6 6-1,SF,"[6, 3, 6]","[2, 6, 1]",8,Mumbai,Hard,mumbai
As1ghAnp,2026-02-06,Mei Yamaguchi,Fangran Tian,Yamaguchi M.,Tian F.,B,Fangran Tian,Mei Yamaguchi,2-6 6-2 2-6,QF,"[2, 6, 2]","[6, 2, 6]",8,Mumbai,Hard,mumbai
xzSg3VNc,2026-02-06,Lilli Tagger,Darja Semenistaja,Tagger L.,Semenistaja D.,A,Lilli Tagger,Darja Semenistaja,4-6 6-4 6-2,QF,"[4, 6, 6]","[6, 4, 2]",10,Mumbai,Hard,mumbai
Ukt1a4HO,2026-02-06,Leolia Jeanjean,Lanlana Tararudee,Jeanjean L.,Tararudee L.,B,Lanlana Tararudee,Leolia Jeanjean,6-4 3-6 2-6,QF,"[6, 3, 2]","[4, 6, 6]",10,Mumbai,Hard,mumbai
vFvhCFb6,2026-02-06,Mananchaya Sawangkaew,Tatiana Prozorova,Sawangkaew M.,Prozorova T.,A,Mananchaya Sawangkaew,Tatiana Prozorova,6-1 6-4,QF,"[6, 6]","[1, 4]",7,Mumbai,Hard,mumbai
GS5OCu84,2026-02-05,Kristiana Sidorova,Tatiana Prozorova,Sidorova K.,Prozorova T.,B,Tatiana Prozorova,Kristiana Sidorova,4-6 1-6,R16,"[4, 1]","[6, 6]",10,Mumbai,Hard,mumbai
xbboVJ8d,2026-02-05,Lilli Tagger,Eri Shimizu,Tagger L.,Shimizu E.,A,Lilli Tagger,Eri Shimizu,6-2 6-2,R16,"[6, 6]","[2, 2]",8,Mumbai,Hard,mumbai
4MBxub9O,2026-02-05,Sohyun Park,Lanlana Tararudee,Park S.,Tararudee L.,B,Lanlana Tararudee,Sohyun Park,6-3 3-6 0-6,R16,"[6, 3, 0]","[3, 6, 6]",9,Mumbai,Hard,mumbai
jeebebx8,2026-02-05,Fangran Tian,De Winkel Hanne Van,Tian F.,Vandewinkel H.,A,Fangran Tian,De Winkel Hanne Van,2-6 6-4 6-4,R16,"[2, 6, 6]","[6, 4, 4]",8,Mumbai,Hard,mumbai
boYli20t,2026-02-04,Misaki Matsuda,Mananchaya Sawangkaew,Matsuda M.,Sawangkaew M.,B,Mananchaya Sawangkaew,Misaki Matsuda,4-6 1-6,R16,"[4, 1]","[6, 6]",10,Mumbai,Hard,mumbai
valTpISr,2026-02-04,Leolia Jeanjean,Miho Kuramochi,Jeanjean L.,Kuramochi M.,A,Leolia Jeanjean,Miho Kuramochi,6-3 6-3,R16,"[6, 6]","[3, 3]",9,Mumbai,Hard,mumbai
ldGe5qht,2026-02-04,Mai Hontama,Darja Semenistaja,Hontama M.,Semenistaja D.,B,Darja Semenistaja,Mai Hontama,4-6 6-7,R16,"[4, 6]","[6, 7]",10,Mumbai,Hard,mumbai
2JMB11i5,2026-02-04,Mei Yamaguchi,Yasmine Kabbaj,Yamaguchi M.,Kabbaj Y.,A,Mei Yamaguchi,Yasmine Kabbaj,4-6 6-4 7-6,R16,"[4, 6, 7]","[6, 4, 6]",10,Mumbai,Hard,mumbai
tImsO535,2026-02-03,Revathi Maaya Rajeshwaran,Lanlana Tararudee,Rajeshwaran Revathi M.,Tararudee L.,B,Lanlana Tararudee,Revathi Maaya Rajeshwaran,3-6 2-6,R32,"[3, 2]","[6, 6]",9,Mumbai,Hard,mumbai
lbJHB4Bb,2026-02-03,Zuzanna Pawlikowska,De Winkel Hanne Van,Pawlikowska Z.,Vandewinkel H.,B,De Winkel Hanne Van,Zuzanna Pawlikowska,3-6 3-6,R32,"[3, 3]","[6, 6]",9,Mumbai,Hard,mumbai
84kZPRYh,2026-02-03,Lilli Tagger,Vaishnavi Adkar,Tagger L.,Adkar V.,A,Lilli Tagger,Vaishnavi Adkar,7-5 6-4,R32,"[7, 6]","[5, 4]",12,Mumbai,Hard,mumbai
MBHP9rtB,2026-02-03,Priska Madelyn Nugroho,Tatiana Prozorova,Nugroho P. M.,Prozorova T.,B,Tatiana Prozorova,Priska Madelyn Nugroho,2-6 1-6,R32,"[2, 1]","[6, 6]",8,Mumbai,Hard,mumbai
hh1EgBYF,2026-02-03,Shrivalli Rashmikaa Bhamidipaty,Kristiana Sidorova,Bhamidipaty S. R.,Sidorova K.,B,Kristiana Sidorova,Shrivalli Rashmikaa Bhamidipaty,1-6 3-6,R32,"[1, 3]","[6, 6]",7,Mumbai,Hard,mumbai
4YVMzqmB,2026-02-03,Fangran Tian,Rina Saigo,Tian F.,Saigo R.,A,Fangran Tian,Rina Saigo,6-0 6-3,R32,"[6, 6]","[0, 3]",6,Mumbai,Hard,mumbai
dfNmb7LF,2026-02-03,Mingge Xu,Sohyun Park,Xu M.,Park S.,B,Sohyun Park,Mingge Xu,1-6,R32,[1],[6],7,Mumbai,Hard,mumbai
byTEx5Ib,2026-02-03,Sahaja Yamalapalli,Eri Shimizu,Yamalapalli S.,Shimizu E.,B,Eri Shimizu,Sahaja Yamalapalli,5-7 2-6,R32,"[5, 2]","[7, 6]",12,Mumbai,Hard,mumbai
AF6H7pJO,2026-02-03,Diletta Cherubini,Darja Semenistaja,Cherubini D.,Semenistaja D.,B,Darja Semenistaja,Diletta Cherubini,3-6 1-6,R32,"[3, 1]","[6, 6]",9,Mumbai,Hard,mumbai
Kv36eX33,2026-02-03,Yasmine Kabbaj,Peangtarn Plipuech,Kabbaj Y.,Plipuech P.,A,Yasmine Kabbaj,Peangtarn Plipuech,6-3 6-3,R32,"[6, 6]","[3, 3]",9,Mumbai,Hard,mumbai
zakcKN2U,2026-02-02,Leolia Jeanjean,Vaidehi Chaudhari,Jeanjean L.,Chaudhari V.,A,Leolia Jeanjean,Vaidehi Chaudhari,6-2 6-0,R32,"[6, 6]","[2, 0]",8,Mumbai,Hard,mumbai
